tier,quality_score,metro,title,best_email,all_emails,email_sources,phone,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,additional_team,pocs,primary_contact,primary_contact_channel,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_original,pain_quote_2_original,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,all_pain_categories,all_recommended_services,crawl_status,research_note,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,website_raw,google_maps_link_raw,website_redirect_target_raw,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason
C,16.9,san francisco,Pacific Heights Chevron Auto Repair,pacific-heights-logo-header@2x-300x68.png,pacific-heights-logo-header@2x-300x68.png;icon-repairs@2x-150x150.png;icon-testing@2x-150x150.png;logo-ase@2x-300x139.png;ph-gallery-1@2x-300x225.png;ph-gallery-2@2x-300x225.png;ph-gallery-3@2x-300x225.png;ph-gallery-4@2x-300x225.png;Website-By-SMP@2x-300x63.png;website-by-smp@2x-300x63.png,gosom_scraper;gosom_scraper;gosom_scraper;gosom_scraper;gosom_scraper;gosom_scraper;gosom_scraper;gosom_scraper;gosom_scraper,+1 415-567-1136,http://www.pacificheightschevron.com,"2500 California St, San Francisco, CA 94115, United States",https://www.google.com/maps/place/Pacific+Heights+Chevron+Auto+Repair/data=!4m7!3m6!1s0x808580c883809357:0xfb6ae47286697c22!8m2!3d37.7889007!4d-122.4358275!16s%2Fg%2F1tgj912z!19sChIJV5OAg8iAhYARInxphnLkavs,https://www.facebook.com/pacificheightschevron,,,,,,Janet Sahagun,Managing Partner / Owner,,,Janet Sahagun;Pat Sahagun,Janet Sahagun,https://www.facebook.com/pacificheightschevron/,frontline_communication,1,"Dropped off car at appointed time, was told to pick up “a little over twelve”. Called at 12:30, was told to “pick up at 3pm”. Upon confirmation, the person responded “2pm” and “I didn’t tell you to pick up at 12, I wasn’t at the front desk, there are cars that came before you that needed xxx” - rude, condescending, unapologetic. I had to rearrange my day accordingly. For paying $300 for basic smog check & oil change, I expected more, and at a minimum not to be yelled at for clarifying pick up time.","Do not come here for smog test. Owner is very rude and said retest cost FULL amount so I have to pay $90 dollar twice. Refuse to provide any discount initially, only after a heated argument he said oh we can do maybe 10% discount. i have never seen anything like this in the business. Owen keep insistent “I did not ask about retest rules before signing paper” Come on we are not dealing with law firm here this is a smog test. How about you treat your customer nicely and I will happy do the retest at a fair price.

I am giving this place 2 star because they did do the test quickly and was able to book appointment same day.

- thanks for the reply but you can check security camera if you want, the attendant insisted charging FULL PRICE for retest. i’m not sure what policy you are referring to.",,,1,2,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,ok,,501,4.7,5,10,http://www.pacificheightschevron.com/,https://www.google.com/maps/place/Pacific+Heights+Chevron+Auto+Repair/data=!4m7!3m6!1s0x808580c883809357:0xfb6ae47286697c22!8m2!3d37.7889007!4d-122.4358275!16s%2Fg%2F1tgj912z!19sChIJV5OAg8iAhYARInxphnLkavs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,12,FALSE,FALSE,
C,16.88,san francisco,KSH Automotive,kshautomotive@gmail.com,kshautomotive@gmail.com,gosom_scraper,+1 415-409-0663,http://www.kshautomotive.com,"545 Eddy St, San Francisco, CA 94109, United States",https://www.google.com/maps/place/KSH+Automotive/data=!4m7!3m6!1s0x808580972aaf9bfd:0x97c5f4be6c150bf0!8m2!3d37.7832819!4d-122.4166525!16s%2Fg%2F1tf31mfj!19sChIJ_ZuvKpeAhYAR8AsVbL70xZc,,,,,,,Kirill Shabelsky,Owner,https://www.linkedin.com/in/kirill-shabelsky-9ba3533a/,,Kirill Shabelsky,Kirill Shabelsky,https://www.linkedin.com/in/kirill-shabelsky-9ba3533a/,billing_or_intake_errors,2,"After my car was fixed, I thought I would never ever go there. If a customer comes to you for a puncture, and insists that he doesn't want a new tire, you should not install a new tire and ask him to pay, especially if it was not covered by …",,,,,,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,billing_or_intake_errors;frontline_communication,,ok,,144,4.8,22,30,http://www.kshautomotive.com/,https://www.google.com/maps/place/KSH+Automotive/data=!4m7!3m6!1s0x808580972aaf9bfd:0x97c5f4be6c150bf0!8m2!3d37.7832819!4d-122.4166525!16s%2Fg%2F1tf31mfj!19sChIJ_ZuvKpeAhYAR8AsVbL70xZc?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,FALSE,
C,16.5,san francisco,Paul's Battery and Tire Company,,,,+1 415-221-9100,http://tiressanfrancisco.com,"4620 Geary Blvd, San Francisco, CA 94118, United States",https://www.google.com/maps/place/Paul%27s+Battery+and+Tire+Company/data=!4m7!3m6!1s0x8085873dfc3e818d:0xe9ad21b51a1431fc!8m2!3d37.7810557!4d-122.4690314!16s%2Fg%2F1tdd5h8h!19sChIJjYE-_D2HhYAR_DEUGrUhrek,,,,,,,John Rinaldi,Owner,https://www.linkedin.com/in/john-rinaldi-5ba18941/,,John Rinaldi,John Rinaldi,https://www.linkedin.com/in/john-rinaldi-5ba18941/,frontline_communication,2,"Rude, dirty, and I just found out that this place sold me 5 year old tires less than a year ago and that they were most likely used--for about double the price I'm paying to replace them less than 3 miles away.

Do not go here.",I went there today because my tire light popped on. The first man I saw outside was pretty rude and short with me. He was working on another car but I explained to him that had a baby in the car and I just want to make sure the car was …,,,1,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication;service_quality_in_session,,no_email_found,,171,4.7,64,71,http://tiressanfrancisco.com/,https://www.google.com/maps/place/Paul%27s+Battery+and+Tire+Company/data=!4m7!3m6!1s0x8085873dfc3e818d:0xe9ad21b51a1431fc!8m2!3d37.7810557!4d-122.4690314!16s%2Fg%2F1tdd5h8h!19sChIJjYE-_D2HhYAR_DEUGrUhrek?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,16.08,san francisco,Tower Car Wash,info@towercarwash.com,info@towercarwash.com,gosom_scraper,+1 415-558-9274,http://www.towercarwash.com,"1601 Mission St, San Francisco, CA 94103, United States",https://www.google.com/maps/place/Tower+Car+Wash/data=!4m7!3m6!1s0x8085809e02150177:0x65c2956655f07451!8m2!3d37.7721328!4d-122.4189465!16s%2Fm%2F04fhvgq!19sChIJdwEVAp6AhYARUXTwVWaVwmU,https://www.facebook.com/towercarwashSF,https://www.instagram.com/towercarwash/,,,,https://www.youtube.com/@towercarwash7284,Igor Paskhover,Owner / CEO,,,Igor Paskhover,Igor Paskhover,https://www.instagram.com/towercarwash/,service_quality_in_session,1,"This WAS a great car wash… ownership has reduced workforce and the service has diminished.  You will wait for over an hour to get the basic $40 service and the job is not well done. Today they had a 4 member crew working; way understaffed.  Keep driving down to South Van Ness and 16th, there is another car wash there.",,,,1,,Automation Audit,silverthreadlabs.com/audit,service_quality_in_session,,ok,,783,3.8,8,10,http://www.towercarwash.com/,https://www.google.com/maps/place/Tower+Car+Wash/data=!4m7!3m6!1s0x8085809e02150177:0x65c2956655f07451!8m2!3d37.7721328!4d-122.4189465!16s%2Fm%2F04fhvgq!19sChIJdwEVAp6AhYARUXTwVWaVwmU?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,14.88,san francisco,AmayaS' Auto Repair,amayastowing@gmail.com,amayastowing@gmail.com,gosom_scraper,+1 415-747-8541,https://amayasautorepair.com/san-rafael-auto-repair,"44 Hoag St, San Rafael, CA 94901, United States",https://www.google.com/maps/place/AmayaS%27+Auto+Repair/data=!4m7!3m6!1s0x80859a2303a1f62f:0x1980de1e632c83b3!8m2!3d37.964589!4d-122.511425!16s%2Fg%2F1260stjyh!19sChIJL_ahAyOahYARs4MsYx7egBk,https://facebook.com/amayasautorepair,https://instagram.com/amayasautorepair,,,,,Victor Amaya,Co-Owner / Founder (head mechanic & manager),,,Victor Amaya;Carlos Amaya;Carlos (JuanCarlos) Amaya,Victor Amaya,https://www.instagram.com/amayasautorepair/,billing_or_intake_errors,1,These guys are dishonest and dud work that I did not agree to and tried to force me to pay. the owner Victor is dishonest and not to be trusted. I will never take my car there again.,,,,1,,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,billing_or_intake_errors,,ok,,106,4.2,5,10,,https://www.google.com/maps/place/AmayaS%27+Auto+Repair/data=!4m7!3m6!1s0x80859a2303a1f62f:0x1980de1e632c83b3!8m2!3d37.964589!4d-122.511425!16s%2Fg%2F1260stjyh!19sChIJL_ahAyOahYARs4MsYx7egBk?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,14.7,san francisco,Automotive Specialty Products,,,,+1 650-758-6500,http://www.aspperformance.com,"7338 Mission St B, Daly City, CA 94014, United States",https://www.google.com/maps/place/Automotive+Specialty+Products/data=!4m7!3m6!1s0x808f7c0d860aa287:0xe1acc11d7fbed466!8m2!3d37.6908451!4d-122.465936!16s%2Fg%2F1tjrq66c!19sChIJh6IKhg18j4ARZtS-fx3BrOE,,,,,,,,,,,,,,followup_dropped,1,"I went to their office in July and spoke to Andrew and another staff member and they said they would get back to me with a quote. In person they seemed helpful and ready to help me fix my car stereo and camera.

I sent many several follow up emails to get the job going and they kept saying they would send me a quote but they never did. It’s been 3 months and still nothing from them. If they didn’t want to do the job they could’ve just said no, instead they’ve just wasted my time with no apology or explanation.",,,,1,,Agentic AI Systems (Autonomous Follow-up),silverthreadlabs.com/services/agentic-ai,followup_dropped,,no_email_found,,50,4,4,10,http://www.aspperformance.com/,https://www.google.com/maps/place/Automotive+Specialty+Products/data=!4m7!3m6!1s0x808f7c0d860aa287:0xe1acc11d7fbed466!8m2!3d37.6908451!4d-122.465936!16s%2Fg%2F1tjrq66c!19sChIJh6IKhg18j4ARZtS-fx3BrOE?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,14.34,san francisco,City Auto Supply,,,,+1 650-616-4968,http://www.cityautosupply.com,"449 Littlefield Ave, South San Francisco, CA 94080, United States",https://www.google.com/maps/place/City+Auto+Supply/data=!4m7!3m6!1s0x808f784eacb8e03f:0x9cca0b20dc4d62d!8m2!3d37.6508642!4d-122.3951353!16s%2Fg%2F1tdrflk_!19sChIJP-C4rE54j4ARLdbEDbKgzAk,,,,,,,,,,,,,,followup_dropped,1,"Not a very reliable spot to get auto parts. I called in for a battery but the person who picked up the phone didn’t know how to search up a similar battery and couldn’t find help. He told me to call back the next day and was still unable to assist me so he called me back. After calling back, he said the item was not available and I requested for him to pre order for me. Never heard back since..also they only take online/phone orders and no walk-ins.",,,,1,,Agentic AI Systems (Autonomous Follow-up),silverthreadlabs.com/services/agentic-ai,followup_dropped,,no_email_found,,130,4.4,64,69,http://www.cityautosupply.com/,https://www.google.com/maps/place/City+Auto+Supply/data=!4m7!3m6!1s0x808f784eacb8e03f:0x9cca0b20dc4d62d!8m2!3d37.6508642!4d-122.3951353!16s%2Fg%2F1tdrflk_!19sChIJP-C4rE54j4ARLdbEDbKgzAk?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,13.98,san francisco,The Garage,,,,+1 415-864-0111,https://www.thegaragesf.com,"340 10th St, San Francisco, CA 94103, United States",https://www.google.com/maps/place/The+Garage/data=!4m7!3m6!1s0x808f7e287bf2f403:0xd6f46e313ebf9e38!8m2!3d37.7720271!4d-122.4125445!16s%2Fg%2F1hc18yxv4!19sChIJA_Tyeyh-j4AROJ6_PjFu9NY,https://facebook.com/thegarageburlingame;https://www.facebook.com/TheGarageSF?fref=ts,,,https://www.yelp.com/biz/the-garage-san-francisco-10;https://yelp.com/biz/the-garage-burlingame-burlingame-5,,,Danny Chan,Owner,,,Danny Chan,Danny Chan,https://www.facebook.com/TheGarageSF,billing_or_intake_errors,1,"I’ve been going to The Garage for years and generally trusted their work, but my most recent experience left me disappointed.

I brought in my 2019 Acura TLX because two warning lights came on: “Emissions System Problem” and “Electric Parking Brake Problem.” They charged me over $230 for a diagnostic check, and I was surprised to learn that this fee isn’t applied toward the repair if you choose to move forward.

Their recommendation was to replace the part connecting the gas tank to the cap. The quoted price for the part alone was about $450, whereas I found the same part online for around $225 (plus labor). The overall estimate for repair was close to $1,000.

Before agreeing, I got a second opinion from another mechanic, who simply suggested resetting the warning lights first. That’s what I did, and it cost about $225 total. Two weeks later, I’m still driving with no issues and the lights never returned.

When I asked The Garage why both lights would appear at once, they said it’s common for multiple warnings to come on to prevent driving—but several mechanics I spoke with afterward told me they had never heard of that explanation.

It left me feeling like The Garage was recommending a costly repair without fully confirming the root cause. This is disappointing, especially since I’ve trusted them for years. I hope this was just an isolated experience, but it’s worth noting for anyone considering service here.",,,,2,,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,billing_or_intake_errors,,no_email_found,,335,4.8,54,61,https://www.thegaragesf.com/,https://www.google.com/maps/place/The+Garage/data=!4m7!3m6!1s0x808f7e287bf2f403:0xd6f46e313ebf9e38!8m2!3d37.7720271!4d-122.4125445!16s%2Fg%2F1hc18yxv4!19sChIJA_Tyeyh-j4AROJ6_PjFu9NY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,13.59,san francisco,"Pete's, Inc.",,,,+1 415-441-5896,https://www.petesinc.com,"1745 Clay St, San Francisco, CA 94109, United States","https://www.google.com/maps/place/Pete%27s,+Inc./data=!4m7!3m6!1s0x808580eae4a5004b:0xe1e14ed082285cc5!8m2!3d37.7920749!4d-122.4216406!16s%2Fg%2F1tjdrkcl!19sChIJSwCl5OqAhYARxVwogtBO4eE",https://www.facebook.com/Petes.Mercedes.BMW.Service/,,,https://www.yelp.com/biz/petes-inc-mercedes-benz-and-bmw-service-center-san-francisco-2,,,Greg Arkus,President / Owner,https://www.linkedin.com/in/greg-arkus-0924182,,Greg Arkus,Greg Arkus,https://www.linkedin.com/in/greg-arkus-0924182,frontline_communication,1,"The technicians are good. The older gentleman who worked on my Mercedes really knows his stuff so that's a major benefit . The shop is clean .

The manager Greg is a sometimes nice guy that seems to be moody at times and he can come across almost rude. In fact he's rude so often that I started laughing to myself recently at how tone deaf he seems.  I called him the morning after the evening he sent me notice that my car was done.  He gruffly said that I had had my car there too long. It was less than 12 hours after his evening notice of completion!

I told him I would come in on Monday (the next business day) to pick it up then texted Monday saying I had a medical issue and needed to come in the next day. When I picked up the car as stated, he said gruffly he was going to start charging me storage cost and everything about him seemed annoyed by my presence and that I was his customer. I have been nothing but nice to this guy and spent over 12k on some fairly basic stuff for this classic car.  He said he didn't get my text but that's on him. When I told him that he is sounding rude when I am a paying customer that is spending good money on his services he said we can end our relationship. I didn't know that we had a ""relationship""!  Lol!  He softened up after that cuz I think he felt bad but again it's all kind of laughable, his moodiness.

He is personally knowledgeable about these classic cars as he seems to have owned quite a few of them himself. He also seems to rely on AI a lot for his information about cars and it's not always correct so look it up yourself. For example, I wanted to remove the heater covers to get them re-chromed and he said they'll break because they're ""pot metal"". AI does say that but *not for this car* and if you delve further they are nice forged brass on a 190 SL. They also charged me for removing the chrome parts but they didn't remove the chrome parts entirely that I asked them to despite specific instructions. Also the car was filthy dirty when I came to pick it up, and the rear view mirror was all twisted the wrong Direction and coming out of its seating.  Online it's touted that they wash your vehicle.

Anyway Gregs run a pretty tight ship but I think Greg could learn the old business adage a little better: ""the customer is always right.""

Especially given the premium prices they charge their customers! (granted they have a premium location in the heart of Russian Hill Polk Street area)

There are alternatives in the City with nicer attitudes and not as expensive.  I may go back to Pete's when needed but I may try some other spots like Sal's in SF.",Was recommended this place for Mercedes specialist. Called and asked for help putting in new part for my car to pass a smog test. Man who answered was very dismissive and upset at the fact I was trying to save money because I bought the part myself. Not my intention to offend or waste anyone's time but he seemed to perceive it as a personal offense. I see similar reviews like this and the way he responds to them in the reviews is an accurate representation of his unprofessional. I've never been serviced by them so cannot speak on their quality just the man who answered the phone. Seems like they do a great job.,,,2,2,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,no_email_found,,183,4.7,5,10,https://www.petesinc.com/,"https://www.google.com/maps/place/Pete%27s,+Inc./data=!4m7!3m6!1s0x808580eae4a5004b:0xe1e14ed082285cc5!8m2!3d37.7920749!4d-122.4216406!16s%2Fg%2F1tjdrkcl!19sChIJSwCl5OqAhYARxVwogtBO4eE?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,FALSE,
D,12.94,san francisco,San Francisco Auto Works,sfautoworks1@gmail.com,sfautoworks1@gmail.com,agent_browser_crawl,+1 415-282-4300,https://sfautoworks.com/hours-and-location,"1021 Valencia St, San Francisco, CA 94110, United States",https://www.google.com/maps/place/San+Francisco+Auto+Works/data=!4m7!3m6!1s0x808f7e3e8e90d9f3:0xe80269bae6afd1b6!8m2!3d37.7565398!4d-122.4207748!16s%2Fg%2F1tj2j3tq!19sChIJ89mQjj5-j4ARttGv5rppAug,,,,,,,Kimberly Sawyers,Owner,,,Kimberly Sawyers,Kimberly Sawyers,https://www.instagram.com/sf_autoworks_/,frontline_communication,2,"Terrible management, rude workers & shady people. Don’t do it.","Kept my work truck for 37 days.
Most of that time it was sitting, torn down, with nothing happening. Original estimate was 2-3 weeks. …",,,,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,deadline_missed;frontline_communication,,ok,,70,4.8,42,50,https://sfautoworks.com/hours-and-location/,https://www.google.com/maps/place/San+Francisco+Auto+Works/data=!4m7!3m6!1s0x808f7e3e8e90d9f3:0xe80269bae6afd1b6!8m2!3d37.7565398!4d-122.4207748!16s%2Fg%2F1tj2j3tq!19sChIJ89mQjj5-j4ARttGv5rppAug?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,12.7,san francisco,Earthling Hybrid & EV Repair,greetings@earthlingauto.com,greetings@earthlingauto.com,agent_browser_crawl,+1 415-875-9030,https://earthlingauto.com,"615 Bayshore Blvd, San Francisco, CA 94124, United States",https://www.google.com/maps/place/Earthling+Hybrid+%26+EV+Repair/data=!4m7!3m6!1s0x8085808110410259:0x32fc92dfc89370c9!8m2!3d37.737581!4d-122.406481!16s%2Fg%2F1tdxl2qt!19sChIJWQJBEIGAhYARyXCTyN-S_DI,https://www.facebook.com/EarthlingAutomotive/,https://www.instagram.com/earthlingautomotive/,https://www.linkedin.com/company/earthlingauto,,,https://www.youtube.com/@earthlingauto,Carolyn Coquillette,Owner / Co-Founder,https://www.linkedin.com/in/carolyn-coquillette/,,Carolyn Coquillette,Carolyn Coquillette,https://www.linkedin.com/in/carolyn-coquillette/,frontline_communication,1,"Decided to give it a shot on account of the reviews, generally reasonable experiences from people I've met and long lead times for Tesla Service but thus far my personal experience has been quite abject to say the least.

To start, brought a Model Y in for general maintenance on Tuesday morning for rountine maintenance and 4 specfic items listed in the service request submitted the friday prior. During drop off I was informed that a quote would be ready in about 2 hours, but did not hear back until over 6 hours later, 40 min before closing informing me that they were not able to finish a quote that day but next day would be possible. The following day, I was informed around noon that a  quote would not be ready until the day after, and upon requesting an estimate of when the repairs could be completed was not provided a reasonable estimate. This so far is not a great experience but for what occured next.

Upon not reciving a reasonabe estimate as to the timeline of repairs requested or a complete quote, I called in 1.5h ahead and requested my tires be rotated and to make sure there was no miscommunication, submitted the same via text which was confirmed recived when they called back 10 minutes subsequent.

Needless to say, the tires were not rotated.

But wait there's more! My driver's seat also started loudly creaking at the slightest bumps where it had not prior. I suppose, generously, this was because the seat needed to be moved to access the sterring column and the mechanic that did not re-assemble it with due care because they supposed that it would be accessed again before it was picked up but it's  but I'm not sure how much I care.

Overall communcaiton left much to be desired, partial quote provided was >50% over Tesla's and service was neither prompt nor convenient as much as I am sympathetic to staffing gaps the overall value proposition makes no sense as-is even with 1st party wait times. Not being able to provide a tire quote after 2 full days is all pretty crazy for an auto shop.",,,,1,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,ok,,792,4.9,13,20,https://earthlingauto.com/,https://www.google.com/maps/place/Earthling+Hybrid+%26+EV+Repair/data=!4m7!3m6!1s0x8085808110410259:0x32fc92dfc89370c9!8m2!3d37.737581!4d-122.406481!16s%2Fg%2F1tdxl2qt!19sChIJWQJBEIGAhYARyXCTyN-S_DI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,12.68,san francisco,JR Automotive - San Francisco Auto Repair Services,,,,+1 415-658-7626,http://jrautocare.com,"155 14th St, San Francisco, CA 94103, United States",https://www.google.com/maps/place/JR+Automotive+-+San+Francisco+Auto+Repair+Services/data=!4m7!3m6!1s0x808f7e269f09b969:0xcb53ee26e8149a89!8m2!3d37.768272!4d-122.416877!16s%2Fg%2F11gfgy29z9!19sChIJabkJnyZ-j4ARiZoU6CbuU8s,,,,,,,Jesus Rojas,Owner,,,Jesus Rojas,Jesus Rojas,https://www.facebook.com/autorepaire/,billing_or_intake_errors,1,"Never going here again! $1200 to replace a pressure sensor that ended up not fixing the problem. The next mechanic I went to said wasn't even a new part. They gave me a used part and charged me full price.
My new guy also said it was an easy to reach area and shouldn't have taken more than 10 min to unplug and swap out. Not sure why the labor on that was $200?!? I feel like I got royally scammed here, and want to warn others. I know there are a lot of good reviews on this place, so maybe mine was an anomaly?. Live and learn. Anyway, my new mechanic Sam at ABC Motors is awesome, so I've moved on, fortunately!",,,,1,,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,billing_or_intake_errors,,cloudflare_blocked,,124,4.8,3,10,http://jrautocare.com/,https://www.google.com/maps/place/JR+Automotive+-+San+Francisco+Auto+Repair+Services/data=!4m7!3m6!1s0x808f7e269f09b969:0xcb53ee26e8149a89!8m2!3d37.768272!4d-122.416877!16s%2Fg%2F11gfgy29z9!19sChIJabkJnyZ-j4ARiZoU6CbuU8s?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,12.53,san francisco,Valley Automotive Distributors,don@valleyautomotive.net,don@valleyautomotive.net,agent_browser_crawl,+1 650-583-9525,http://valleyautomotive.net,"131 S Maple Ave # 2, South San Francisco, CA 94080, United States",https://www.google.com/maps/place/Valley+Automotive+Distributors/data=!4m7!3m6!1s0x808f79b7c546ef8b:0xbd764092a5411e6e!8m2!3d37.6484338!4d-122.4141025!16s%2Fg%2F1tczw538!19sChIJi-9Gxbd5j4ARbh5BpZJAdr0,https://www.facebook.com/HaywardCalifornia,,,https://www.yelp.com/biz/valley-auto-parts-hayward,,,,,,,,,,frontline_communication,1,"Thanks for wasting hours of my day..... Ordered a part...they said we will have it shipped from our other store, you can pick it up at 2pm.... I showed up and they wer all duh duh.....idk,,, we forgot...it's not here ... Do you want it for tomorrow ?     Not professional at all.",,,,1,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,ok,,44,4,8,15,http://valleyautomotive.net/,https://www.google.com/maps/place/Valley+Automotive+Distributors/data=!4m7!3m6!1s0x808f79b7c546ef8b:0xbd764092a5411e6e!8m2!3d37.6484338!4d-122.4141025!16s%2Fg%2F1tczw538!19sChIJi-9Gxbd5j4ARbh5BpZJAdr0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,12.47,san francisco,Too Good Auto Body Repair,schin1198@yahoo.com,schin1198@yahoo.com;toogoodautobody@yahoo.com,agent_browser_crawl;agent_browser_crawl,+1 415-441-1312,https://www.toogoodautobody.com,"1359 Harrison St, San Francisco, CA 94103, United States",https://www.google.com/maps/place/Too+Good+Auto+Body+Repair/data=!4m7!3m6!1s0x80858095578e3361:0xe8437936f90744c5!8m2!3d37.7718889!4d-122.4107206!16s%2Fg%2F1tdj4fl_!19sChIJYTOOV5WAhYARxUQH-TZ5Q-g,,,,https://www.yelp.com/biz/too-good-auto-body-repair-san-francisco,,,,,,,,,,billing_or_intake_errors,1,"My car got broken into on 8/2. I was out of town so my mom helped to arranged for it to be towed to the shop. She already paid for the towing service which was $217, and Steven claimed $497 and got the check from my insurance.

There was no other damages besides the broken windows. Weeks later, Steven told me that there are some scratches (which were not there when I dropped off the car key). I think these were caused by someone pressing the broken glass to smear them on the car body. He filed for a total $6k+ claim including products and services he quietly added to the estimation for repairing/replacing the body and parts that he vandalized.

I’ve reported this to the national and state bureaus for insurance fraud, and the CA bureau of auto repair along with my insurance’s SIU.

I hope he’s not going to secretly damage my car further because I will have to take legal actions before any bureaus did.",,,,1,,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,billing_or_intake_errors,,ok,,31,4.4,5,12,https://www.toogoodautobody.com/,https://www.google.com/maps/place/Too+Good+Auto+Body+Repair/data=!4m7!3m6!1s0x80858095578e3361:0xe8437936f90744c5!8m2!3d37.7718889!4d-122.4107206!16s%2Fg%2F1tdj4fl_!19sChIJYTOOV5WAhYARxUQH-TZ5Q-g?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,12.04,san francisco,Schwerin Automotive,,,,+1 415-673-9333,https://schwerinautomotive.com,"1430 Bush St, San Francisco, CA 94109, United States",https://www.google.com/maps/place/Schwerin+Automotive/data=!4m7!3m6!1s0x80858094fc66291b:0x24a615f118921b86!8m2!3d37.788875!4d-122.420988!16s%2Fg%2F1vj5_fhn!19sChIJGylm_JSAhYARhhuSGPEVpiQ,,,,,,,,,,,,,,booking_friction,1,"Used groupon for oil change. It was difficult to get appointment, but they provided good service for excellent price.",,,,,,Voice AI Booking + Agentic Self-Service,silverthreadlabs.com/services/voice-agents,booking_friction,,no_email_found,,76,4.8,53,61,https://schwerinautomotive.com/,https://www.google.com/maps/place/Schwerin+Automotive/data=!4m7!3m6!1s0x80858094fc66291b:0x24a615f118921b86!8m2!3d37.788875!4d-122.420988!16s%2Fg%2F1vj5_fhn!19sChIJGylm_JSAhYARhhuSGPEVpiQ?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,11.99,san francisco,Mobile Bay Area Auto Detailing,,,,+1 415-913-9488,https://mobilebaautodetailing.com,"Broderick St, San Francisco, CA 94115, United States",https://www.google.com/maps/place/Mobile+Bay+Area+Auto+Detailing/data=!4m7!3m6!1s0x80858166c4985af9:0x975c015944ffd21c!8m2!3d37.7871208!4d-122.440277!16s%2Fg%2F11h1zw9r_3!19sChIJ-VqYxGaBhYARHNL_RFkBXJc,https://www.facebook.com/Bay-%C3%81rea-Auto-Detailing-670858636418063,https://www.instagram.com/mobilebayareaautodetailing/,,https://www.yelp.com/biz/bay-area-auto-detailing-san-francisco-2,,,,,,,,,,calls_unanswered,1,"Never showed up, didn’t call to cancel and not answering calls. Total waste of my time!!",,,,,,Voice AI Agents (Inbound Coverage),silverthreadlabs.com/services/voice-agents,calls_unanswered,,no_email_found,,46,4.9,36,44,https://mobilebaautodetailing.com/,https://www.google.com/maps/place/Mobile+Bay+Area+Auto+Detailing/data=!4m7!3m6!1s0x80858166c4985af9:0x975c015944ffd21c!8m2!3d37.7871208!4d-122.440277!16s%2Fg%2F11h1zw9r_3!19sChIJ-VqYxGaBhYARHNL_RFkBXJc?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
