tier,quality_score,metro,title,best_email,all_emails,email_sources,phone,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,additional_team,pocs,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,all_pain_categories,all_recommended_services,crawl_status,research_note,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,website_raw,google_maps_link_raw,website_redirect_target_raw,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason
C,19.6,kyiv,nerd stud Розробка веб-сайтів та програмного забезпечення,u003evamos@nerd-stud.io,u003evamos@nerd-stud.io;vamos@nerd-stud.io,agent_browser_crawl;agent_browser_crawl,+380 63 625 3510,https://nerd-stud.io,"Zelena St, 149Е, Lviv, Lviv Oblast, Ukraine, 79035",https://www.google.com/maps/place/nerd+stud+%D0%A0%D0%BE%D0%B7%D1%80%D0%BE%D0%B1%D0%BA%D0%B0+%D0%B2%D0%B5%D0%B1-%D1%81%D0%B0%D0%B9%D1%82%D1%96%D0%B2+%D1%82%D0%B0+%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BD%D0%BE%D0%B3%D0%BE+%D0%B7%D0%B0%D0%B1%D0%B5%D0%B7%D0%BF%D0%B5%D1%87%D0%B5%D0%BD%D0%BD%D1%8F/data=!4m7!3m6!1s0x473ae9f2cc41627b:0x2087280808469042!8m2!3d49.8128031!4d24.0637552!16s%2Fg%2F11jbcdlndw!19sChIJe2JBzPLpOkcRQpBGCAgohyA,,https://www.instagram.com/nerdstud.io/,https://www.linkedin.com/company/nerd-stud-io/,,,,,,,,,,0,,,,,,,,,ok,,0,0.0,0,0,https://nerd-stud.io/,https://www.google.com/maps/place/nerd+stud+%D0%A0%D0%BE%D0%B7%D1%80%D0%BE%D0%B1%D0%BA%D0%B0+%D0%B2%D0%B5%D0%B1-%D1%81%D0%B0%D0%B9%D1%82%D1%96%D0%B2+%D1%82%D0%B0+%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BD%D0%BE%D0%B3%D0%BE+%D0%B7%D0%B0%D0%B1%D0%B5%D0%B7%D0%BF%D0%B5%D1%87%D0%B5%D0%BD%D0%BD%D1%8F/data=!4m7!3m6!1s0x473ae9f2cc41627b:0x2087280808469042!8m2!3d49.8128031!4d24.0637552!16s%2Fg%2F11jbcdlndw!19sChIJe2JBzPLpOkcRQpBGCAgohyA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Artvens Digital Agency,,,,+380 93 704 1562,,"Horodotska St, 42, Lviv, Lviv Oblast, Ukraine, 79000",https://www.google.com/maps/place/Artvens+Digital+Agency/data=!4m7!3m6!1s0x473add77b2a4b2e3:0x4dea3e16d898756b!8m2!3d49.8408214!4d24.013084!16s%2Fg%2F1hhky785p!19sChIJ47KksnfdOkcRa3WY2BY-6k0,,,,,,,,,,,,,0,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Artvens+Digital+Agency/data=!4m7!3m6!1s0x473add77b2a4b2e3:0x4dea3e16d898756b!8m2!3d49.8408214!4d24.013084!16s%2Fg%2F1hhky785p!19sChIJ47KksnfdOkcRa3WY2BY-6k0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,NoBorder,nobordermain@gmail.com,nobordermain@gmail.com,agent_browser_crawl,,https://www.noborder.dev,"Lukasha St, Lviv, Lviv Oblast, Ukraine, 79000",https://www.google.com/maps/place/NoBorder/data=!4m7!3m6!1s0x473addfb88cfc6e9:0x835f768d608308d1!8m2!3d49.8276201!4d24.0142581!16s%2Fg%2F11z1llnj0g!19sChIJ6cbPiPvdOkcR0QiDYI12X4M,,,,,,,,,,,,,0,,,,,,,,,ok,,0,0.0,0,0,https://www.noborder.dev/,https://www.google.com/maps/place/NoBorder/data=!4m7!3m6!1s0x473addfb88cfc6e9:0x835f768d608308d1!8m2!3d49.8276201!4d24.0142581!16s%2Fg%2F11z1llnj0g!19sChIJ6cbPiPvdOkcR0QiDYI12X4M?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
C,19.6,kyiv,Volpis,info@volpis.com,info@volpis.com;sales@volpis.com,agent_browser_crawl;agent_browser_crawl,,http://www.volpis.com,"Akademika Andriya Sakharova St, 37, Lviv, Lviv Oblast, Ukraine, 79000",https://www.google.com/maps/place/Volpis/data=!4m7!3m6!1s0x473ae75e902ec24b:0xcaa781cdac9b96c4!8m2!3d49.8218851!4d24.0167027!16s%2Fg%2F11jkv671c3!19sChIJS8IukF7nOkcRxJabrM2Bp8o,https://www.facebook.com/volpis/,https://www.instagram.com/volpisdev/,https://www.linkedin.com/company/volpis/mycompany/;https://www.linkedin.com/in/kostya-khuta/;https://www.linkedin.com/in/yuriy-yatseyko/,,,,,,,,Kostya Khuta;Yuriy Yatseyko,,0,,,,,,,,,ok,,0,0.0,0,0,http://www.volpis.com/,https://www.google.com/maps/place/Volpis/data=!4m7!3m6!1s0x473ae75e902ec24b:0xcaa781cdac9b96c4!8m2!3d49.8218851!4d24.0167027!16s%2Fg%2F11jkv671c3!19sChIJS8IukF7nOkcRxJabrM2Bp8o?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
C,19.6,kyiv,.doCode Development,support@docode.dev,support@docode.dev,agent_browser_crawl,,https://docode.dev,"Horodotska St, 186b, Lviv, Lviv Oblast, Ukraine, 79000",https://www.google.com/maps/place/.doCode+Development/data=!4m7!3m6!1s0x473ae1b192b66ff7:0x6043f377a17cfd62!8m2!3d49.8237897!4d23.9286434!16s%2Fg%2F11rgd73wbp!19sChIJ92-2krHhOkcRYv18oXfzQ2A,https://www.facebook.com/doCodeStudio,https://www.instagram.com/docode_development/,https://www.linkedin.com/company/docode-dev/,,,,,,,,Think Big,,0,,,,,,,,,ok,,0,0.0,0,0,https://docode.dev/,https://www.google.com/maps/place/.doCode+Development/data=!4m7!3m6!1s0x473ae1b192b66ff7:0x6043f377a17cfd62!8m2!3d49.8237897!4d23.9286434!16s%2Fg%2F11rgd73wbp!19sChIJ92-2krHhOkcRYv18oXfzQ2A?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
C,19.6,kyiv,Jul&Vol,volodia.pika@gmail.com,volodia.pika@gmail.com,agent_browser_crawl,+380 63 261 0746,https://messageapi.xn--o1a9b.xn--j1amh,,https://www.google.com/maps/place/Jul%26Vol/data=!4m7!3m6!1s0xa2a47c3c871b5a97:0xbd597bf17dbe53c6!8m2!3d50.3794932!4d24.2285819!16s%2Fg%2F11nc3g292w!19sChIJl1obhzx8pKIRxlO-ffF7Wb0,,,,,,,,,,,,,0,,,,,,,,,ok,,0,0.0,0,0,https://messageapi.xn--o1a9b.xn--j1amh/,https://www.google.com/maps/place/Jul%26Vol/data=!4m7!3m6!1s0xa2a47c3c871b5a97:0xbd597bf17dbe53c6!8m2!3d50.3794932!4d24.2285819!16s%2Fg%2F11nc3g292w!19sChIJl1obhzx8pKIRxlO-ffF7Wb0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,lvivdeveloper,,,,+380 99 187 3964,,,https://www.google.com/maps/place/lvivdeveloper/data=!4m7!3m6!1s0x473ae92bd89719d1:0x623846a2b22ed42e!8m2!3d48.7673154!4d31.1824374!16s%2Fg%2F11pxx32szn!19sChIJ0RmX2CvpOkcRLtQusqJGOGI,,,,,,,,,,,,,0,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/lvivdeveloper/data=!4m7!3m6!1s0x473ae92bd89719d1:0x623846a2b22ed42e!8m2!3d48.7673154!4d31.1824374!16s%2Fg%2F11pxx32szn!19sChIJ0RmX2CvpOkcRLtQusqJGOGI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Design studio and marketing Perfect City,,,,+380 97 967 4882,https://pustovit.com,"Lviv, Lviv Oblast, Ukraine, 79000",https://www.google.com/maps/place/Design+studio+and+marketing+Perfect+City/data=!4m7!3m6!1s0x473ae86c943057ab:0x20f4fce9fcbe817a!8m2!3d49.7935588!4d24.0605297!16s%2Fg%2F1tfpt0sg!19sChIJq1cwlGzoOkcReoG-_On89CA,,,,,,,,,,,,,0,,,,,,,,,no_email_found,,0,0.0,0,0,https://pustovit.com/,https://www.google.com/maps/place/Design+studio+and+marketing+Perfect+City/data=!4m7!3m6!1s0x473ae86c943057ab:0x20f4fce9fcbe817a!8m2!3d49.7935588!4d24.0605297!16s%2Fg%2F1tfpt0sg!19sChIJq1cwlGzoOkcReoG-_On89CA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Smart Technologies And Ready Systems,,,,+380 98 018 9896,,,https://www.google.com/maps/place/Smart+Technologies+And+Ready+Systems/data=!4m7!3m6!1s0xa7be26b2ec16df1b:0xc3ccbf8fa9727197!8m2!3d49.832689!4d24.0122356!16s%2Fg%2F11rxqql56w!19sChIJG98W7LImvqcRl3FyqY-_zMM,,,,,,,,,,,,,0,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Smart+Technologies+And+Ready+Systems/data=!4m7!3m6!1s0xa7be26b2ec16df1b:0xc3ccbf8fa9727197!8m2!3d49.832689!4d24.0122356!16s%2Fg%2F11rxqql56w!19sChIJG98W7LImvqcRl3FyqY-_zMM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Live2Sport LLC,nazarini@mastodon.social,nazarini@mastodon.social;info@live2sport.com,gosom_scraper;gosom_scraper,+380 50 370 7047,https://live2sport.com,"Sofii Karaffy-Korbut St, 22/55, Lviv, Lviv Oblast, Ukraine, 79053",https://www.google.com/maps/place/Live2Sport+LLC/data=!4m7!3m6!1s0xa6bb1cc7592c23bb:0xbbcf855074704625!8m2!3d49.8121853!4d23.9975766!16s%2Fg%2F11y29flyqz!19sChIJuyMsWcccu6YRJUZwdFCFz7s,https://www.facebook.com/live2sport/?fref=ts,,https://www.linkedin.com/company/live2sport/;https://www.linkedin.com/in/nazarii-kusyi/,,,https://www.youtube.com/@Live2Sport_com/videos,,,,,,,0,,,,,,,,,ok,,0,0.0,0,0,https://live2sport.com/,https://www.google.com/maps/place/Live2Sport+LLC/data=!4m7!3m6!1s0xa6bb1cc7592c23bb:0xbbcf855074704625!8m2!3d49.8121853!4d23.9975766!16s%2Fg%2F11y29flyqz!19sChIJuyMsWcccu6YRJUZwdFCFz7s?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Enkoss,contact@enkoss.com,contact@enkoss.com,gosom_scraper,+380 93 811 5405,https://www.enkoss.com,,https://www.google.com/maps/place/Enkoss/data=!4m7!3m6!1s0x65d6b91097358ed9:0x832b4dbb9ec6e622!8m2!3d46.423669!4d-76.3860905!16s%2Fg%2F11vb_fvxkc!19sChIJ2Y41lxC51mURIubGnrtNK4M,,,https://www.linkedin.com/company/enkoss/,,,,,,,,Your Ideal,,0,,,,,,,,,ok,,0,0.0,0,0,https://www.enkoss.com/,https://www.google.com/maps/place/Enkoss/data=!4m7!3m6!1s0x65d6b91097358ed9:0x832b4dbb9ec6e622!8m2!3d46.423669!4d-76.3860905!16s%2Fg%2F11vb_fvxkc!19sChIJ2Y41lxC51mURIubGnrtNK4M?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Dumka,hello@dumka.pro,hello@dumka.pro,agent_browser_crawl,+380 97 622 7608,https://dumka.pro,"9a, Lemkivska St, Lviv, L'vivs'ka oblast, Ukraine, 79000",https://www.google.com/maps/place/Dumka/data=!4m7!3m6!1s0x473add09702eaaab:0xcaef4737114928ac!8m2!3d49.8525358!4d24.0258649!16s%2Fg%2F11h461x_fm!19sChIJq6oucAndOkcRrChJETdH78o,https://www.facebook.com/dumka.pro/,,https://www.linkedin.com/company/5272728,,,,,,,,,,0,,,,,,,,,ok,,0,0.0,0,0,https://dumka.pro/,https://www.google.com/maps/place/Dumka/data=!4m7!3m6!1s0x473add09702eaaab:0xcaef4737114928ac!8m2!3d49.8525358!4d24.0258649!16s%2Fg%2F11h461x_fm!19sChIJq6oucAndOkcRrChJETdH78o?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Gram Branding Agency,welcome@gram.family,welcome@gram.family;topolnytskyy@gram.family,gosom_scraper;agent_browser_crawl,+380 96 463 6934,http://www.gram.family,"Pavlyka St, 5, Lviv, Lviv Oblast, Ukraine, 79000",https://www.google.com/maps/place/Gram+Branding+Agency/data=!4m7!3m6!1s0x473add201e190079:0x4ac2fd81aabb8a5!8m2!3d49.8354332!4d24.0404288!16s%2Fg%2F11k5f04vc5!19sChIJeQAZHiDdOkcRpbirGtgvrAQ,https://www.facebook.com/GRAMbranding/,https://www.instagram.com/gram.branding/,,,,,,,,,,,0,,,,,,,,,ok,,0,0.0,0,0,http://www.gram.family/,https://www.google.com/maps/place/Gram+Branding+Agency/data=!4m7!3m6!1s0x473add201e190079:0x4ac2fd81aabb8a5!8m2!3d49.8354332!4d24.0404288!16s%2Fg%2F11k5f04vc5!19sChIJeQAZHiDdOkcRpbirGtgvrAQ?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Filer,,,,,http://dzhdev.rf.gd,,https://www.google.com/maps/place/Filer/data=!4m7!3m6!1s0x6c194828e869eddd:0x36f23b641c072c3!8m2!3d48.7673154!4d31.1824374!16s%2Fg%2F11vj4d5s4w!19sChIJ3e1p6ChIGWwRw3LAQbYjbwM,,,,,,,,,,,,,0,,,,,,,,,no_email_found,,0,0.0,0,0,http://dzhdev.rf.gd/,https://www.google.com/maps/place/Filer/data=!4m7!3m6!1s0x6c194828e869eddd:0x36f23b641c072c3!8m2!3d48.7673154!4d31.1824374!16s%2Fg%2F11vj4d5s4w!19sChIJ3e1p6ChIGWwRw3LAQbYjbwM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
C,19.6,kyiv,Sinspired,hello@sinspiredstudio.com,hello@sinspiredstudio.com;spinner@1x-0.5s-200px-200px-1.svg,agent_browser_crawl;agent_browser_crawl,,https://sinspiredstudio.com,"Zelena St, 25, Lviv, Lviv Oblast, Ukraine, 79005",https://www.google.com/maps/place/Sinspired/data=!4m7!3m6!1s0x473add137f8e4ac1:0x130e34651ef7fe98!8m2!3d49.8334791!4d24.0390726!16s%2Fg%2F11mxb2kqpl!19sChIJwUqOfxPdOkcRmP73HmU0DhM,https://www.facebook.com/Sinspiredstudio,https://www.instagram.com/sinspired.studio/,https://www.linkedin.com/company/sinspired,,,,,,,,,,0,,,,,,,,,ok,,0,0.0,0,0,https://sinspiredstudio.com/,https://www.google.com/maps/place/Sinspired/data=!4m7!3m6!1s0x473add137f8e4ac1:0x130e34651ef7fe98!8m2!3d49.8334791!4d24.0390726!16s%2Fg%2F11mxb2kqpl!19sChIJwUqOfxPdOkcRmP73HmU0DhM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
C,19.6,kyiv,Weweb,hello@weweb.com.ua,hello@weweb.com.ua,agent_browser_crawl,+380 99 527 6945,https://weweb.com.ua,,https://www.google.com/maps/place/Weweb/data=!4m7!3m6!1s0x8771daa71f14dc73:0xf8cf3703fead9317!8m2!3d48.7673154!4d31.1824374!16s%2Fg%2F11vbx5pzvl!19sChIJc9wUH6facYcRF5Ot_gM3z_g,,,,,,,,,,,,,0,,,,,,,,,ok,,0,0.0,0,0,https://weweb.com.ua/,https://www.google.com/maps/place/Weweb/data=!4m7!3m6!1s0x8771daa71f14dc73:0xf8cf3703fead9317!8m2!3d48.7673154!4d31.1824374!16s%2Fg%2F11vbx5pzvl!19sChIJc9wUH6facYcRF5Ot_gM3z_g?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Will Design Creative Agency,hello@willdesign.agency,hello@willdesign.agency,gosom_scraper,+380 73 308 2859,https://www.willdesign.agency,,https://www.google.com/maps/place/Will+Design+Creative+Agency/data=!4m7!3m6!1s0x26104105f14f40a7:0x8418d75d749729ab!8m2!3d48.7673154!4d31.1824374!16s%2Fg%2F11vqhq5427!19sChIJp0BP8QVBECYRqymXdF3XGIQ,,https://www.instagram.com/will.creative.agency/,https://www.linkedin.com/company/willdesign-agency,,,,,,,,,,0,,,,,,,,,ok,,0,0.0,0,0,https://www.willdesign.agency/,https://www.google.com/maps/place/Will+Design+Creative+Agency/data=!4m7!3m6!1s0x26104105f14f40a7:0x8418d75d749729ab!8m2!3d48.7673154!4d31.1824374!16s%2Fg%2F11vqhq5427!19sChIJp0BP8QVBECYRqymXdF3XGIQ?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Sova Logic Digital Agency - сайти та реклама,,,,+380 67 702 1355,https://sovalogic.com.ua,"Volodymyra Velykoho St, 29, Lviv, Lviv Oblast, Ukraine, 79000",https://www.google.com/maps/place/Sova+Logic+Digital+Agency+-+%D1%81%D0%B0%D0%B9%D1%82%D0%B8+%D1%82%D0%B0+%D1%80%D0%B5%D0%BA%D0%BB%D0%B0%D0%BC%D0%B0/data=!4m7!3m6!1s0x473ae7e54cb00851:0x6ac000dbbb2d59ac!8m2!3d49.8087637!4d24.0096892!16s%2Fg%2F11gyl7dwht!19sChIJUQiwTOXnOkcRrFktu9sAwGo,https://www.facebook.com/sovalogic,https://www.instagram.com/sovalogic.agency/,,,,,,,,,,,0,,,,,,,,,no_email_found,,0,0.0,0,0,https://sovalogic.com.ua/,https://www.google.com/maps/place/Sova+Logic+Digital+Agency+-+%D1%81%D0%B0%D0%B9%D1%82%D0%B8+%D1%82%D0%B0+%D1%80%D0%B5%D0%BA%D0%BB%D0%B0%D0%BC%D0%B0/data=!4m7!3m6!1s0x473ae7e54cb00851:0x6ac000dbbb2d59ac!8m2!3d49.8087637!4d24.0096892!16s%2Fg%2F11gyl7dwht!19sChIJUQiwTOXnOkcRrFktu9sAwGo?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Розробка і просування Сайтів - Marketo Digital Agency,,,,+380 95 771 4668,,"Okolychna St, 10, Lviv, Lviv Oblast, Ukraine, 79000",https://www.google.com/maps/place/%D0%A0%D0%BE%D0%B7%D1%80%D0%BE%D0%B1%D0%BA%D0%B0+%D1%96+%D0%BF%D1%80%D0%BE%D1%81%D1%83%D0%B2%D0%B0%D0%BD%D0%BD%D1%8F+%D0%A1%D0%B0%D0%B9%D1%82%D1%96%D0%B2+-+Marketo+Digital+Agency/data=!4m7!3m6!1s0x473ae740fef8fd31:0x1ab3f09c684e01b0!8m2!3d49.8208035!4d24.0095669!16s%2Fg%2F11jls1239q!19sChIJMf34_kDnOkcRsAFOaJzwsxo,,,,,,,,,,,,,0,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/%D0%A0%D0%BE%D0%B7%D1%80%D0%BE%D0%B1%D0%BA%D0%B0+%D1%96+%D0%BF%D1%80%D0%BE%D1%81%D1%83%D0%B2%D0%B0%D0%BD%D0%BD%D1%8F+%D0%A1%D0%B0%D0%B9%D1%82%D1%96%D0%B2+-+Marketo+Digital+Agency/data=!4m7!3m6!1s0x473ae740fef8fd31:0x1ab3f09c684e01b0!8m2!3d49.8208035!4d24.0095669!16s%2Fg%2F11jls1239q!19sChIJMf34_kDnOkcRsAFOaJzwsxo?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,DigitOWL Marketing Outsourcing,contact@digitowl.com.ua,contact@digitowl.com.ua,agent_browser_crawl,+380 67 447 6944,https://digitowl.com.ua,"Sknylivska St, 65b, Lviv, Lviv Oblast, Ukraine, 79071",https://www.google.com/maps/place/DigitOWL+Marketing+Outsourcing/data=!4m7!3m6!1s0x473ae75fc4e5f10f:0xf9d16c972120119b!8m2!3d49.8118692!4d23.972727!16s%2Fg%2F11mxhk_yn6!19sChIJD_HlxF_nOkcRmxEgIZds0fk,https://www.facebook.com/digitowlmarketing/,,https://www.linkedin.com/company/digitowl-marketing/,,,,,,,,,,0,,,,,,,,,ok,,0,0.0,0,0,https://digitowl.com.ua/,https://www.google.com/maps/place/DigitOWL+Marketing+Outsourcing/data=!4m7!3m6!1s0x473ae75fc4e5f10f:0xf9d16c972120119b!8m2!3d49.8118692!4d23.972727!16s%2Fg%2F11mxhk_yn6!19sChIJD_HlxF_nOkcRmxEgIZds0fk?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Willmore Digital Advertising Agency,,,,+380 73 531 6782,https://www.willmore.agency,,https://www.google.com/maps/place/Willmore+Digital+Advertising+Agency/data=!4m7!3m6!1s0x6886ad5d9aa0256d:0xa44b62be1540ccc3!8m2!3d51.2072!4d-76.3860905!16s%2Fg%2F11y4tf4h8_!19sChIJbSWgml2thmgRw8xAFb5iS6Q,,,,,,,,,,,,,0,,,,,,,,,open_error,,0,0.0,0,0,https://www.willmore.agency/,https://www.google.com/maps/place/Willmore+Digital+Advertising+Agency/data=!4m7!3m6!1s0x6886ad5d9aa0256d:0xa44b62be1540ccc3!8m2!3d51.2072!4d-76.3860905!16s%2Fg%2F11y4tf4h8_!19sChIJbSWgml2thmgRw8xAFb5iS6Q?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,LITOKHIN Digital Marketing Agency,office@uts.lviv.ua,office@uts.lviv.ua,agent_browser_crawl,+380 68 365 2777,https://www.uts.lviv.ua,"Dmytra Bortnyans'koho St, 52, Lviv, Lviv Oblast, Ukraine, 79042",https://www.google.com/maps/place/LITOKHIN+Digital+Marketing+Agency/data=!4m7!3m6!1s0x473add1235270633:0xde985cee0b16370a!8m2!3d49.8457262!4d23.9987143!16s%2Fg%2F11yjy1ybp3!19sChIJMwYnNRLdOkcRCjcWC-5cmN4,https://www.facebook.com/Update-Technologies-Systems-100858484738950/,,,,,,,,,,,,0,,,,,,,,,ok,,0,0.0,0,0,https://www.uts.lviv.ua/,https://www.google.com/maps/place/LITOKHIN+Digital+Marketing+Agency/data=!4m7!3m6!1s0x473add1235270633:0xde985cee0b16370a!8m2!3d49.8457262!4d23.9987143!16s%2Fg%2F11yjy1ybp3!19sChIJMwYnNRLdOkcRCjcWC-5cmN4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Next Generation ICT Ltd (TA Fractional Teams),,,,+44 20 8164 1100,http://www.fractionalteams.com,"Communa, Kol'berha St, 3, Lviv, Lviv Oblast, Ukraine, 79013",https://www.google.com/maps/place/Next+Generation+ICT+Ltd+%28TA+Fractional+Teams%29/data=!4m7!3m6!1s0x473addadab7db429:0x56b1e721ff85fa45!8m2!3d49.8338092!4d24.0165424!16s%2Fg%2F11smnyh767!19sChIJKbR9q63dOkcRRfqF_yHnsVY,,,,,,,,,,,,,0,,,,,,,,,no_email_found,,0,0.0,0,0,http://www.fractionalteams.com/,https://www.google.com/maps/place/Next+Generation+ICT+Ltd+%28TA+Fractional+Teams%29/data=!4m7!3m6!1s0x473addadab7db429:0x56b1e721ff85fa45!8m2!3d49.8338092!4d24.0165424!16s%2Fg%2F11smnyh767!19sChIJKbR9q63dOkcRRfqF_yHnsVY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
C,19.6,kyiv,Triumph Busines,,,,,,"Kol'berha St, 3, Lviv, Lviv Oblast, Ukraine, 79000",https://www.google.com/maps/place/Triumph+Busines/data=!4m7!3m6!1s0x473add7b09e40001:0xd0a4d25dbaeeeb13!8m2!3d49.8338092!4d24.0165424!16s%2Fg%2F11p16g4xx9!19sChIJAQDkCXvdOkcRE-vuul3SpNA,,,,,,,,,,,,,0,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Triumph+Busines/data=!4m7!3m6!1s0x473add7b09e40001:0xd0a4d25dbaeeeb13!8m2!3d49.8338092!4d24.0165424!16s%2Fg%2F11p16g4xx9!19sChIJAQDkCXvdOkcRE-vuul3SpNA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
C,19.6,kyiv,Mystery-Leads,,,,+380 63 844 0550,,,https://www.google.com/maps/place/Mystery-Leads/data=!4m7!3m6!1s0x473add86b5cc2795:0x182a07642ec268f9!8m2!3d49.4731262!4d29.574509!16s%2Fg%2F11dzrn053s!19sChIJlSfMtYbdOkcR-WjCLmQHKhg,,,,,,,,,,,,,0,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Mystery-Leads/data=!4m7!3m6!1s0x473add86b5cc2795:0x182a07642ec268f9!8m2!3d49.4731262!4d29.574509!16s%2Fg%2F11dzrn053s!19sChIJlSfMtYbdOkcR-WjCLmQHKhg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,Zona Digital - цифрове агентство,info@zd.com.ua,info@zd.com.ua;contact@zonadigital.agency,gosom_scraper;gosom_scraper,+380 63 334 3494,https://zd.agency,"Kostia Levytskoho St, 4, офіс 33, Lviv, Lviv Oblast, Ukraine, 79008",https://www.google.com/maps/place/Zona+Digital+-+%D1%86%D0%B8%D1%84%D1%80%D0%BE%D0%B2%D0%B5+%D0%B0%D0%B3%D0%B5%D0%BD%D1%82%D1%81%D1%82%D0%B2%D0%BE/data=!4m7!3m6!1s0x473addac727f05c3:0xdf0f3fcb12d45ad!8m2!3d49.8360073!4d24.0356923!16s%2Fg%2F11vdgmvn45!19sChIJwwV_cqzdOkcRrUUtsfzz8A0,https://www.facebook.com/zd.com.ua,,https://www.linkedin.com/company/zona-digital-agency/,,,,,,,,Your Reliable,,0,,,,,,,,,ok,,0,0.0,0,0,https://zd.agency/?utm_source=google&utm_medium=profile&utm_campaign=google_business,https://www.google.com/maps/place/Zona+Digital+-+%D1%86%D0%B8%D1%84%D1%80%D0%BE%D0%B2%D0%B5+%D0%B0%D0%B3%D0%B5%D0%BD%D1%82%D1%81%D1%82%D0%B2%D0%BE/data=!4m7!3m6!1s0x473addac727f05c3:0xdf0f3fcb12d45ad!8m2!3d49.8360073!4d24.0356923!16s%2Fg%2F11vdgmvn45!19sChIJwwV_cqzdOkcRrUUtsfzz8A0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,19.6,kyiv,DP Media,,,,+380 322 530 357,,"Horodotska St, 174, Lviv, Lviv Oblast, Ukraine, 79000",https://www.google.com/maps/place/DP+Media/data=!4m7!3m6!1s0x473add86b39566a5:0x9cd3471309872220!8m2!3d49.8355889!4d23.9961778!16s%2Fg%2F1td3kc50!19sChIJpWaVs4bdOkcRICKHCRNH05w,,,,,,,,,,,,,0,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/DP+Media/data=!4m7!3m6!1s0x473add86b39566a5:0x9cd3471309872220!8m2!3d49.8355889!4d23.9961778!16s%2Fg%2F1td3kc50!19sChIJpWaVs4bdOkcRICKHCRNH05w?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,metro_mismatch
