tier,quality_score,service_fit_score,reachability_score,reachability_representative,reachability_channels,usable_poc_count,metro,title,best_email,all_emails,email_sources,phone,phone_alt,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,additional_team,pocs,primary_contact,primary_contact_channel,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_original,pain_quote_2_original,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,all_pain_categories,all_recommended_services,crawl_status,research_note,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,website_raw,google_maps_link_raw,website_redirect_target_raw,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason,phone_reach_score,email_reach_score,email_quality_tier,email_quality_reason,best_reachable_email,ab_arm
C,41.33,16.33,25.0,,phone,0,tampa,A.R.C Air Conditioning & Heating,,,,+1 813-996-4873,,,"Land O' Lakes, FL 34639, United States",https://www.google.com/maps/place/A.R.C+Air+Conditioning+%26+Heating/data=!4m7!3m6!1s0x88c2bb9e16ea408f:0x14278e4d2d9230d!8m2!3d28.2307142!4d-82.4579219!16s%2Fg%2F11vwyrs88w!19sChIJj0DqFp67wogRDSPZ0uR4QgE,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/A.R.C+Air+Conditioning+%26+Heating/data=!4m7!3m6!1s0x88c2bb9e16ea408f:0x14278e4d2d9230d!8m2!3d28.2307142!4d-82.4579219!16s%2Fg%2F11vwyrs88w!19sChIJj0DqFp67wogRDSPZ0uR4QgE?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Audi Wesley Chapel Auto Air,,,,+1 813-723-1017,,https://www.audiwesleychapel.com/audi-service-center-wesley-chapel-fl.htm,"2500 Lajuana Blvd, Wesley Chapel, FL 33543, United States",https://www.google.com/maps/place/Audi+Wesley+Chapel+Auto+Air/data=!4m7!3m6!1s0x88c2b1d97a154c17:0x69705c8a81746471!8m2!3d28.1934685!4d-82.3373733!16s%2Fg%2F11x78hnt93!19sChIJF0wVetmxwogRcWR0gYpccGk,,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,0,0.0,0,0,,https://www.google.com/maps/place/Audi+Wesley+Chapel+Auto+Air/data=!4m7!3m6!1s0x88c2b1d97a154c17:0x69705c8a81746471!8m2!3d28.1934685!4d-82.3373733!16s%2Fg%2F11x78hnt93!19sChIJF0wVetmxwogRcWR0gYpccGk?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Air Conditioning Repair Today of St. Petersburg,,,,+1 727-475-7223,,,,https://www.google.com/maps/place/Air+Conditioning+Repair+Today+of+St.+Petersburg/data=!4m7!3m6!1s0x88c2e361843c5631:0xf4da759bea6229cf!8m2!3d27.8918945!4d-82.780579!16s%2Fg%2F11q1vgk5xs!19sChIJMVY8hGHjwogRzyli6pt12vQ,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Air+Conditioning+Repair+Today+of+St.+Petersburg/data=!4m7!3m6!1s0x88c2e361843c5631:0xf4da759bea6229cf!8m2!3d27.8918945!4d-82.780579!16s%2Fg%2F11q1vgk5xs!19sChIJMVY8hGHjwogRzyli6pt12vQ?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Gulf Atlantic AC,,,,+1 813-800-4822,,,,https://www.google.com/maps/place/Gulf+Atlantic+AC/data=!4m7!3m6!1s0x639633bc3eaa1af7:0x4d0bd232490013e4!8m2!3d27.9175306!4d-82.4542805!16s%2Fg%2F11vwxz50rp!19sChIJ9xqqPrwzlmMR5BMASTLSC00,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Gulf+Atlantic+AC/data=!4m7!3m6!1s0x639633bc3eaa1af7:0x4d0bd232490013e4!8m2!3d27.9175306!4d-82.4542805!16s%2Fg%2F11vwxz50rp!19sChIJ9xqqPrwzlmMR5BMASTLSC00?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Oldsmar Air Conditioning,,,,+1 727-744-4848,,https://stpetersburgac.blogspot.com?m=1,,https://www.google.com/maps/place/Oldsmar+Air+Conditioning/data=!4m7!3m6!1s0xa0779752b80b50d3:0xaf767c547bcc2c6d!8m2!3d27.8520646!4d-82.537276!16s%2Fg%2F11z5qxk_zy!19sChIJ01ALuFKXd6ARbSzMe1R8dq8,,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,0,0.0,0,0,https://stpetersburgac.blogspot.com/?m=1,https://www.google.com/maps/place/Oldsmar+Air+Conditioning/data=!4m7!3m6!1s0xa0779752b80b50d3:0xaf767c547bcc2c6d!8m2!3d27.8520646!4d-82.537276!16s%2Fg%2F11z5qxk_zy!19sChIJ01ALuFKXd6ARbSzMe1R8dq8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Tampa Bay AC & Repair,,,,+1 813-592-6161,,,,https://www.google.com/maps/place/Tampa+Bay+AC+%26+Repair/data=!4m7!3m6!1s0x82446b918c04ef29:0x5cfa2540dce22cee!8m2!3d28.132729!4d-82.4814605!16s%2Fg%2F11s194rhsr!19sChIJKe8EjJFrRIIR7izi3EAl-lw,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Tampa+Bay+AC+%26+Repair/data=!4m7!3m6!1s0x82446b918c04ef29:0x5cfa2540dce22cee!8m2!3d28.132729!4d-82.4814605!16s%2Fg%2F11s194rhsr!19sChIJKe8EjJFrRIIR7izi3EAl-lw?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,"Tuk Air Conditioning-Elect, LLC",,,,+1 813-616-9565,,,,"https://www.google.com/maps/place/Tuk+Air+Conditioning-Elect,+LLC/data=!4m7!3m6!1s0x88c2e9ccf2c4e003:0x847da6f75b176413!8m2!3d28.112829!4d-82.076702!16s%2Fg%2F11fvp_t3j5!19sChIJA-DE8szpwogRE2QXW_emfYQ",,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,"https://www.google.com/maps/place/Tuk+Air+Conditioning-Elect,+LLC/data=!4m7!3m6!1s0x88c2e9ccf2c4e003:0x847da6f75b176413!8m2!3d28.112829!4d-82.076702!16s%2Fg%2F11fvp_t3j5!19sChIJA-DE8szpwogRE2QXW_emfYQ?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,813 AC Today,,,,+1 813-951-8371,,http://www.813actoday.com,,https://www.google.com/maps/place/813+AC+Today/data=!4m7!3m6!1s0xaa49a08cef2aaa21:0xe07926ba57f027d8!8m2!3d27.9081355!4d-82.538756!16s%2Fg%2F11sv9kn75s!19sChIJIaoq74ygSaoR2CfwV7omeeA,,,,,,,,,,,,,,,0,,,,,,,,,,,open_error,,0,0.0,0,0,http://www.813actoday.com/,https://www.google.com/maps/place/813+AC+Today/data=!4m7!3m6!1s0xaa49a08cef2aaa21:0xe07926ba57f027d8!8m2!3d27.9081355!4d-82.538756!16s%2Fg%2F11sv9kn75s!19sChIJIaoq74ygSaoR2CfwV7omeeA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,AC 506 Llc,,,,+1 813-305-7874,,http://www.ac506llc.com,,https://www.google.com/maps/place/AC+506+Llc/data=!4m7!3m6!1s0x8cab86df1c8397fb:0xe3be1ad515e01564!8m2!3d27.843303!4d-81.8552669!16s%2Fg%2F11l2qm0pyp!19sChIJ-5eDHN-Gq4wRZBXgFdUavuM,,,,,,,,,,,,,,,0,,,,,,,,,,,open_error,,0,0.0,0,0,http://www.ac506llc.com/,https://www.google.com/maps/place/AC+506+Llc/data=!4m7!3m6!1s0x8cab86df1c8397fb:0xe3be1ad515e01564!8m2!3d27.843303!4d-81.8552669!16s%2Fg%2F11l2qm0pyp!19sChIJ-5eDHN-Gq4wRZBXgFdUavuM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Ralph's Air Conditioning Service,,,,+1 813-260-2665,,https://www.ralphsairconditioningservice.com/contact-us,"2002 W Rambla St, Tampa, FL 33612, United States",https://www.google.com/maps/place/Ralph%27s+Air+Conditioning+Service/data=!4m7!3m6!1s0x88c2c1326cc15555:0xbf655e619f61b3df!8m2!3d28.034133!4d-82.4792735!16s%2Fg%2F11m5kjs9km!19sChIJVVXBbDLBwogR37Nhn2FeZb8,https://www.facebook.com/,https://www.instagram.com/,,,,https://www.youtube.com/,,,,,,,,,0,,,,,,,,,,,no_email_found,,0,0.0,0,0,https://www.ralphsairconditioningservice.com/contact-us/,https://www.google.com/maps/place/Ralph%27s+Air+Conditioning+Service/data=!4m7!3m6!1s0x88c2c1326cc15555:0xbf655e619f61b3df!8m2!3d28.034133!4d-82.4792735!16s%2Fg%2F11m5kjs9km!19sChIJVVXBbDLBwogR37Nhn2FeZb8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Lonnie's Air Conditioning,,,,+1 813-985-1779,,https://www.lonniesairconditioning.com,,https://www.google.com/maps/place/Lonnie%27s+Air+Conditioning/data=!4m7!3m6!1s0x2214ee79fde7bd43:0x383658bd9e2b3000!8m2!3d28.0218596!4d-82.4404075!16s%2Fg%2F11z2xyg9lx!19sChIJQ73n_XnuFCIRADArnr1YNjg,https://www.facebook.com/pages/Lonnies-Air-Conditioning-Heating/169778613037000?fref=ts,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,0,0.0,0,0,https://www.lonniesairconditioning.com/,https://www.google.com/maps/place/Lonnie%27s+Air+Conditioning/data=!4m7!3m6!1s0x2214ee79fde7bd43:0x383658bd9e2b3000!8m2!3d28.0218596!4d-82.4404075!16s%2Fg%2F11z2xyg9lx!19sChIJQ73n_XnuFCIRADArnr1YNjg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,CMAX A/C Heating and Cooling,,,,+1 813-997-0913,,,,https://www.google.com/maps/place/CMAX+A%2FC+Heating+and+Cooling/data=!4m7!3m6!1s0xaac9b381f1a8864d:0x28f7ccd8149b1fe2!8m2!3d27.946309!4d-82.0330965!16s%2Fg%2F11z85_fyf4!19sChIJTYao8YGzyaoR4h-bFNjM9yg,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/CMAX+A%2FC+Heating+and+Cooling/data=!4m7!3m6!1s0xaac9b381f1a8864d:0x28f7ccd8149b1fe2!8m2!3d27.946309!4d-82.0330965!16s%2Fg%2F11z85_fyf4!19sChIJTYao8YGzyaoR4h-bFNjM9yg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,One Stop Cooling & Heating,,,,+1 813-749-7966,,https://onestopcooling.com/contact-us-tampa,"12808 Dupont Cir, Tampa, FL 33626, United States",https://www.google.com/maps/place/One+Stop+Cooling+%26+Heating/data=!4m7!3m6!1s0x88c2eb7fd537f811:0xedd2a33ca9779068!8m2!3d28.0587685!4d-82.6482574!16s%2Fg%2F11tgbsnz0c!19sChIJEfg31X_rwogRaJB3qTyj0u0,,,,,,,,,,,,,,,0,,,,,,,,,,,open_error,,0,0.0,0,0,,https://www.google.com/maps/place/One+Stop+Cooling+%26+Heating/data=!4m7!3m6!1s0x88c2eb7fd537f811:0xedd2a33ca9779068!8m2!3d28.0587685!4d-82.6482574!16s%2Fg%2F11tgbsnz0c!19sChIJEfg31X_rwogRaJB3qTyj0u0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Florida AC Coil Treatments,,,,+1 727-238-7171,,,,https://www.google.com/maps/place/Florida+AC+Coil+Treatments/data=!4m7!3m6!1s0x88c29391022650ef:0xddb416838d80842c!8m2!3d27.8918945!4d-82.780579!16s%2Fg%2F11qqyn8w1r!19sChIJ71AmApGTwogRLISAjYMWtN0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Florida+AC+Coil+Treatments/data=!4m7!3m6!1s0x88c29391022650ef:0xddb416838d80842c!8m2!3d27.8918945!4d-82.780579!16s%2Fg%2F11qqyn8w1r!19sChIJ71AmApGTwogRLISAjYMWtN0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,GEO-THERMAL SYSTEMS,,,,+1 813-263-4287,,,"3413 Ohio Ave, Tampa, FL 33611, United States",https://www.google.com/maps/place/GEO-THERMAL+SYSTEMS/data=!4m7!3m6!1s0x88c2c360f86134bf:0x3745c1d63a9e15f!8m2!3d27.8803972!4d-82.4995445!16s%2Fg%2F11c1vj35dv!19sChIJvzRh-GDDwogRX-GpYx1cdAM,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/GEO-THERMAL+SYSTEMS/data=!4m7!3m6!1s0x88c2c360f86134bf:0x3745c1d63a9e15f!8m2!3d27.8803972!4d-82.4995445!16s%2Fg%2F11c1vj35dv!19sChIJvzRh-GDDwogRX-GpYx1cdAM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Naturally Duct Cleaning,,,,+1 813-445-5801,,,"4009 W Fairview Heights, Tampa, FL 33616, United States",https://www.google.com/maps/place/Naturally+Duct+Cleaning/data=!4m7!3m6!1s0x89c2a1a095493f67:0x5383532d61c90c72!8m2!3d27.8786495!4d-82.5117129!16s%2Fg%2F11kq_1zdy8!19sChIJZz9JlaChwokRcgzJYS1Tg1M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Naturally+Duct+Cleaning/data=!4m7!3m6!1s0x89c2a1a095493f67:0x5383532d61c90c72!8m2!3d27.8786495!4d-82.5117129!16s%2Fg%2F11kq_1zdy8!19sChIJZz9JlaChwokRcgzJYS1Tg1M?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Imperial Air Heating & Cooling,,,,+1 727-490-3833,,,,https://www.google.com/maps/place/Imperial+Air+Heating+%26+Cooling/data=!4m7!3m6!1s0x256ad9454c6f1df3:0xbdea5f9008bafaa9!8m2!3d27.7827904!4d-82.6560971!16s%2Fg%2F11k3pk5w8s!19sChIJ8x1vTEXZaiURqfq6CJBf6r0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Imperial+Air+Heating+%26+Cooling/data=!4m7!3m6!1s0x256ad9454c6f1df3:0xbdea5f9008bafaa9!8m2!3d27.7827904!4d-82.6560971!16s%2Fg%2F11k3pk5w8s!19sChIJ8x1vTEXZaiURqfq6CJBf6r0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Sub Zero Air Conditioning,,,,+1 727-895-5200,,,"St. Petersburg, FL 33710, United States",https://www.google.com/maps/place/Sub+Zero+Air+Conditioning/data=!4m7!3m6!1s0x88c2e349ae77df89:0xe1a5f077342eea49!8m2!3d27.794996!4d-82.726301!16s%2Fg%2F11z8t441l5!19sChIJid93rknjwogRSeouNHfwpeE,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Sub+Zero+Air+Conditioning/data=!4m7!3m6!1s0x88c2e349ae77df89:0xe1a5f077342eea49!8m2!3d27.794996!4d-82.726301!16s%2Fg%2F11z8t441l5!19sChIJid93rknjwogRSeouNHfwpeE?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Florida Mechanical and Controls,ben@controlhvac.pro,ben@controlhvac.pro,agent_browser_crawl,+1 813-535-2933,,https://www.flmechandcontrols.com,,https://www.google.com/maps/place/Florida+Mechanical+and+Controls/data=!4m7!3m6!1s0x88c2d729901cafcf:0xfe8722444f695bab!8m2!3d27.9628674!4d-82.538616!16s%2Fg%2F11z9bdhfn4!19sChIJz68ckCnXwogRq1tpT0Qih_4,http://facebook.com/,https://www.instagram.com/squarespace/,https://www.linkedin.com/,,,,,,,,,,,,0,,,,,,,,,,,ok,,0,0.0,0,0,https://www.flmechandcontrols.com/,https://www.google.com/maps/place/Florida+Mechanical+and+Controls/data=!4m7!3m6!1s0x88c2d729901cafcf:0xfe8722444f695bab!8m2!3d27.9628674!4d-82.538616!16s%2Fg%2F11z9bdhfn4!19sChIJz68ckCnXwogRq1tpT0Qih_4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Vcee Solutions,,,,+1 813-609-2279,,http://www.vceesolutions.com,"Big Bend Rd, Riverview, FL 33579, United States",https://www.google.com/maps/place/Vcee+Solutions/data=!4m7!3m6!1s0x88c2c3f271b6aaa9:0x1f43202402186913!8m2!3d27.793657!4d-82.304359!16s%2Fg%2F11fklbfmtc!19sChIJqaq2cfLDwogRE2kYAiQgQx8,,,,,,,,,,,,,,,0,,,,,,,,,,,no_email_found,,0,0.0,0,0,http://www.vceesolutions.com/,https://www.google.com/maps/place/Vcee+Solutions/data=!4m7!3m6!1s0x88c2c3f271b6aaa9:0x1f43202402186913!8m2!3d27.793657!4d-82.304359!16s%2Fg%2F11fklbfmtc!19sChIJqaq2cfLDwogRE2kYAiQgQx8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,MTS Air Conditioning Services LLC,,,,+1 813-321-0492,,,"13799 Park Blvd, Seminole, FL 33776, United States",https://www.google.com/maps/place/MTS+Air+Conditioning+Services+LLC/data=!4m7!3m6!1s0x88c2f9ec7b060533:0x8b2c33af23838dab!8m2!3d27.8443984!4d-82.8296444!16s%2Fg%2F11wbdn68sl!19sChIJMwUGe-z5wogRq42DI68zLIs,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/MTS+Air+Conditioning+Services+LLC/data=!4m7!3m6!1s0x88c2f9ec7b060533:0x8b2c33af23838dab!8m2!3d27.8443984!4d-82.8296444!16s%2Fg%2F11wbdn68sl!19sChIJMwUGe-z5wogRq42DI68zLIs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Weather now A/C and heat,,,,+1 727-430-0439,,,"9221 55th St, Pinellas Park, FL 33782, United States",https://www.google.com/maps/place/Weather+now+A%2FC+and+heat/data=!4m7!3m6!1s0x88c2e5239a101fbb:0x175072fe9bd336a8!8m2!3d27.8559938!4d-82.7080819!16s%2Fg%2F11v3kzhdgx!19sChIJux8QmiPlwogRqDbTm_5yUBc,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Weather+now+A%2FC+and+heat/data=!4m7!3m6!1s0x88c2e5239a101fbb:0x175072fe9bd336a8!8m2!3d27.8559938!4d-82.7080819!16s%2Fg%2F11v3kzhdgx!19sChIJux8QmiPlwogRqDbTm_5yUBc?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Rick's HVAC Services,,,,+1 727-629-8874,,,"10490 Gandy Blvd N, St. Petersburg, FL 33702, United States",https://www.google.com/maps/place/Rick%27s+HVAC+Services/data=!4m7!3m6!1s0x8858b39689a8e43b:0x317e5108866c9cff!8m2!3d27.8657283!4d-82.6285527!16s%2Fg%2F1tfjg7mg!19sChIJO-SoiZazWIgR_5xshghRfjE,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Rick%27s+HVAC+Services/data=!4m7!3m6!1s0x8858b39689a8e43b:0x317e5108866c9cff!8m2!3d27.8657283!4d-82.6285527!16s%2Fg%2F1tfjg7mg!19sChIJO-SoiZazWIgR_5xshghRfjE?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Home Harmony Air Conditioning Services,,,,+1 813-808-5789,,,"11468 US-301, Riverview, FL 33578, United States",https://www.google.com/maps/place/Home+Harmony+Air+Conditioning+Services/data=!4m7!3m6!1s0x88c2d10054875cbf:0xf3813c99c7957548!8m2!3d27.8332505!4d-82.3269922!16s%2Fg%2F11xlfv18wp!19sChIJv1yHVADRwogRSHWVx5k8gfM,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Home+Harmony+Air+Conditioning+Services/data=!4m7!3m6!1s0x88c2d10054875cbf:0xf3813c99c7957548!8m2!3d27.8332505!4d-82.3269922!16s%2Fg%2F11xlfv18wp!19sChIJv1yHVADRwogRSHWVx5k8gfM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Affordable Comfort EXPERTS,,,,+1 813-419-1333,,,"10506 Boyette Creek Blvd, Riverview, FL 33569, United States",https://www.google.com/maps/place/Affordable+Comfort+EXPERTS/data=!4m7!3m6!1s0x2f813f00a6479611:0x2e48c92f59a851fe!8m2!3d27.8430254!4d-82.2669254!16s%2Fg%2F11y3jp2h4g!19sChIJEZZHpgA_gS8R_lGoWS_JSC4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Affordable+Comfort+EXPERTS/data=!4m7!3m6!1s0x2f813f00a6479611:0x2e48c92f59a851fe!8m2!3d27.8430254!4d-82.2669254!16s%2Fg%2F11y3jp2h4g!19sChIJEZZHpgA_gS8R_lGoWS_JSC4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,"Bay Area Heating and Cooling, Inc",,,,+1 727-586-6265,,,"2322 Lake Ave SE, Largo, FL 33771, United States","https://www.google.com/maps/place/Bay+Area+Heating+and+Cooling,+Inc/data=!4m7!3m6!1s0x88c2faf396beaaab:0xc98bd6bb6f069aba!8m2!3d27.8954264!4d-82.7713923!16s%2Fg%2F11srgk2pcq!19sChIJq6q-lvP6wogRupoGb7vWi8k",,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,"https://www.google.com/maps/place/Bay+Area+Heating+and+Cooling,+Inc/data=!4m7!3m6!1s0x88c2faf396beaaab:0xc98bd6bb6f069aba!8m2!3d27.8954264!4d-82.7713923!16s%2Fg%2F11srgk2pcq!19sChIJq6q-lvP6wogRupoGb7vWi8k?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Timeline Heating & Air Conditioning,,,,+1 727-228-2152,,https://clearwateracrepairs.com,"4745 126th Ave N, Clearwater, FL 33762, United States",https://www.google.com/maps/place/Timeline+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x88c2e5d39d51ffd7:0x3a7ee80c3d081906!8m2!3d27.8866612!4d-82.6981272!16s%2Fg%2F11sqpzvz9s!19sChIJ1_9RndPlwogRBhkIPQzofjo,,,,,,,,,,,,,,,0,,,,,,,,,,,open_error,,0,0.0,0,0,https://clearwateracrepairs.com/,https://www.google.com/maps/place/Timeline+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x88c2e5d39d51ffd7:0x3a7ee80c3d081906!8m2!3d27.8866612!4d-82.6981272!16s%2Fg%2F11sqpzvz9s!19sChIJ1_9RndPlwogRBhkIPQzofjo?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Supreme Air Heating & Cooling LLC,,,,+1 727-490-8840,,,,https://www.google.com/maps/place/Supreme+Air+Heating+%26+Cooling+LLC/data=!4m7!3m6!1s0x4d556f47ff62ebcf:0xc6bae3c1b5411753!8m2!3d27.559317!4d-82.537276!16s%2Fg%2F11sms97mmy!19sChIJz-ti_0dvVU0RUxdBtcHjusY,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Supreme+Air+Heating+%26+Cooling+LLC/data=!4m7!3m6!1s0x4d556f47ff62ebcf:0xc6bae3c1b5411753!8m2!3d27.559317!4d-82.537276!16s%2Fg%2F11sms97mmy!19sChIJz-ti_0dvVU0RUxdBtcHjusY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
C,41.33,16.33,25.0,,phone,0,tampa,Clean Breeze HVAC/Duct Solutions,,,,+1 727-300-3813,,,"237 Valencia Cir, St. Petersburg, FL 33716, United States",https://www.google.com/maps/place/Clean+Breeze+HVAC%2FDuct+Solutions/data=!4m7!3m6!1s0x88e815865c5f676f:0x32c4517c2d47b5bc!8m2!3d27.8846385!4d-82.6575107!16s%2Fg%2F1w4f8ydp!19sChIJb2dfXIYV6IgRvLVHLXxRxDI,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.0,0,0,,https://www.google.com/maps/place/Clean+Breeze+HVAC%2FDuct+Solutions/data=!4m7!3m6!1s0x88e815865c5f676f:0x32c4517c2d47b5bc!8m2!3d27.8846385!4d-82.6575107!16s%2Fg%2F1w4f8ydp!19sChIJb2dfXIYV6IgRvLVHLXxRxDI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,25.0,0.0,E0,,,phone
