tier,quality_score,metro,title,best_email,all_emails,email_sources,phone,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,additional_team,pocs,primary_contact,primary_contact_channel,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_original,pain_quote_2_original,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,all_pain_categories,all_recommended_services,crawl_status,research_note,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,website_raw,google_maps_link_raw,website_redirect_target_raw,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason
B,38.58,dallas,Torres Auto Service,,,,+1 214-944-5506,,"1201 W Davis St, Dallas, TX 75208, United States",https://www.google.com/maps/place/Torres+Auto+Service/data=!4m7!3m6!1s0x864e9b2ed230d4c9:0x3c3f9dafd6c0565d!8m2!3d32.7497778!4d-96.8420031!16s%2Fg%2F11t3ndgn9d!19sChIJydQw0i6bToYRXVbA1q-dPzw,,,,,,,,,,,,,,billing_or_intake_errors,2,Charged extra $50 for a diagnosis that wasn't necessary. I even asked before hand if any diagnosis cost would count towards repair. The mechanic does a good job though.,Do not take your car here! Dishonest car mechanic! They told me the price was 80 dollars to fix my censor and sprung 300 dollar invoice with charges they never said were included. Had they been upfront and honest about the cost I would of …,,,2,,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,billing_or_intake_errors;frontline_communication,,,,156,4.4,73,80,,https://www.google.com/maps/place/Torres+Auto+Service/data=!4m7!3m6!1s0x864e9b2ed230d4c9:0x3c3f9dafd6c0565d!8m2!3d32.7497778!4d-96.8420031!16s%2Fg%2F11t3ndgn9d!19sChIJydQw0i6bToYRXVbA1q-dPzw?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
B,38.13,dallas,ASM Auto Upholstery,,,,+1 972-406-8130,https://www.asmautoupholstery.com,"11511 Reeder Rd Suite A, Dallas, TX 75229, United States",https://www.google.com/maps/place/ASM+Auto+Upholstery/data=!4m7!3m6!1s0x864c279264fbad0f:0xb5d739ffbd3c49a!8m2!3d32.9009718!4d-96.8962221!16s%2Fg%2F1tffprcz!19sChIJD637ZJInTIYRmsTT-59zXQs,https://facebook.com/ASMAutoUpholstery,https://instagram.com/asmautoupholstery/,,,,https://youtube.com/channel/UChpbiVlRQguZ3oWY2U8nikw,Sue Martin,Owner / Founder,,,Sue Martin,Sue Martin,,frontline_communication,3,"Edit: at approximately 8:40 AM on Sunday, December 12 John the manager called me after reading this review and began yelling and screaming at me on the phone. This is in response to the review that I wrote before and it is below and 100% truthful. He also threatened me and told me his physical address to come and see him:

Took my Cadillac here to get an estimate on getting the fabric roof replaced. Manager said to leave it overnight to evaluate so I did. Next day he calls with a quote to reseal the roof fabric which I agreed to. He then called back later and says that they really would not feel comfortable resealing the roof fabric and would like to replace it but that he's backed up and I needed to come get the car and that he would call me back after getting estimates. It's been almost a month and I haven't heard from them and it basically was just him making an excuse because they really had no interest in providing me with any service. I guess if you don't look like a millionaire or play professional football for the Dallas Cowboys or have something that they believe is interesting they'll treat you the way I've been treated (which was not very good in my opinion).  I would recommend to everyone to instead go somewhere else based upon this experience since they appear to be too busy and we the customer are too unimportant to merit their attention. The only thing I can say is that they were polite but they had absolutely no interest in helping me based upon the runaround that I was given. A complete waste of my time and it was basically unhelpful.","Sent a detailed email as their Facebook page encouraged.  I included pictures and scope of work needed, also ask what their schedule looked like to complete the project along with a quote for pricing.

Their entire email back to me was ""$2185"".   Too bad they couldn't answer my question on scheduling.  The quote they gave was the lowest by far, however we went with another upholstery shop that was able to answer my questions at first inquiry.",,,1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,billing_or_intake_errors;followup_dropped;frontline_communication,,no_email_found,,277,4.7,15,201,https://www.asmautoupholstery.com/,https://www.google.com/maps/place/ASM+Auto+Upholstery/data=!4m7!3m6!1s0x864c279264fbad0f:0xb5d739ffbd3c49a!8m2!3d32.9009718!4d-96.8962221!16s%2Fg%2F1tffprcz!19sChIJD637ZJInTIYRmsTT-59zXQs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
B,37.43,dallas,Texas Audio Car Stereo & Security,sales@texasaudio.com,sales@texasaudio.com,gosom_scraper,+1 972-864-2114,https://www.texasaudio.com,"3035 S Shiloh Rd #135, Garland, TX 75041, United States",https://www.google.com/maps/place/Texas+Audio+Car+Stereo+%26+Security/data=!4m7!3m6!1s0x864ea0b5771a25a3:0xaccbc26859348722!8m2!3d32.8797764!4d-96.6663473!16s%2Fg%2F1tfg827_!19sChIJoyUad7WgToYRIoc0WWjCy6w,https://www.facebook.com/texasaudiosound,https://www.instagram.com/texasaudio,,,,,Mansour Awwad,President / Founder (aka Manny Awad),,,Mansour Awwad;Junior Awad,Mansour Awwad,,billing_or_intake_errors,4,"My standards were simply not met when I asked to get the alarm fixed. If they could not fix it themselves, they should have let me know so I could find someone who can.. Instead got charged for something I did not need, nor asked for.",Called early morning to get a quote and was given a price. Drove from an hour away only to be given double the price. Very unprofessional and bad business practice.,,,1,1,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,billing_or_intake_errors;calls_unanswered;frontline_communication;service_quality_in_session,,ok,,644,4.9,20,581,https://www.texasaudio.com/,https://www.google.com/maps/place/Texas+Audio+Car+Stereo+%26+Security/data=!4m7!3m6!1s0x864ea0b5771a25a3:0xaccbc26859348722!8m2!3d32.8797764!4d-96.6663473!16s%2Fg%2F1tfg827_!19sChIJoyUad7WgToYRIoc0WWjCy6w?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
B,34.08,dallas,Dallas Car Stereo & Tint,,,,+1 214-398-2820,http://www.dfwcarstereo.com,"9110 Bruton Rd, Dallas, TX 75217, United States",https://www.google.com/maps/place/Dallas+Car+Stereo+%26+Tint/data=!4m7!3m6!1s0x864ea36172528af5:0x2d7f18efd19fd9e8!8m2!3d32.7483402!4d-96.6669611!16s%2Fg%2F1v1vdlyg!19sChIJ9YpScmGjToYR6Nmf0e8Yfy0,,https://www.instagram.com/dallascarstereo/,,,,,David Awad,Owner (inferred),,,David Awad,David Awad,,billing_or_intake_errors,3,"First of all when I went to get my tint done it took 3hrs but now it hasn’t even been a full month and the tint is already peeling I called and was told to come at 2 and they would fix it when I got there they said they were gonna charge me $10 for each window that needs to be fixed…. Even the tint on the window that doesn’t roll up or down is bubbling.

And NO THIS AINT A FAKE REVIEW I TOLD YALL BEFORE I PULLED OFF I WAS ABOUT TO GIVE YALL A BAD REVIEW…. && if you play I will kum back and take a picture there to show you how real it is‼️ $140 wasted🗣️","They were super cool employees to bad they didn't keep their word on the price, though I paid  $60 over the price I was told over the phone. Before that, they were trying to charge me $75 over then went down to $60, but the total 180 is what I ended up paying. I'm definitely not going back or recommending anyone else. A business needs to have their word be honest and not continuously change.",,,1,1,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,billing_or_intake_errors;calls_unanswered;frontline_communication,,no_email_found,,229,4.4,27,169,http://www.dfwcarstereo.com/,https://www.google.com/maps/place/Dallas+Car+Stereo+%26+Tint/data=!4m7!3m6!1s0x864ea36172528af5:0x2d7f18efd19fd9e8!8m2!3d32.7483402!4d-96.6669611!16s%2Fg%2F1v1vdlyg!19sChIJ9YpScmGjToYR6Nmf0e8Yfy0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
B,33.1,dallas,A1 Quality Transmission & Auto Repair,,,,+1 972-235-2277,http://www.a1transmissionrichardson.com,"405 S Central Expy suit#138, Richardson, TX 75080, United States",https://www.google.com/maps/place/A1+Quality+Transmission+%26+Auto+Repair/data=!4m7!3m6!1s0x864c1f771b8f840d:0xad760d35c545e0e2!8m2!3d32.9461823!4d-96.7365205!16s%2Fg%2F11z72k37h!19sChIJDYSPG3cfTIYR4uBFxTUNdq0,,,,,,,Luis,Owner,,,Luis,Luis,,frontline_communication,4,"They replaced my transmission in October 2023 and I had to return my car to them many times after. My transmission is back having issues and its been one and a half years since they ""rebuilt"" my transmission. I took it back and they wanted to tell me it might be another $5k to fix my transmission, given that I had already made $5K in the initial repair in 2023. They claimed their warranty only covered 20,000 miles. I would say if you're going to work with these dudes, keep every receipt and get everything in writing. If your repair doesnt go smoothly, you want to HAVE all your ducks in a row. The receptionist CJ also treated my BIL horrible on the phone. He was so rude. The ""good customer service"" is a facade and I personally dont think their work is consistently good.",Price was more than double all competitors. When asked why no reasons could be given. Extremely rude. Because I asked why the price would be more than double I was told I was giving the mechanic a hard time and he told me has decided to not help me. If you can’t get past a two minute conversation on the phone with them good luck getting your transmission serviced for more than double the price with no explanation.,,,2,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,billing_or_intake_errors;followup_dropped;frontline_communication;service_quality_in_session,,open_error,,199,4.6,20,174,http://www.a1transmissionrichardson.com/,https://www.google.com/maps/place/A1+Quality+Transmission+%26+Auto+Repair/data=!4m7!3m6!1s0x864c1f771b8f840d:0xad760d35c545e0e2!8m2!3d32.9461823!4d-96.7365205!16s%2Fg%2F11z72k37h!19sChIJDYSPG3cfTIYR4uBFxTUNdq0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
B,32.89,dallas,A-2-Z Auto Body Parts,a2zabp@gmail.com,a2zabp@gmail.com,gosom_scraper,+1 214-267-2787,http://www.a2zautobodypart.com,"6355 Zenith St, Dallas, TX 75212, United States",https://www.google.com/maps/place/A-2-Z+Auto+Body+Parts/data=!4m7!3m6!1s0x864e84b49451e503:0x8b1637bd4df4fbbb!8m2!3d32.7794822!4d-96.9223389!16s%2Fg%2F1tcxk56v!19sChIJA-VRlLSEToYRu_v0Tb03Fos,,,,,,,Kimberley Andrews Guivehchi,Principal / Manager,,,Kimberley Andrews Guivehchi,Kimberley Andrews Guivehchi,,frontline_communication,4,"Waste of time. Called in advance to confirm correct parts. Check availability and they confirmed. Got there and waited an hour and everything was wrong color, damaged, or didn't have it.",DO NOT Shop i drove 2 hours after calling asking for a part they said they had then i get here he says they dont have it! I will make sure to tell everyone in the dfw area dont shop here! Horrible business!,,,1,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,billing_or_intake_errors;followup_dropped;frontline_communication;service_quality_in_session,,open_error,,581,4.5,63,70,http://www.a2zautobodypart.com/,https://www.google.com/maps/place/A-2-Z+Auto+Body+Parts/data=!4m7!3m6!1s0x864e84b49451e503:0x8b1637bd4df4fbbb!8m2!3d32.7794822!4d-96.9223389!16s%2Fg%2F1tcxk56v!19sChIJA-VRlLSEToYRu_v0Tb03Fos?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
B,32.77,dallas,Midnight Custom Cars,nate@midnightcustomcars.com,nate@midnightcustomcars.com,gosom_scraper,+1 972-273-0226,https://midnightcustomcars.com,"1504 Eagle Ct #5, Lewisville, TX 75057, United States",https://www.google.com/maps/place/Midnight+Custom+Cars/data=!4m7!3m6!1s0x864c28fa10cc473d:0x9f1b4ca86b3bd9b9!8m2!3d33.0649516!4d-97.0088751!16s%2Fg%2F11bwymdl_m!19sChIJPUfMEPooTIYRudk7a6hMG58,https://www.facebook.com/midnightcustomcars/,https://www.instagram.com/midnightcustomcars/,,,,,Dave,Owner,,,Dave;Nate,Dave,,frontline_communication,3,"They were very inconsiderate when they messed up my order twice! I had to bring my car twice and my bottom seat covers are still the wrong color. When I came to pick up my car, they didn't even inform me that it didn't match. When I informed them that I noticed the difference, one said oh your original seats are dirty and the other guy explained that the seats that they ordered doesn't match my car because they only come in 3 colors and I can pay more to have the correct seat covers that matches my originals. Of course I want them to match but I just didn't want to deal with them because of how they treated the situation. They never informed me that they wasn't going to be able match my original color. Instead they tried to gaslight me. Who wants two different colors on their seat. The bottom is darker than the top and they knew it! When I get it detailed, you will really be able to see the difference! They didn't offer nothing to rectify the problem.  Now I'm out of hundreds of dollars for something I don't want! I originally bought the car because of the seat colors and now it's just terrible! Thanks guys at midnight for making this a horrible experience for me!",This is the place to go if you want to get overcharged for the simplest and quickest fixes. Also the guy with the long hair does not know how to treat customers. Unacceptable attitude.,,,1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,billing_or_intake_errors;followup_dropped;frontline_communication,,ok,,53,4.5,6,46,https://midnightcustomcars.com/,https://www.google.com/maps/place/Midnight+Custom+Cars/data=!4m7!3m6!1s0x864c28fa10cc473d:0x9f1b4ca86b3bd9b9!8m2!3d33.0649516!4d-97.0088751!16s%2Fg%2F11bwymdl_m!19sChIJPUfMEPooTIYRudk7a6hMG58?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
B,31.83,dallas,Stop N Pull Auto Parts & Salvage,,,,+1 214-375-9833,,"5419 S R L Thornton Fwy #1725, Dallas, TX 75232, United States",https://www.google.com/maps/place/Stop+N+Pull+Auto+Parts+%26+Salvage/data=!4m7!3m6!1s0x864e973aace6b4bd:0x9681c761e725d7f2!8m2!3d32.6799175!4d-96.8237287!16s%2Fg%2F1th7yrp7!19sChIJvbTmrDqXToYR8tcl52HHgZY,,,,,,,Jose R. Reyes,Owner,,,Jose R. Reyes,Jose R. Reyes,,frontline_communication,2,Rude customer service sucks I see why you only got 3 stars it needs to be one,Customer service bad if u going to help someone do that with an good attitude not just hanging up in people face,,,1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication;service_quality_in_session,,,,75,3.1,29,52,,https://www.google.com/maps/place/Stop+N+Pull+Auto+Parts+%26+Salvage/data=!4m7!3m6!1s0x864e973aace6b4bd:0x9681c761e725d7f2!8m2!3d32.6799175!4d-96.8237287!16s%2Fg%2F1th7yrp7!19sChIJvbTmrDqXToYR8tcl52HHgZY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
B,31.31,dallas,Good Price Tire Shop #2,,,,+1 214-772-0416,,"6676 Skillman St, Dallas, TX 75231, United States",https://www.google.com/maps/place/Good+Price+Tire+Shop+%232/data=!4m7!3m6!1s0x864e9ded4553136d:0x39c66d5cb973bb93!8m2!3d32.8666298!4d-96.740455!16s%2Fg%2F11c5_32450!19sChIJbRNTRe2dToYRk7tzuVxtxjk,,,,,,,,,,,,,,billing_or_intake_errors,3,Charged for I patch I didn't asked for . Take your vehicle somewhere more reputable.,They say one price on the phone and when you get there its totally different..,,,,,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,billing_or_intake_errors;frontline_communication;service_quality_in_session,,,,148,4.2,79,86,,https://www.google.com/maps/place/Good+Price+Tire+Shop+%232/data=!4m7!3m6!1s0x864e9ded4553136d:0x39c66d5cb973bb93!8m2!3d32.8666298!4d-96.740455!16s%2Fg%2F11c5_32450!19sChIJbRNTRe2dToYRk7tzuVxtxjk?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
B,30.19,dallas,Empire Sound & Security Car audio / Window tinting,office@xtreme.com,office@xtreme.com,gosom_scraper,+1 972-406-8880,http://www.empiresoundandsecurity.com,"3068 Forest Ln #219, Dallas, TX 75234, United States",https://www.google.com/maps/place/Empire+Sound+%26+Security+Car+audio+%2F+Window+tinting/data=!4m7!3m6!1s0x864c277461a8f6c5:0x205e99010a3ebfc2!8m2!3d32.9093478!4d-96.8733905!16s%2Fg%2F1tj52_d6!19sChIJxfaoYXQnTIYRwr8-CgGZXiA,https://www.facebook.com/Empire-Sound-Security-car-audio-specialists-134525756605030;https://www.facebook.com/Empire-Sound-Security-car-audio-specialists-134525756605030/,https://www.instagram.com/empire_sns;https://www.instagram.com/empiresoundsecurity_mckinney,,https://www.yelp.com/biz/empire-sound-and-security-dallas-3;https://www.yelp.com/biz/empire-sound-and-security-mckinney-4?osq=Empire+Sound+and+Security,,,Jhonny,Owner / Principal,,,Jhonny,Jhonny,,calls_unanswered,4,Won’t answer the phone at either location. When they finally did the music was so loud you couldnt speak with them. Very very weak.,"I am pleased with audio system installed. The two stars is for the inconvenience on time. I was told this process would take 2 and a hours, it’s now going on 4 no one has come to tell me any updates. I am the one asking about my vehicle, and they have the audacity to have an attitude telling me it’s takes time. I know that but still no updates on how much longer they will be. VERY unprofessional and I don’t recommend.",,,1,2,Voice AI Agents (Inbound Coverage),silverthreadlabs.com/services/voice-agents,billing_or_intake_errors;calls_unanswered;frontline_communication;service_quality_in_session,,ok,,291,4.7,16,241,http://www.empiresoundandsecurity.com/,https://www.google.com/maps/place/Empire+Sound+%26+Security+Car+audio+%2F+Window+tinting/data=!4m7!3m6!1s0x864c277461a8f6c5:0x205e99010a3ebfc2!8m2!3d32.9093478!4d-96.8733905!16s%2Fg%2F1tj52_d6!19sChIJxfaoYXQnTIYRwr8-CgGZXiA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
B,30.01,dallas,Texans Mobile Detail and Ceramic Coating,5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com,5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com;8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com;9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com;c183baa23371454f99f417f6616b724d@sentry.wixpress.com;dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com;freddymobiledetailer@gmail.com,agent_browser_crawl;agent_browser_crawl;agent_browser_crawl;agent_browser_crawl;agent_browser_crawl;agent_browser_crawl,+1 702-986-5911,https://www.texansmobiledetails.com,"8119 Douglas Ave, Dallas, TX 75225, United States",https://www.google.com/maps/place/Texans+Mobile+Detail+and+Ceramic+Coating/data=!4m7!3m6!1s0x864e9fef6f1036e1:0xfa7f4d3fde86fa70!8m2!3d32.844247!4d-96.8085776!16s%2Fg%2F11lvgd379m!19sChIJ4TYQb--fToYRcPqG3j9Nf_o,https://www.facebook.com/p/Texans-Mobile-Detail-61557483451328/,https://www.instagram.com/texansmobiledetail/,,,,,Freddy,Owner / Detailer,,,Freddy,Freddy,,booking_friction,2,I normally don’t write reviews for anything but this needs to be said. We scheduled a detailing for Tuesday 8:30am then my husband got a text late Monday night asking if we could move the time to 2pm which didn’t work for us. They said it …,"I contacted for a detail and the first no show they claimed to have been side swiped on the way so I gave them the benefit of the doubt.  The 2nd no show, they went to the wrong address over an hour away and claimed I sent the wrong address …",,,,,Voice AI Booking + Agentic Self-Service,silverthreadlabs.com/services/voice-agents,booking_friction;service_quality_in_session,,ok,,101,4.4,62,70,https://www.texansmobiledetails.com/?fbclid=IwY2xjawLxIj9leHRuA2FlbQIxMABicmlkETBWSEJiRmdUMnR3VEVTeDRsAR6Kazs_zc3HNh6C4U0EFy7TmxlJEbr5w7yp4BBIPKhHGuXE49x7l3GynBi1Tg_aem_cTyFckXpxeBzYa8tWZLU7w,https://www.google.com/maps/place/Texans+Mobile+Detail+and+Ceramic+Coating/data=!4m7!3m6!1s0x864e9fef6f1036e1:0xfa7f4d3fde86fa70!8m2!3d32.844247!4d-96.8085776!16s%2Fg%2F11lvgd379m!19sChIJ4TYQb--fToYRcPqG3j9Nf_o?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,metro_mismatch
C,28.36,dallas,Dallas Customs & Classics,,,,+1 214-883-5820,https://dallascustoms.com,"1611 Tantor Rd, Dallas, TX 75229, United States",https://www.google.com/maps/place/Dallas+Customs+%26+Classics/data=!4m7!3m6!1s0x864c27feefdcf64b:0xef21c559983b95aa!8m2!3d32.8913605!4d-96.9175343!16s%2Fg%2F11g7zf19y2!19sChIJS_bc7_4nTIYRqpU7mFnFIe8,,,,,,,Todd,Owner,,,Todd,Todd,,followup_dropped,3,"Ah yes Todd, the guy who will parade you around the shop to see all the cool cars they have in, then put you on a “waiting list” never to be heard from again. Pretty sure it’s been 3 to 4 years now TODD. Long story short some ppl they just blow off apparently.","Called in March to get my 1969 Mach 1 fixed and the guy told me it would be a few months. I called again at the begining of May and the guy told me it would be June or July but then he changed his story saying that ""we dont usually fix leaks. We are more of a restoration shop"" but he would call and fit me in. Well here we are just a few days to August. And if you dont fix leaks, which i need a complete transmission overhaul, you shouldnt advertise that you do maintenance and oil changes. If you are just going to do restorations just say so. But dont tell me to wait a few months and then turn around and tell me you dont do maintenance. What a waste of time. Take that off your ""things we do"" cas you dont.",,,1,1,Agentic AI Systems (Autonomous Follow-up),silverthreadlabs.com/services/agentic-ai,billing_or_intake_errors;followup_dropped;frontline_communication,,no_email_found,,97,4.8,6,82,https://dallascustoms.com/,https://www.google.com/maps/place/Dallas+Customs+%26+Classics/data=!4m7!3m6!1s0x864c27feefdcf64b:0xef21c559983b95aa!8m2!3d32.8913605!4d-96.9175343!16s%2Fg%2F11g7zf19y2!19sChIJS_bc7_4nTIYRqpU7mFnFIe8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,28.05,dallas,Kwik Kar Auto Care Center Dallas,,,,+1 469-206-1917,https://www.kwikkarntx.com/kwik-kar-6424-greenville-ave,"6424 Greenville Ave, Dallas, TX 75206, United States",https://www.google.com/maps/place/Kwik+Kar+Auto+Care+Center+Dallas/data=!4m7!3m6!1s0x864e9f97637486b3:0xb474bd0a8fc49ba!8m2!3d32.8630825!4d-96.7670759!16s%2Fg%2F1tfmnt9q!19sChIJs4Z0Y5efToYRukn8qNBLRws,,,,,,,,,,,,,,billing_or_intake_errors,2,Came in for an oil change left with a vehicle over heating with no coolant. Came back to ask questions on why my vehicle was drained of coolant and because I declined a flush in my opinion it was the cause of the over heating. And also the brand values was not honored along with paying for the oil change my oil filter was not changed. I was charged an additional fee for a diagnostic for a message to be relayed that I need a water pump and thermostat in the price range of 1150 and all of a sudden I had a coolant leak neither was true. My service experience was very unsatisfactory. The trust level for good work is none existent.,"Came here for routine 60K mile service. Brakes, rotors, fluids, etc. was given a quote by manager  Mehvan which seemed a little high but within reason. Didn’t have time to complete the service that day so I told him I’d be back and made an appointment a couple weeks later. Return, ask for same services, was quoted a new price from new manager for exact same services which was $1K more than previous manager. I showed him quote, he stated this manager no longer works here, he can’t see it was calculated, this has always been the price, there’s war in the Middle East so prices are higher blah blah blah. Eventually told him I would take the car somewhere else, miraculously he returned with a new quote that was much closer to the old one. Not sure how that all worked out. Was in a pinch for time and wanted the work done before a long drive so I did end up staying. Service itself was decent,  staff were friendly enough and kept me updated but definitely wouldn’t go here again, and would recommend asking lots of questions and getting a second opinion on pricing.",,,1,2,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,billing_or_intake_errors;service_quality_in_session,,no_email_found,,1921,4.6,5,10,,https://www.google.com/maps/place/Kwik+Kar+Auto+Care+Center+Dallas/data=!4m7!3m6!1s0x864e9f97637486b3:0xb474bd0a8fc49ba!8m2!3d32.8630825!4d-96.7670759!16s%2Fg%2F1tfmnt9q!19sChIJs4Z0Y5efToYRukn8qNBLRws?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,27.99,dallas,Dan's Automotive and Transmission Repair,,,,+1 469-236-9261,,"7820 E R L Thornton Fwy, Dallas, TX 75228, United States",https://www.google.com/maps/place/Dan%27s+Automotive+and+Transmission+Repair/data=!4m7!3m6!1s0x864ea3cca501cf05:0xc11d5367f894e3a9!8m2!3d32.7934132!4d-96.7057287!16s%2Fg%2F11g_qwvg7!19sChIJBc8BpcyjToYRqeOU-GdTHcE,,,,,,,,,,,,,,calls_unanswered,2,He has had to rebuild my transmission 4 times! And on the last time I took it to him he said that the front pump was being slammed causing it to go out because my truck had crank walk and he will not honor his warranty! Well here I am not another 2000 miles down the road and fans transmission has went out again so I took it to a few people and had them check the engine out well there is no crank walk my engine is sound its a CHEVY! Anyways got a guy taking the transmission apart now and well let just say Dan didn't do what he said he did and bought himself a one way ticket to court with this full write up! Beware of this guy when it sounds to good to be true it is! Note: crank walk is cause by a improperly torqued torque converter when attaching it to the flywheel that ware the internal bearings to ware unevenly fast until the crank starts to walk back and fourth and if it had crank walk prior to him reinstalling the rebuilt trans the first time even a decent mechanic would have spotted it. He won't return calls and fix what he did wrong!,They scam me out of $1600$ never fixed my tranmission when i try and tell them its still not working Dan told me he try and fix it when he never call or answer with all excuses,,,1,1,Voice AI Agents (Inbound Coverage),silverthreadlabs.com/services/voice-agents,calls_unanswered;frontline_communication,,,,73,4.3,11,65,,https://www.google.com/maps/place/Dan%27s+Automotive+and+Transmission+Repair/data=!4m7!3m6!1s0x864ea3cca501cf05:0xc11d5367f894e3a9!8m2!3d32.7934132!4d-96.7057287!16s%2Fg%2F11g_qwvg7!19sChIJBc8BpcyjToYRqeOU-GdTHcE?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
C,27.97,dallas,Tejas Paint & Body Shop,tejaspaintandbody@hotmail.com,tejaspaintandbody@hotmail.com,gosom_scraper,+1 214-698-0369,http://tejaspaintandbody.com,"615 Fort Worth Ave, Dallas, TX 75208, United States",https://www.google.com/maps/place/Tejas+Paint+%26+Body+Shop/data=!4m7!3m6!1s0x864e9962466e0ab7:0x67fd62fe6056ecbd!8m2!3d32.7727839!4d-96.8332047!16s%2Fg%2F1tfv5jsy!19sChIJtwpuRmKZToYRvexWYP5i_Wc,,,,,,,,,,,,,,frontline_communication,3,"AVOID - AVOID - AVOID - AVOID

They don't even deserve a one star.  DO NOT USE THIS PLACE!  Unless you enjoy issue after issue while your vehicle is at the shop and you enjoy poor workman ship.  They can't order the correct parts off hand.  They can't match paint for the life of them and then if you try to use your warranty they will lie and blame everyone else but themselves.  They will use OLD parts and pass them off as new parts.  This place doesn't mind acting fake to your face but screwing you from behind.  As I came in to discuss warranty I was mistaken for someone with an Infinity warranty issues!  THAT should tell you enough right there.",This is the worst place to take your automobile. These people does not listen. I had to take my car back two times and it still is not fixed correctly. If at all possible try to afford this place.,,,1,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,billing_or_intake_errors;booking_friction;frontline_communication,,open_error,,53,4.2,33,39,http://tejaspaintandbody.com/,https://www.google.com/maps/place/Tejas+Paint+%26+Body+Shop/data=!4m7!3m6!1s0x864e9962466e0ab7:0x67fd62fe6056ecbd!8m2!3d32.7727839!4d-96.8332047!16s%2Fg%2F1tfv5jsy!19sChIJtwpuRmKZToYRvexWYP5i_Wc?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
