tier,quality_score,metro,title,best_email,all_emails,email_sources,phone,phone_normalized,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,additional_team,pocs,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,all_pain_categories,all_recommended_services,crawl_status,research_note,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,website_raw,google_maps_link_raw,website_redirect_target_raw,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason
D,10.45,toronto,Over The Rainbow,info@rainbowjeans.com,info@rainbowjeans.com,agent_browser_crawl,+1 416-967-7448,,http://www.rainbowjeans.com,"55 Bloor St W Suite 123, Toronto, ON M4W 1A5, Canada",https://www.google.com/maps/place/Over+The+Rainbow/data=!4m7!3m6!1s0x882b34a56fa519e5:0x38ce971a906754cc!8m2!3d43.6691599!4d-79.3881985!16s%2Fg%2F1tfm78rg!19sChIJ5Rmlb6U0K4gRzFRnkBqXzjg,https://www.facebook.com/shoprainbowjeans,https://www.instagram.com/shoprainbowjeans/,,,https://www.tiktok.com/@shoprainbowjeans,,,,,,,frontline_communication,2,"I used to love this store and would always come here for jeans and other clothes. I even know the owner! But after my recent visit, I’m really disappointed. When I walked in, there was a girl at the front, seemingly glued to her phone. I asked for help, and she told me to go to the back of the store","Service is a mess. No one knows the return or exchange policy for in store and online. Apparently if you buy something online, then you can only do an online store credit. But if you buy something in store, then you have to stick with in store only. I used to like going here to buy jeans, but it’s n",1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,followup_dropped;frontline_communication,,ok,,192,4.0,51,192,http://www.rainbowjeans.com/,https://www.google.com/maps/place/Over+The+Rainbow/data=!4m7!3m6!1s0x882b34a56fa519e5:0x38ce971a906754cc!8m2!3d43.6691599!4d-79.3881985!16s%2Fg%2F1tfm78rg!19sChIJ5Rmlb6U0K4gRzFRnkBqXzjg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,9.73,toronto,Due West,customercare@duewest.ca,customercare@duewest.ca,agent_browser_crawl,+1 416-593-6267,,http://www.duewest.ca,"431 Queen St W, Toronto, ON M5V 2A5, Canada",https://www.google.com/maps/place/Due+West/data=!4m7!3m6!1s0x882b34db13ab3c5d:0xb0e880e7c9ed7fb3!8m2!3d43.6487964!4d-79.3956531!16s%2Fg%2F1tjypbp5!19sChIJXTyrE9s0K4gRs3_tyeeA6LA,https://www.facebook.com/shopduewest/,https://www.instagram.com/shopduewest/?hl=en,,,,,,,,,,frontline_communication,3,"I’d like to warn potential customers: please think twice before buying Greg Lauren clothing. I recently purchased a pair of Men’s Khaki 34 GL Cargo Pants for $1,200, and the experience has been nothing short of frustrating and disappointing.

After owning these pants for only two months, I tore them","Honestly, this was one of the worst shopping experiences of my entire life. The employees were extremely rude and treated me horribly. They made snarky comments about how I didn't need a new coat and much more. When I returned with a bunch of friends, since I now had a huge store credit, the sales a",1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,billing_or_intake_errors;calls_unanswered;frontline_communication,,ok,,512,4.5,50,504,http://www.duewest.ca/,https://www.google.com/maps/place/Due+West/data=!4m7!3m6!1s0x882b34db13ab3c5d:0xb0e880e7c9ed7fb3!8m2!3d43.6487964!4d-79.3956531!16s%2Fg%2F1tjypbp5!19sChIJXTyrE9s0K4gRs3_tyeeA6LA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,9.6,toronto,Good Neighbour - Leslieville,,,,+1 647-350-0663,,http://www.goodnbr.com,"935 Queen St E, Toronto, ON M4M 1J6, Canada",https://www.google.com/maps/place/Good+Neighbour+-+Leslieville/data=!4m7!3m6!1s0x89d4cb76c96b11e5:0x6e240e6ccfd0b300!8m2!3d43.6607757!4d-79.3403613!16s%2Fg%2F11b6hpx0qs!19sChIJ5RFryXbL1IkRALPQz2wOJG4,https://www.facebook.com/GoodNBRToronto/,https://www.instagram.com/goodnbr/;https://www.instagram.com/p/Cy06ML1rySh/;https://www.instagram.com/p/Cy3wowLu5bu/;https://www.instagram.com/p/Cy59LRDOJ4Z/;https://www.instagram.com/p/Cy8ftEwrzqC/;https://www.instagram.com/p/CyOqiB3O4dL/;https://www.instagram.com/p/CyRFm52OFlZ/;https://www.instagram.com/p/CyUHO56LUdP/;https://www.instagram.com/p/CyWPIYcrsOQ/;https://www.instagram.com/p/CyYjmm8rvev/;https://www.instagram.com/p/CybI2FeLheN/;https://www.instagram.com/p/CygqEBVO2H6/;https://www.instagram.com/p/CyoINd9LOIQ/;https://www.instagram.com/p/CytH5wVrv3g/;https://www.instagram.com/p/Cyv73CTrYJ-/,,,,,,,,,,frontline_communication,1,"You make an effort to support local business and do your best to be a “Good Neighbour” but I think this store forgot what their name is because the attitude and terrible customer service we experienced was so dismissive and unhelpful that, really, they should actually be called Bad Neighbour.

If yo","The store is pretty well put.
But what’s horrible is their customer service surely. They really need to improve. I have been in small boutiques before and I must say this is a new experience ( not a good one). I won’t go into much details but their staff weren’t helpful.  If customers doesn’t matter",1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,no_email_found,,251,4.3,40,251,http://www.goodnbr.com/,https://www.google.com/maps/place/Good+Neighbour+-+Leslieville/data=!4m7!3m6!1s0x89d4cb76c96b11e5:0x6e240e6ccfd0b300!8m2!3d43.6607757!4d-79.3403613!16s%2Fg%2F11b6hpx0qs!19sChIJ5RFryXbL1IkRALPQz2wOJG4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,9.24,toronto,Shoppes on Queen West,,,,,,,"585 Queen St W, Toronto, ON M5V 2B7, Canada",https://www.google.com/maps/place/Shoppes+on+Queen+West/data=!4m7!3m6!1s0x882b356bad2df3d1:0xff280a47cb0deb1f!8m2!3d43.6474137!4d-79.4016035!16s%2Fg%2F11nnw0233c!19sChIJ0fMtrWs1K4gRH-sNy0cKKP8,,,,,,,,,,,,frontline_communication,1,Their machine rarely accepts cash payments. If it does take your cash it will then make you pay more and destroy your ticket. And if their machine DOES NOT accept your cash payment and you have to call their customer service. Just don't.  Their male staff will treat you like you don't matter. Jose i,,1,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,no_website,,190,4.3,32,189,,https://www.google.com/maps/place/Shoppes+on+Queen+West/data=!4m7!3m6!1s0x882b356bad2df3d1:0xff280a47cb0deb1f!8m2!3d43.6474137!4d-79.4016035!16s%2Fg%2F11nnw0233c!19sChIJ0fMtrWs1K4gRH-sNy0cKKP8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,9.12,toronto,Exile Vintage,your@email.address,your@email.address,agent_browser_crawl,+1 416-595-7199,,https://www.exilevintage.ca,"60 Kensington Ave, Toronto, ON M5T 2K1, Canada",https://www.google.com/maps/place/Exile+Vintage/data=!4m7!3m6!1s0x882b34c255b53db3:0x8d6eccb3537b959b!8m2!3d43.6542999!4d-79.4008689!16s%2Fg%2F1v3gsjnc!19sChIJsz21VcI0K4gRm5V7U7PMbo0,,https://www.instagram.com/exilevintage/?hl=en,,,,,,,,,,frontline_communication,1,"Do not go here! Rudest and most disrespectful and unwelcoming attitude I’ve ever experienced at a thrift store. Repeatedly told me to not take a damn selfie with a pair of shades that costs 10$, pointing at the signs stating to not take selfies. Lol. I never walked out of a store faster in my life.","The owner’s son Jed was the rudest salesperson ever existed. He made you feel like you are wasting his time.
When inquiring about the price of an item, he didn’t respond at all.
Someone needs to teach him better lol",1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,ok,,174,4.3,35,174,https://www.exilevintage.ca/,https://www.google.com/maps/place/Exile+Vintage/data=!4m7!3m6!1s0x882b34c255b53db3:0x8d6eccb3537b959b!8m2!3d43.6542999!4d-79.4008689!16s%2Fg%2F1v3gsjnc!19sChIJsz21VcI0K4gRm5V7U7PMbo0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,9.05,toronto,Courage My Love,,,,+1 416-979-1992,,,"14 Kensington Ave, Toronto, ON M5T 2J7, Canada",https://www.google.com/maps/place/Courage+My+Love/data=!4m7!3m6!1s0x882b34c2ff6250c1:0x30705b3a5d348412!8m2!3d43.653216!4d-79.4003107!16s%2Fg%2F1tj85grm!19sChIJwVBi_8I0K4gREoQ0XTpbcDA,,,,,,,,,,,,frontline_communication,1,"Owner is the rudest and most arrogant salesman every time I go into the store. It’s a shame he works there.
Cece and the others are sweethearts.","Been coming on and off here and there, but staff over the years have gotten more rude, found another silver store in kensigton  with better selection and much friendlier staff. Disappointing the owners seem very stressed when the store gets full or dealing with jewellery. Also not all there silver i",1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,no_website,,304,4.5,38,304,,https://www.google.com/maps/place/Courage+My+Love/data=!4m7!3m6!1s0x882b34c2ff6250c1:0x30705b3a5d348412!8m2!3d43.653216!4d-79.4003107!16s%2Fg%2F1tj85grm!19sChIJwVBi_8I0K4gREoQ0XTpbcDA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,8.89,toronto,Ottilia And Sugar,,,,,,,"75 E Liberty St, Toronto, ON M6K 0A2, Canada",https://www.google.com/maps/place/Ottilia+And+Sugar/data=!4m7!3m6!1s0x882b350ac0bebe61:0x19d0d13b3b06e9bc!8m2!3d43.6383068!4d-79.4147858!16s%2Fg%2F11j1lctjrw!19sChIJYb6-wAo1K4gRvOkGOzvR0Bk,,,,,,,,,,,,followup_dropped,2,"I am beyond disappointed in my experience with this ""company"". My partner ordered two swim suits for me, the diamond set as well as the santorini set. I waited over 2 months for my order placed in July. After following up the first time we were notified that initially they couldn't find our order, b",I want my money back!!!! I really wanted to love this company but the way they deal with customers is terrible. Their products look beautiful but good luck getting them within a year and good luck getting truthful responses on anything. I purchased 2 swimsuits from this company in April 2021. I reac,1,1,Agentic AI Systems (Autonomous Follow-up),silverthreadlabs.com/services/agentic-ai,billing_or_intake_errors;followup_dropped,,no_website,,17,3.6,6,17,,https://www.google.com/maps/place/Ottilia+And+Sugar/data=!4m7!3m6!1s0x882b350ac0bebe61:0x19d0d13b3b06e9bc!8m2!3d43.6383068!4d-79.4147858!16s%2Fg%2F11j1lctjrw!19sChIJYb6-wAo1K4gRvOkGOzvR0Bk?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,8.39,toronto,Flamingo Vintage Kensington,,,,+1 416-644-1806,,,"Canada, Ontario, Toronto, Baldwin St, Flamingo Vintage Kensington",https://www.google.com/maps/place/Flamingo+Vintage+Kensington/data=!4m7!3m6!1s0x882b35605a9ce879:0x35c0ae5d3b5c977!8m2!3d43.6544016!4d-79.4015214!16s%2Fg%2F11fks7bbsw!19sChIJeeicWmA1K4gRd8m10-UKXAM,,,,,,,,,,,,frontline_communication,1,"The store is really cute but their customer service was very bad, they were very curt when answering questions about the clothes",,1,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,no_website,,628,4.9,14,625,,https://www.google.com/maps/place/Flamingo+Vintage+Kensington/data=!4m7!3m6!1s0x882b35605a9ce879:0x35c0ae5d3b5c977!8m2!3d43.6544016!4d-79.4015214!16s%2Fg%2F11fks7bbsw!19sChIJeeicWmA1K4gRd8m10-UKXAM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,8.34,toronto,Spacing Store,store@spacingstore.ca,store@spacingstore.ca;store@spacing.ca,gosom_scraper;agent_browser_crawl;agent_browser_crawl,+1 416-644-1017,,http://spacingstore.ca,"401 Richmond St W, Toronto, ON M5V 3A8, Canada",https://www.google.com/maps/place/Spacing+Store/data=!4m7!3m6!1s0x882b34dba9924651:0x20e0faa40c1b18ee!8m2!3d43.648135!4d-79.393994!16s%2Fg%2F11b6n8_cmz!19sChIJUUaSqds0K4gR7hgbDKT64CA,https://www.facebook.com/SpacingStore/,http://instagram.com/Spacingstore,,,,,,,,,,frontline_communication,1,"Extremely rude people at the cash register. Store manager is a horrible human being. I was patiently trying to buy a simple t shirt from Toronto - I’m visiting from Miami, FL with my boyfriend and was actually embarrassed by the crass rudeness and attitude from the two old ladies working there. They",,1,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,ok,,239,4.6,14,239,http://spacingstore.ca/,https://www.google.com/maps/place/Spacing+Store/data=!4m7!3m6!1s0x882b34dba9924651:0x20e0faa40c1b18ee!8m2!3d43.648135!4d-79.393994!16s%2Fg%2F11b6n8_cmz!19sChIJUUaSqds0K4gR7hgbDKT64CA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.99,toronto,Maximum Deals,returns@mail.com,returns@mail.com,agent_browser_crawl,+1 905-624-6111,,https://maximumdeals.ca,"45 Overlea Blvd, East York, ON M4H 1C2, Canada",https://www.google.com/maps/place/Maximum+Deals/data=!4m7!3m6!1s0x89d4ccfb3032f0e7:0x6e0255b9ed993a31!8m2!3d43.70569!4d-79.346018!16s%2Fg%2F11gc8lcv56!19sChIJ5_AyMPvM1IkRMTqZ7blVAm4,,,,,,,,,,,,frontline_communication,2,"I really disappointed with the way I was treated so I bought curtains from them before I buy them. There was a lady on the counter. She told me that I can always come in exchange it. She told me that they would not return, but they will exchange it any time, and when I went to exchange, my curtains,","The worst store based on the staff behavior. The lady staffs are very rude. Their expression , what they talk to us everything feels like we are there to beg. Price and products are really good. but the staff behavior make us feel never go to the store ever again. sometimes they put less prices in s",1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,billing_or_intake_errors;frontline_communication,,ok,,73,4.3,12,73,https://maximumdeals.ca/,https://www.google.com/maps/place/Maximum+Deals/data=!4m7!3m6!1s0x89d4ccfb3032f0e7:0x6e0255b9ed993a31!8m2!3d43.70569!4d-79.346018!16s%2Fg%2F11gc8lcv56!19sChIJ5_AyMPvM1IkRMTqZ7blVAm4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.97,toronto,100 MILES BRAND,info@100milesbrand.com,johndoe@email.com;info@100milesbrand.com,gosom_scraper;agent_browser_crawl,+1 416-732-3092,,http://100milesbrand.com,"2359 Queen St E Unit 3, Toronto, ON M4E 1H2, Canada",https://www.google.com/maps/place/100+MILES+BRAND/data=!4m7!3m6!1s0x89d4cf67af0deb2d:0xbfee8b60eb1a56cd!8m2!3d43.6722623!4d-79.2889715!16s%2Fg%2F11q438tq_c!19sChIJLesNr2fP1IkRzVYa62CL7r8,http://facebook.com/100milesbrand/,https://www.instagram.com/100milesbrand/?hl=en,,,https://www.tiktok.com/@100milesbrand,https://www.youtube.com/user/100milesbrand/,,,,,,frontline_communication,1,"Terrible brand.
Between the quality and the lack of respect from the owner I will NEVER shop here again.
I was really disappointed by my experience with this brand because of the owner’s behaviour. Instead of being professional or respectful, the owner was unnecessarily rude and dismissive when I ha",Very disappointed in the quality and response from the owner when I brought my complaint to him.  I have never been talked to with such disrespect. If I was a man that energy would have been much different. I’ve supported this brand for many years it’s had its ups and down however I truly feel this,1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,ok,,53,4.2,10,53,http://100milesbrand.com/,https://www.google.com/maps/place/100+MILES+BRAND/data=!4m7!3m6!1s0x89d4cf67af0deb2d:0xbfee8b60eb1a56cd!8m2!3d43.6722623!4d-79.2889715!16s%2Fg%2F11q438tq_c!19sChIJLesNr2fP1IkRzVYa62CL7r8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,FALSE,
D,7.96,toronto,Space Vintage,,,,,,https://spacevintagestyle.com/pages/book-a-fitting,"34 Kensington Ave A, Toronto, ON M5T 2J9, Canada",https://www.google.com/maps/place/Space+Vintage/data=!4m7!3m6!1s0x882b349259cad0f9:0xfaa4a85d074bc181!8m2!3d43.6536484!4d-79.4005221!16s%2Fg%2F1tf7n5tr!19sChIJ-dDKWZI0K4gRgcFLB12opPo,,,,,,,,,,,,frontline_communication,1,"Love the owners and the clothes but one worker in particular fat-shamed a friend of mine at the Kensington location. She simply wanted to try a dress and he, the employee, made comments that made her feel bad and didn’t want to buy the dress anymore. I think I speak for most people when I say that c",,2,,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,no_email_found,,97,4.4,17,97,,https://www.google.com/maps/place/Space+Vintage/data=!4m7!3m6!1s0x882b349259cad0f9:0xfaa4a85d074bc181!8m2!3d43.6536484!4d-79.4005221!16s%2Fg%2F1tf7n5tr!19sChIJ-dDKWZI0K4gRgcFLB12opPo?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,7.88,toronto,Mine & Yours,orders@mineandyours.com,orders@mineandyours.com;sell@mineandyours.com,agent_browser_crawl;agent_browser_crawl,+1 437-880-8264,,https://mineandyours.com,"79 Yorkville Ave, Toronto, ON M5R 1C1, Canada",https://www.google.com/maps/place/Mine+%26+Yours/data=!4m7!3m6!1s0x882b354a5ab5f91d:0xfe2ad31a66fe04ad!8m2!3d43.6709123!4d-79.3914071!16s%2Fg%2F11v3r0l3rx!19sChIJHfm1Wko1K4gRrQT-ZhrTKv4,https://www.facebook.com/mineandyoursco;https://www.facebook.com/mineandyoursco/,https://www.instagram.com/mineandyours2.0/;https://www.instagram.com/mineandyoursco,,,https://www.tiktok.com/@mineandyoursco,,,,,,,frontline_communication,3,"I drove about 45 minutes to this store intending to purchase a luxury suitcase (or even more than one and had one of the worst customer service experiences I’ve ever encountered. Instead of being welcomed with professionalism, we were constantly pressured by the staff member repeating: “we’re closin","Disappointed and let down by the lack of professionalism by the staff at this store. The two older ladies who work at this store seemingly couldn’t stop silently judging me, and following me around treating me as if I’m going to steal something.

I’ve been a client of this store for years and collec",1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,calls_unanswered;followup_dropped;frontline_communication,,ok,,169,4.6,20,169,https://mineandyours.com/,https://www.google.com/maps/place/Mine+%26+Yours/data=!4m7!3m6!1s0x882b354a5ab5f91d:0xfe2ad31a66fe04ad!8m2!3d43.6709123!4d-79.3914071!16s%2Fg%2F11v3r0l3rx!19sChIJHfm1Wko1K4gRrQT-ZhrTKv4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.85,toronto,Stag Shop - Adult Sex Store,,,,+1 416-412-1826,,https://stagshop.com/pages/stag-shop-scarborough-location,"7 Progress Ave B3, Scarborough, ON M1P 5A3, Canada",https://www.google.com/maps/place/Stag+Shop+-+Adult+Sex+Store/data=!4m7!3m6!1s0x89d4d18ef762664d:0x1d540e018580ba3!8m2!3d43.7694501!4d-79.2814938!16s%2Fg%2F1tdr4933!19sChIJTWZi947R1IkRowtYGOBA1QE,,,,,,,,,,,,frontline_communication,1,"“KATE” IS THE WORSE & RUDE MANAGER EVER.

I recently purchased a product from this store, but unfortunately, it didn’t work properly.

I even bought extra insurance for the product, and when I was buying it, the salesperson assured me that I could replace it anytime if anything went wrong, even if I","Shop here if you want to get RIPPED OFF. We are from out of town so we had quite a few things to get - to the tune of $600. All of the items we bought worked except for a special order - we pulled that one out of the box and it didn't work from the get-go.

I dropped by with the device and the woman",1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,open_error,,413,4.9,15,412,https://stagshop.com/pages/stag-shop-scarborough-location/?utm_source=google&utm_medium=organic&utm_campaign=local&utm_content=Scarborough,https://www.google.com/maps/place/Stag+Shop+-+Adult+Sex+Store/data=!4m7!3m6!1s0x89d4d18ef762664d:0x1d540e018580ba3!8m2!3d43.7694501!4d-79.2814938!16s%2Fg%2F1tdr4933!19sChIJTWZi947R1IkRowtYGOBA1QE?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.84,toronto,Sydney's,shop@shopsydneys.com,shop@shopsydneys.com,gosom_scraper;agent_browser_crawl,+1 416-603-3369,,http://www.shopsydneys.com,"682 Queen St W, Toronto, ON M6J 1E5, Canada",https://www.google.com/maps/place/Sydney%27s/data=!4m7!3m6!1s0x882b34e14c691619:0xf74dc23799c66158!8m2!3d43.6465882!4d-79.4075209!16s%2Fg%2F1wj_txjp!19sChIJGRZpTOE0K4gRWGHGmTfCTfc,,https://www.instagram.com/shopsydneys,,,,,,,,,,frontline_communication,1,Disappointed with how they handled a simple request. Needed measurements and they had noone in the store. Instead of being helpful they were rude. Treat everyone with respect.,"Clothes were nice, but the person who worked with us was snobby and a tad rude.  Asked me not to “flex” my foot in the shoe and to walk flat footed around the store.  We did not feel welcome and then felt pressured to buy an expensive shoe that didn’t fit me.  Unpleasant and stuffy vibes.",1,2,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,ok,,410,4.9,7,410,http://www.shopsydneys.com/,https://www.google.com/maps/place/Sydney%27s/data=!4m7!3m6!1s0x882b34e14c691619:0xf74dc23799c66158!8m2!3d43.6465882!4d-79.4075209!16s%2Fg%2F1wj_txjp!19sChIJGRZpTOE0K4gRWGHGmTfCTfc?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.83,toronto,Public Butter Kensington,roy@blackmarkettoronto.com,roy@blackmarkettoronto.com;roy@publicbutter.com,agent_browser_crawl;agent_browser_crawl,+1 437-880-9307,,https://www.publicbutter.com,"250 Augusta Ave, Toronto, ON M5T 2L7, Canada",https://www.google.com/maps/place/Public+Butter+Kensington/data=!4m7!3m6!1s0x882b350010858bad:0x5b455f338e36f654!8m2!3d43.6556109!4d-79.4027333!16s%2Fg%2F11ydm3wfv8!19sChIJrYuFEAA1K4gRVPY2jjNfRVs,,https://www.instagram.com/publicbutter/,,,https://www.tiktok.com/@public_butter_vintage,,,,,,,frontline_communication,1,Asking the staff for help feels like they want you dead lol. Staff is rude and entitled they make the entire stores vibes sooo bad. It's not even just one of them it's all of them and they look at each other when you ask for help like they are bonding over hating helping people loool. Retrain entire,"I bought a jacket just before closing and didn’t notice until I got home that it was badly ripped on the inside. I returned the next day to explain the issue. One of the employees the day before had told me that if I found any damage, I could come back.

When I spoke to the manager, he immediately s",1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,frontline_communication,,ok,,35,4.1,7,35,https://www.publicbutter.com/,https://www.google.com/maps/place/Public+Butter+Kensington/data=!4m7!3m6!1s0x882b350010858bad:0x5b455f338e36f654!8m2!3d43.6556109!4d-79.4027333!16s%2Fg%2F11ydm3wfv8!19sChIJrYuFEAA1K4gRVPY2jjNfRVs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.82,toronto,Canvas Cannabis,projects@lifelike.digital,projects@lifelike.digital;helene@canvascannabis.ca,gosom_scraper;agent_browser_crawl;agent_browser_crawl,+1 416-551-3971,,https://www.canvascannabis.ca,"171 E Liberty St Unit 145, Toronto, ON M6K 3P6, Canada",https://www.google.com/maps/place/Canvas+Cannabis/data=!4m7!3m6!1s0x882b355d67c40f83:0x4f3537eb04d4f4a8!8m2!3d43.6381648!4d-79.4175043!16s%2Fg%2F11jdt4t_mz!19sChIJgw_EZ101K4gRqPTUBOs3NU8,https://www.facebook.com/canvasretail,https://www.instagram.com/canvas.cannabis/,,,,,,,,,,frontline_communication,2,"Don’t ever buy from them, I bought 2 distillate pens and neither of them ever worked. When I took them in the staff assured me it was my fault but it wasn’t, they never took a pull from the device even after other distillates have. Don’t go here go down the street. I wish I could post pictures of my",Staff are really rude and pretentious. Plenty of other places to go in liberty.,1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,followup_dropped;frontline_communication,,ok,,64,4.3,12,64,https://www.canvascannabis.ca/,https://www.google.com/maps/place/Canvas+Cannabis/data=!4m7!3m6!1s0x882b355d67c40f83:0x4f3537eb04d4f4a8!8m2!3d43.6381648!4d-79.4175043!16s%2Fg%2F11jdt4t_mz!19sChIJgw_EZ101K4gRqPTUBOs3NU8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,7.7,toronto,Province of Canada,info@provinceofcanada.com,info@provinceofcanada.com;press@provinceofcanada.com;sales@provinceofcanada.com;studio@provinceofcanada.com,agent_browser_crawl;agent_browser_crawl;agent_browser_crawl;agent_browser_crawl,+1 416-551-1229,,http://provinceofcanada.com,"1004 Queen St E, Toronto, ON M4M 1K1, Canada",https://www.google.com/maps/place/Province+of+Canada/data=!4m7!3m6!1s0x89d4cb77944228d5:0x3e388d96fe775c60!8m2!3d43.6614232!4d-79.33931!16s%2Fg%2F11c1s942ws!19sChIJ1ShClHfL1IkRYFx3_paNOD4,https://facebook.com/provinceofcanada,https://instagram.com/provinceofcanada;https://www.instagram.com/provinceofcanada/,,,,,,,,,,followup_dropped,3,"J’avais si hâte de passer ma première commande chez Province of Canada pour encourager local et miser sur la qualité, mais j’ai été très déçue. J’ai commandé deux t-shirts et l’un deux est arrivé avec des taches noires. J’ai écrit à la compagnie via le site web et leur ai envoyé des photos du chanda",I ordered 250 custom tshirts literally in May for a six week turn around - per them!.   My new business is now open and I am still waiting for 60% of my product.  It’s more than late and I paid 50% upfront.  But turn around times are not what they promise given the very high price.    Not impressed.,1,3,Agentic AI Systems (Autonomous Follow-up),silverthreadlabs.com/services/agentic-ai,followup_dropped;frontline_communication;service_quality_in_session,,ok,,108,4.5,16,108,http://provinceofcanada.com/,https://www.google.com/maps/place/Province+of+Canada/data=!4m7!3m6!1s0x89d4cb77944228d5:0x3e388d96fe775c60!8m2!3d43.6614232!4d-79.33931!16s%2Fg%2F11c1s942ws!19sChIJ1ShClHfL1IkRYFx3_paNOD4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
