tier,quality_score,metro,title,best_email,all_emails,email_sources,phone,phone_normalized,website,address,google_maps_link,owner_name,owner_title,owner_linkedin,additional_team,pocs,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,all_pain_categories,all_recommended_services,crawl_status,research_note,website_raw,google_maps_link_raw,website_redirect_target_raw
C,27.85,tampa,Brandon Smiles,,,,+1 813-438-8728,+18134388728,https://brandonsmilesdental.com,"225 Brandon Town Center Dr, Brandon, FL 33511, United States",https://www.google.com/maps/place/Brandon+Smiles/data=!4m7!3m6!1s0x88c2cdde8a56e965:0xad3baf9d5cbf2b74!8m2!3d27.934994!4d-82.323894!16s%2Fg%2F11g_n_fpn!19sChIJZelWit7NwogRdCu_XJ2vO60,,,,,Bianca Lopez-Isa,billing_or_intake_errors,3,"Selected this dentist as needed to get crown and they were able to see me quickly, Dentist is excellent at what he does, although this is the first dentist office I went to that charges $100 above what insurance pays on the cleaning services alone so had me thinking how much are they adding to the o","Just FYI if you won’t get the service done right away do not pay them upfront. It has been 3 months already and they have not credit me back, meanwhile I have to pay my credit card because if not my credit score will be affected. I have called them several time, they said it will take 7 to 14 days,",2,1,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,481,4.7,42,481,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/BrandonSmilesDental/,,,,,,staff_rude_front_desk;long_wait_in_chair;after_hours_emergency,AI Receptionist (consistent tone);After-Hours Voice Coverage;Workflow Automation (Scheduling),no_email_found,,https://brandonsmilesdental.com/,https://www.google.com/maps/place/Brandon+Smiles/data=!4m7!3m6!1s0x88c2cdde8a56e965:0xad3baf9d5cbf2b74!8m2!3d27.934994!4d-82.323894!16s%2Fg%2F11g_n_fpn!19sChIJZelWit7NwogRdCu_XJ2vO60?authuser=0&hl=en&rclk=1,
C,27.65,phoenix,Mountain View Family Dental,,,,+1 480-605-2881,+14806052881,https://www.mountainviewfamilydentistry.com,"459 N Val Vista Dr, Mesa, AZ 85213, United States",https://www.google.com/maps/place/Mountain+View+Family+Dental/data=!4m7!3m6!1s0x872ba605af7e070f:0xe0a713087add00c7!8m2!3d33.4243811!4d-111.7523896!16s%2Fg%2F1tdyg2tp!19sChIJDwd-rwWmK4cRxwDdeggTp-A,,,,,Mesa Dentist;Meet Dr,billing_or_intake_errors,3,"I won’t be coming back to this dental office due to serious issues with transparency and billing. I recently discovered that they were charging me for procedures I never agreed to and billing insurance in a way that doesn’t make sense.

For example, my claim history shows they billed $267 for a simp","Scam artists !  Offer low price new patient package that includes cleaning and exam, then tell you that you need a ""deep"" cleaning at hundreds of dollars more.  We went to another legitimate Dentist and received a normal cleaning at normal prices.  That Dentist said that there was no need for any sp",1,2,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,1652,4.9,47,1000,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/MountainViewFamilyDentistry,,,,,https://www.youtube.com/user/FamilyDentistMesa,staff_rude_front_desk;after_hours_emergency;long_wait_in_chair,AI Receptionist (consistent tone);After-Hours Voice Coverage;Workflow Automation (Scheduling),no_email_found,,https://www.mountainviewfamilydentistry.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/place/Mountain+View+Family+Dental/data=!4m7!3m6!1s0x872ba605af7e070f:0xe0a713087add00c7!8m2!3d33.4243811!4d-111.7523896!16s%2Fg%2F1tdyg2tp!19sChIJDwd-rwWmK4cRxwDdeggTp-A?authuser=0&hl=en&rclk=1,
C,27.22,phoenix,Downtown Phoenix Dental,,,,+1 602-626-7952,+16026267952,https://www.downtownphoenixdental.com,"111 W Monroe St UNIT 131, Phoenix, AZ 85003, United States",https://www.google.com/maps/place/Downtown+Phoenix+Dental/data=!4m7!3m6!1s0x872b1223c0e9d0a1:0x44e1554b12adf085!8m2!3d33.4502024!4d-112.0759159!16s%2Fg%2F1vgx16hq!19sChIJodDpwCMSK4cRhfCtEktV4UQ,,,,,,frontline_communication,3,"The clinic is clean, close to work, staff are friendly and welcoming. but I dont' feel comfortable with the hygentist I met yesterday. she is determined to perform a higher priced treatment (deep cleaning) on me, or else her license will be at stack. I offered to sign some sort of waiver to avoid su","Hygienist is awesome! Dentist not so awesome! I was with my last dentistd for 25 years because he was awesome before he retired.
This dentist did a sloppy job on my filling. I had pain so went back to him check it. He did an x-ray and was ready to send me of to a specialist. I was trying to explain",1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,551,4.9,19,550,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk;appointment_booking_delay;no_show_reminder_missing,AI Receptionist (consistent tone);Automated Appointment Reminders;Voice AI Appointment Booking,open_error,,https://www.downtownphoenixdental.com/?utm_source=google&utm_medium=google_business_profile&utm_campaign=website_click,https://www.google.com/maps/place/Downtown+Phoenix+Dental/data=!4m7!3m6!1s0x872b1223c0e9d0a1:0x44e1554b12adf085!8m2!3d33.4502024!4d-112.0759159!16s%2Fg%2F1vgx16hq!19sChIJodDpwCMSK4cRhfCtEktV4UQ?authuser=0&hl=en&rclk=1,
C,27.21,austin,Town Center Dental Cedar Park,info@mytowncenterdental.com,info@mytowncenterdental.com;playafamilydentistry@gmail.com,agent_browser_crawl,+1 512-866-4574,+15128664574,https://mytowncenterdental.com,"905 E Whitestone Blvd Suite D, Cedar Park, TX 78613, United States",https://www.google.com/maps/place/Town+Center+Dental+Cedar+Park/data=!4m7!3m6!1s0x865b2cfd3903ce63:0x7b540258250b5489!8m2!3d30.5252263!4d-97.8203135!16s%2Fg%2F1hc6rtmv6!19sChIJY84DOf0sW4YRiVQLJVgCVHs,,,,,Samir Momin;Samir Momin;Keith Simon;Meet Our,billing_or_intake_errors,3,"First, the dentist at this location is nice. No issues with him.

My issue is that my husband and I would walk into the office and have these massive $500-$1000 bills. The ladies at the front would tell us that our insurance denied the claims and weren’t covering what they said they would. We finall","I don't usually take the time to write bad reviews but i am very upset with the way this company has handled payments. My first visit they said i needed a few things done and if i could not pay upfront they could set up a ""payment plan"" which really just meant a credit card (care credit) had i known",1,2,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,547,4.9,17,545,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/mytowncenterdental/;https://www.facebook.com/playafamilydentistry/,https://www.instagram.com/playafamilydentistry/,,https://www.yelp.com/biz/town-center-dental-cedar-park,,https://www.youtube.com/watch?v=KDCiVPC1r0g;https://www.youtube.com/watch?v=kfN5W5gF5oU;https://www.youtube.com/watch?v=xNdK2Lu9MpY,insurance_verification_missing;after_hours_emergency;recall_followup_missing,After-Hours Voice Coverage;Insurance Eligibility Verification Workflow;Outbound Recall Campaigns,ok,,https://mytowncenterdental.com/,https://www.google.com/maps/place/Town+Center+Dental+Cedar+Park/data=!4m7!3m6!1s0x865b2cfd3903ce63:0x7b540258250b5489!8m2!3d30.5252263!4d-97.8203135!16s%2Fg%2F1hc6rtmv6!19sChIJY84DOf0sW4YRiVQLJVgCVHs?authuser=0&hl=en&rclk=1,
C,26.36,austin,South Austin Dental Associates,info@southaustindentalassociates.com,info@southaustindentalassociates.com,agent_browser_crawl,+1 512-444-1133,+15124441133,https://southaustindentalassociates.com,"4419 Frontier Trail # 104, Austin, TX 78745, United States",https://www.google.com/maps/place/South+Austin+Dental+Associates/data=!4m7!3m6!1s0x865b4b373c196347:0xb0ff57b55d6b6564!8m2!3d30.2315944!4d-97.7942866!16s%2Fg%2F1vfzflft!19sChIJR2MZPDdLW4YRZGVrXbVX_7A,,,,,Reign kiser;San Juan;Robert Neuhausen;Tracey Becken;Rick Ybarra;Vicky Coffee;Danielle Martinez;Jolene Anderson;Debra Gutierrez-Riley;gary davis;Johnnie “j5” Cade;Brenda B;Elnara Abbasova;Miranda Arrington;Brett Kreye;Troy Petty;Judy V;Mark L;D Ann;Meet Dr;Evan Matthysse;Shea Vogelsong;Kamel Elhosary,billing_or_intake_errors,3,"Charged and filed my treatment as out of network, when iam in network with them I was deceived by their customer service .dont go there , check 3very charge .they dint do the filling properly I ended up doing root canol now. They dint have the courtesy to check in me for the pain I was going through","Mary said she called three times before they sent me to collections.  Since I’ve paid, it will come off my record, at some point.
They were sending mail to the wrong address. If you do go here, make sure your information is up to date and they have your insurance info. Mary never left a message sayi",1,1,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,614,4.9,19,603,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/SouthAustinDentalAssociates/,https://www.instagram.com/explore/locations/745380426155111/south-austin-dental-associates/,,,,,after_hours_emergency;missed_calls_unreachable;billing_errors,After-Hours Voice Coverage;Billing Automation / Practice Management;Voice AI for Dental (AI Receptionist),ok,,https://southaustindentalassociates.com/?utm_source=GBP&utm_medium=organic&utm_campaign=offsiteSEO,https://www.google.com/maps/place/South+Austin+Dental+Associates/data=!4m7!3m6!1s0x865b4b373c196347:0xb0ff57b55d6b6564!8m2!3d30.2315944!4d-97.7942866!16s%2Fg%2F1vfzflft!19sChIJR2MZPDdLW4YRZGVrXbVX_7A?authuser=0&hl=en&rclk=1,
C,26.17,phoenix,Do Good Dental,,chosen-sprite@2x.png,google_maps,+1 480-561-5660,+14805615660,http://dogooddental.com,"2010 E Elliot Rd Suite 105, Tempe, AZ 85284, United States",https://www.google.com/maps/place/Do+Good+Dental/data=!4m7!3m6!1s0x872b065defbeca7d:0x7462c4bf00207a66!8m2!3d33.3498676!4d-111.9021235!16s%2Fg%2F1td1qbky!19sChIJfcq-710GK4cRZnogAL_EYnQ,,,,,,booking_friction,3,"Overall I adore Dr. Webb and the hygienist, but the rest of the staff leave something to be desired! First, they messed up my appt time last week and then today I found out I had a payment due from 5 months ago! I have never received a statement by mail or email! I realize we are in the middle of a",Would not recommend obtaining any types of services from this provider. There seems to be a lack of communication amongst the staff and between the staff and their vendors.  Appointments are made without a real knowledge of what is needed or needs to happen.  From a patient’s perspective this could,1,1,Voice AI Booking + Agentic Self-Service,silverthreadlabs.com/services/voice-agents,1142,4.9,23,998,FALSE,,FALSE,,1,FALSE,FALSE,,,,,,,,staff_rude_front_desk;long_wait_in_chair;missed_calls_unreachable,AI Receptionist (consistent tone);Voice AI for Dental (AI Receptionist);Workflow Automation (Scheduling),,,http://dogooddental.com/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,https://www.google.com/maps/place/Do+Good+Dental/data=!4m7!3m6!1s0x872b065defbeca7d:0x7462c4bf00207a66!8m2!3d33.3498676!4d-111.9021235!16s%2Fg%2F1td1qbky!19sChIJfcq-710GK4cRZnogAL_EYnQ?authuser=0&hl=en&rclk=1,
C,25.96,phoenix,"Island Dental - Dentist Gilbert, AZ",,,,+1 480-744-4622,+14807444622,https://www.gilbertarizonadental.com,"1489 W Elliot Rd #101, Gilbert, AZ 85233, United States","https://www.google.com/maps/place/Island+Dental+-+Dentist+Gilbert,+AZ/data=!4m7!3m6!1s0x872ba97769eb94c3:0x48b8b36f2605c69c!8m2!3d33.3479537!4d-111.8219012!16s%2Fg%2F1td0yyp4!19sChIJw5TraXepK4cRnMYFJm-zuEg",,,,,Naman B. Patel;Naman B. Patel,frontline_communication,3,Front desk and assistant/ nursing staff was very kind. I feel like they over booked as everything seemed rushed. I don’t think my needs were being heard and easy answers were given instead which isn’t fair and is expensive. I wish that the dentist took more time to listen to me and actually find a s,I think I talked to the receptionist more than the “doctor”. Guy looks at my mouth for a second says yep wisdom teeth gotta come out. Leaves then tells the tech to prescribe  me antibiotics and pull wisdom teeth. When an abyss is what was bothering me. Doesn’t even tell me I have an abyss I just ass,3,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,968,4.9,14,924,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/Island-Dental-AZ/,,,http://www.yelp.com/biz/island-dental-gilbert,,https://www.youtube.com/channel/UC2quVST-4WQZDaJ8ET5eguQ,after_hours_emergency;staff_rude_front_desk;missed_calls_unreachable,AI Receptionist (consistent tone);After-Hours Voice Coverage;Voice AI for Dental (AI Receptionist),no_email_found,,https://www.gilbertarizonadental.com/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,"https://www.google.com/maps/place/Island+Dental+-+Dentist+Gilbert,+AZ/data=!4m7!3m6!1s0x872ba97769eb94c3:0x48b8b36f2605c69c!8m2!3d33.3479537!4d-111.8219012!16s%2Fg%2F1td0yyp4!19sChIJw5TraXepK4cRnMYFJm-zuEg?authuser=0&hl=en&rclk=1",
C,25.84,phoenix,VIBE Dental - Mesa,,fancybox_sprite@2x.png;fancybox_loading@2x.gif;email@email.com;example@example.com,google_maps,+1 480-800-8423,+14808008423,https://www.vibedental.com,"1855 S Country Club Dr #101, Mesa, AZ 85210, United States",https://www.google.com/maps/place/VIBE+Dental+-+Mesa/data=!4m7!3m6!1s0x872ba986997bd6db:0x7fbdb971770cbf10!8m2!3d33.3810982!4d-111.8396153!16s%2Fg%2F11rv3x_cj4!19sChIJ29Z7mYapK4cREL8Md3G5vX8,,,,,,calls_unanswered,3,Whoever answers the phone kept purposely hanging up on me I'll happily take my business elsewhere,"Terrible service. Do not recommend.

I paid for my mom’s dental treatment back in December, and now it’s the end of April and we still don’t have a solution. The last time we went was in March, and the issue is still not resolved.

Weeks go by without any response. No one returns calls, and they alw",1,1,Voice AI Agents (Inbound Coverage),silverthreadlabs.com/services/voice-agents,887,4.9,16,887,FALSE,,FALSE,,4,FALSE,FALSE,,,,,,,,staff_rude_front_desk;no_show_reminder_missing;after_hours_emergency,AI Receptionist (consistent tone);After-Hours Voice Coverage;Automated Appointment Reminders,,,https://www.vibedental.com/,https://www.google.com/maps/place/VIBE+Dental+-+Mesa/data=!4m7!3m6!1s0x872ba986997bd6db:0x7fbdb971770cbf10!8m2!3d33.3810982!4d-111.8396153!16s%2Fg%2F11rv3x_cj4!19sChIJ29Z7mYapK4cREL8Md3G5vX8?authuser=0&hl=en&rclk=1,
C,25.72,phoenix,Higley Park Dental,,,,+1 480-279-0079,+14802790079,https://www.higleyparkdental.com,"1355 S Higley Rd STE 110, Gilbert, AZ 85296, United States",https://www.google.com/maps/place/Higley+Park+Dental/data=!4m7!3m6!1s0x872bac31f30512dd:0xcbaf57a1484e349a!8m2!3d33.3257586!4d-111.7201674!16s%2Fg%2F1vk6zpvh!19sChIJ3RIF8zGsK4cRmjROSKFXr8s,,,,,,billing_or_intake_errors,2,"I was sent to Higley park dental through my Medicare advantage plan which provides me $3000 dental coverage. I had my teeth cleaned and then scheduled 2 cavities to be filled. On the day of my appointment, minutes before going in, I was presented with a treatment plan that required me to pay several","This dentist is deceitful, greedy, and will surprise you with charges outside of your coverage for ""examinations"" that you never asked for or were warned about. I have been going to a dentist every 6 months for the past 20+ years and never once have I been charged for anything outside of what my ins",1,1,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,594,4.8,26,576,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk;after_hours_emergency,AI Receptionist (consistent tone);After-Hours Voice Coverage,open_error,,https://www.higleyparkdental.com/,https://www.google.com/maps/place/Higley+Park+Dental/data=!4m7!3m6!1s0x872bac31f30512dd:0xcbaf57a1484e349a!8m2!3d33.3257586!4d-111.7201674!16s%2Fg%2F1vk6zpvh!19sChIJ3RIF8zGsK4cRmjROSKFXr8s?authuser=0&hl=en&rclk=1,
C,17.26,austin,Sunny Days Dental,,,,+1 512-539-0093,+15125390093,,"1154 Lydia St #100, Austin, TX 78702, United States",https://www.google.com/maps/place/Sunny+Days+Dental/data=!4m7!3m6!1s0x8644b5bba6f4e341:0x8346828b2d765807!8m2!3d30.2692579!4d-97.7277074!16s%2Fg%2F11cjpn8x3l!19sChIJQeP0pru1RIYRB1h2LYuCRoM,,,,,,billing_or_intake_errors,2,"Please improve your billing and insurance processing system! I had a cleaning all the way back in August 2024. I provided all of my insurance and personal information, before leaving my dental appointment I was told that everything was covered and good to go. More than 8 months later I received a te","I would NOT recommend this Dentist. I have 2 cleanings covered a year with my insurance, confirmed for a third time after my arrival that it was covered, and almost 5 MONTHS LATER, I received an almost $200 charge on my cc on file saying that my cleaning was not covered. No warning, nothing. When in",1,1,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,122,4.4,20,122,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk;recall_followup_missing,AI Receptionist (consistent tone);Outbound Recall Campaigns,,,,https://www.google.com/maps/place/Sunny+Days+Dental/data=!4m7!3m6!1s0x8644b5bba6f4e341:0x8346828b2d765807!8m2!3d30.2692579!4d-97.7277074!16s%2Fg%2F11cjpn8x3l!19sChIJQeP0pru1RIYRB1h2LYuCRoM?authuser=0&hl=en&rclk=1,
C,16.99,phoenix,Lakeview Dental Care in Chandler,,,,+1 480-535-8390,+14805358390,http://yourchandlerdentist.com,"1949 W Ray Rd UNIT 26, Chandler, AZ 85224, United States",https://www.google.com/maps/place/Lakeview+Dental+Care+in+Chandler/data=!4m7!3m6!1s0x872b0748b59880d7:0x97eb3a89eed67787!8m2!3d33.3193435!4d-111.8742599!16s%2Fg%2F1tdxwh3p!19sChIJ14CYtUgHK4cRh3fW7ok665c,,,,,Keon Fakhimi;Omid Arooni;Melina Ghods,billing_or_intake_errors,1,Dr Arooni and the dental staff was fine. My wife and I both go here and the billing staff is incompetent. I've got receipts showing I paid but they messed up with applying to the wrong account. Then they call my wife and tell her she is going to collections due to non-payment. Saying we should just,"Today I was very disappointed in the service of this office. I had an appointment for a second opinion, by phone. I asked several times if the appoinment would be free and they assured me it would be free. I even brought x-rays from the previous dental office. Without even examining me, they began t",1,1,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,2138,4.9,29,1000,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/LakeviewDentalCareAZ,,,,,https://www.youtube.com/channel/UCTidv5Xr5peu1OzUBDbaJZQ,insurance_verification_missing,Insurance Eligibility Verification Workflow,no_email_found,,http://yourchandlerdentist.com/,https://www.google.com/maps/place/Lakeview+Dental+Care+in+Chandler/data=!4m7!3m6!1s0x872b0748b59880d7:0x97eb3a89eed67787!8m2!3d33.3193435!4d-111.8742599!16s%2Fg%2F1tdxwh3p!19sChIJ14CYtUgHK4cRh3fW7ok665c?authuser=0&hl=en&rclk=1,
C,16.78,austin,Enamel Dentistry Saltillo (East Austin),Enamel-Dentistry-Stacked-Full-Color-Dark@4x-300x60.png,Enamel-Dentistry-Stacked-Full-Color-Dark@4x-300x60.png;Enamel-Dentistry-Stacked-Full-Color-Dark@4x-1024x207.png;Enamel-Dentistry-Stacked-Full-Color-Dark@4x-768x155.png;Enamel-Dentistry-Stacked-Full-Color-Dark@4x-1536x310.png;Enamel-Dentistry-Stacked-Full-Color-Dark@4x-2048x413.png;Enamel-Dentistry-Stacked-Compact-Full-Color-Dark@4x.png;hello@enmeldentistry.com,google_maps,+1 512-588-5251,+15125885251,https://enameldentistry.com/saltillo-east-austin-dentist,"901 E 5th St. Suite 170, Austin, TX 78702, United States",https://www.google.com/maps/place/Enamel+Dentistry+Saltillo+%28East+Austin%29/data=!4m7!3m6!1s0x8644b54685f0fa7b:0xafe71dcfc464bd60!8m2!3d30.2638163!4d-97.733212!16s%2Fg%2F11jvf4qdlz!19sChIJe_rwhUa1RIYRYL1kxM8d568,,,,,,billing_or_intake_errors,2,Will charge you for services not provided. And charge you after the visit per “clerical error”,"Claimed a treatment would be covered, then months later a bill arrived for said treatment. I paid the amount and asked for a follow-up call. The office manager called and explained the situation as an oversight. I was fine with this explanation...she should have stopped there. She then kept on: Esse",1,1,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,622,4.8,31,621,FALSE,,FALSE,,1,FALSE,FALSE,,,,,,,,staff_rude_front_desk;long_wait_in_chair,AI Receptionist (consistent tone);Workflow Automation (Scheduling),,,https://enameldentistry.com/saltillo-east-austin-dentist/,https://www.google.com/maps/place/Enamel+Dentistry+Saltillo+%28East+Austin%29/data=!4m7!3m6!1s0x8644b54685f0fa7b:0xafe71dcfc464bd60!8m2!3d30.2638163!4d-97.733212!16s%2Fg%2F11jvf4qdlz!19sChIJe_rwhUa1RIYRYL1kxM8d568?authuser=0&hl=en&rclk=1,
C,16.72,austin,Moment Dental Round Rock,info@momentdental.com,info@momentdental.com,google_maps,+1 512-244-3333,+15122443333,https://www.momentdental.com,"581 University Blvd #400, Round Rock, TX 78665, United States",https://www.google.com/maps/place/Moment+Dental+Round+Rock/data=!4m7!3m6!1s0x8644d14768530885:0xbfa9fba411b484e!8m2!3d30.5619416!4d-97.6775853!16s%2Fg%2F11b7gqfqjh!19sChIJhQhTaEfRRIYRTkgbQbqf-gs,,,,,,booking_friction,2,"Do not recommend.

Did not get the dentist i had requested which already made me feel uneasy out the gate.

Dentist cut my gum while examining me.

Went ahead and scheduled next steps anyways and they needed to reschedule me to figure out which drugs I needed for a CLEANING. This was frustrating to",,1,,Voice AI Booking + Agentic Self-Service,silverthreadlabs.com/services/voice-agents,128,4.8,7,128,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk;after_hours_emergency,AI Receptionist (consistent tone);After-Hours Voice Coverage,,,https://www.momentdental.com/,https://www.google.com/maps/place/Moment+Dental+Round+Rock/data=!4m7!3m6!1s0x8644d14768530885:0xbfa9fba411b484e!8m2!3d30.5619416!4d-97.6775853!16s%2Fg%2F11b7gqfqjh!19sChIJhQhTaEfRRIYRTkgbQbqf-gs?authuser=0&hl=en&rclk=1,
C,16.66,austin,East Austin Dental,eastaustindental@gmail.com,eastaustindental@gmail.com,google_maps,+1 512-499-0067,+15124990067,http://www.eastaustindental.com,"Corazón, 1000 E 5th St. STE 110, Austin, TX 78702, United States",https://www.google.com/maps/place/East+Austin+Dental/data=!4m7!3m6!1s0x8644b5af92839eb5:0xe919273cc794d580!8m2!3d30.2641521!4d-97.7323925!16s%2Fg%2F11b6xb_8kk!19sChIJtZ6Dkq-1RIYRgNWUxzwnGek,,,,,,billing_or_intake_errors,2,"Dentists here are exceptional, and so are their assistants. They have a great office and make you feel very comfortable. They also do excellent work very quickly.

Giving them three stars because the admin staff is very rude, curt, and will ask you to pay for things upfront that your insurance will","I’ve been a patient for 2.5 years and  customer service is consistently subpar and lacking. Parking is challenging and not made clear. Was not told where to park and then told I’d receive a late fee for being “late” to go and re-park my car. Further, was told at my most recent visit that East Austin",3,1,Workflow Automation + Systems Integration,silverthreadlabs.com/services/workflow-automation,90,4.7,9,90,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk;appointment_booking_delay,AI Receptionist (consistent tone);Voice AI Appointment Booking,,,http://www.eastaustindental.com/,https://www.google.com/maps/place/East+Austin+Dental/data=!4m7!3m6!1s0x8644b5af92839eb5:0xe919273cc794d580!8m2!3d30.2641521!4d-97.7323925!16s%2Fg%2F11b6xb_8kk!19sChIJtZ6Dkq-1RIYRgNWUxzwnGek?authuser=0&hl=en&rclk=1,
C,16.08,tampa,Tampa Dental,,,,+1 813-888-9004,+18138889004,https://www.tampadental.com,"6421 Sheldon Rd, Tampa, FL 33615, United States",https://www.google.com/maps/place/Tampa+Dental/data=!4m7!3m6!1s0x88c2ea1f90db68fd:0x198b3ad2f199b90a!8m2!3d28.0083928!4d-82.582789!16s%2Fg%2F1tfk56rd!19sChIJ_WjbkB_qwogRCrmZ8dI6ixk,,,,,,booking_friction,1,"Apparently this is a popular place that does not need business, I had previous services done there and it went well. Just tried to make and appointment for a cleaning and was denied because I called and canceled three times within a couple years?? Sorry that life happens and things come up that I do","They don't allow cleaning for braces! You have  to wait soooooo long! Horrible service👎👎👎
What a waste of time.. They should've told us they don't allow cleaning for braces",1,1,Voice AI Booking + Agentic Self-Service,silverthreadlabs.com/services/voice-agents,1065,4.9,14,952,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,after_hours_emergency,After-Hours Voice Coverage,cloudflare_blocked,,https://www.tampadental.com/,https://www.google.com/maps/place/Tampa+Dental/data=!4m7!3m6!1s0x88c2ea1f90db68fd:0x198b3ad2f199b90a!8m2!3d28.0083928!4d-82.582789!16s%2Fg%2F1tfk56rd!19sChIJ_WjbkB_qwogRCrmZ8dI6ixk?authuser=0&hl=en&rclk=1,
C,15.52,tampa,Gangi Dental Care of Tampa,,,,+1 866-426-4447,+18664264447,https://gangidentalcare.com/tampa,"104 E Fletcher Ave, Tampa, FL 33612, United States",https://www.google.com/maps/place/Gangi+Dental+Care+of+Tampa/data=!4m7!3m6!1s0x88c2c74089a36663:0x6d31fc79a048e978!8m2!3d28.0696646!4d-82.458404!16s%2Fg%2F11tfnkpmfj!19sChIJY2ajiUDHwogReOlIoHn8MW0,,,,,,frontline_communication,2,"I am extremely disappointed with Gangi Dental Bradenton Manatee The communication is poor. They don’t think about the patient side it is always how much they will make through the insurance.
They had confirmed the price and the appointment and when I got there it was a totally different story. They","Mi nombre Nelson Romero, mi gustaria compartir mi mala experiencia con esta oficina, llame la semana pasada para hacer mi primera cita, ya que escuche la  propaganda en la Mega radio,.. la señorita que me atendio en español no me Tomo ninguni dato y me dijo que le mandara la foto de mi seguro ...que",1,1,Voice AI + Agentic CRM Outreach,silverthreadlabs.com/services/voice-agents,236,4.8,11,236,FALSE,,FALSE,,0,FALSE,TRUE,metro_mismatch,,,,,,,staff_rude_front_desk;language_barrier_spanish,AI Receptionist (consistent tone);Multilingual (Spanish) Voice Agent,no_email_found,,https://gangidentalcare.com/tampa/,https://www.google.com/maps/place/Gangi+Dental+Care+of+Tampa/data=!4m7!3m6!1s0x88c2c74089a36663:0x6d31fc79a048e978!8m2!3d28.0696646!4d-82.458404!16s%2Fg%2F11tfnkpmfj!19sChIJY2ajiUDHwogReOlIoHn8MW0?authuser=0&hl=en&rclk=1,
C,15.52,austin,My Care Dental,,,,+1 512-590-6634,+15125906634,https://www.mycaredentals.com,"2501 W Parmer Ln Ste 800, Austin, TX 78727, United States",https://www.google.com/maps/place/My+Care+Dental/data=!4m7!3m6!1s0x8644cdbbda0a9825:0xa1737c5bdd9acd29!8m2!3d30.4183031!4d-97.702103!16s%2Fg%2F11h548pd6c!19sChIJJZgK2rvNRIYRKc2a3Vt8c6E,,,,,,calls_unanswered,1,"'m very disappointed with this clinic. I’ve been calling for the past two weeks and no one ever answers. The voicemail says they’re open Monday to Friday, but I’ve had no luck reaching anyone. Both my daughter and I have been patients here, and it’s frustrating that I can’t get through—especially co",,1,,Voice AI Agents (Inbound Coverage),silverthreadlabs.com/services/voice-agents,693,4.9,8,693,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,missed_calls_unreachable,Voice AI for Dental (AI Receptionist),cloudflare_blocked,,https://www.mycaredentals.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,https://www.google.com/maps/place/My+Care+Dental/data=!4m7!3m6!1s0x8644cdbbda0a9825:0xa1737c5bdd9acd29!8m2!3d30.4183031!4d-97.702103!16s%2Fg%2F11h548pd6c!19sChIJJZgK2rvNRIYRKc2a3Vt8c6E?authuser=0&hl=en&rclk=1,
