tier,quality_score,service_fit_score,reachability_score,reachability_representative,reachability_channels,usable_poc_count,metro,title,best_email,all_emails,email_sources,phone,phone_alt,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,additional_team,pocs,primary_contact,primary_contact_channel,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_original,pain_quote_2_original,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,all_pain_categories,all_recommended_services,crawl_status,research_note,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,website_raw,google_maps_link_raw,website_redirect_target_raw,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason,phone_reach_score,email_reach_score,email_quality_tier,email_quality_reason,best_reachable_email,ab_arm
C,45.93,5.93,40.0,Christopher L. Cole,phone;named_decision_maker,1,phoenix,CFR Mechanical Queen Creek Air Conditioning Service,,,,+1 602-526-6869,,,"20504 E Riggs Rd, Queen Creek, AZ 85142, United States",https://www.google.com/maps/place/CFR+Mechanical+Queen+Creek+Air+Conditioning+Service/data=!4m7!3m6!1s0x872a4da194a861d5:0x747b6114561e382c!8m2!3d33.2202403!4d-111.640637!16s%2Fg%2F1hc5c7vx3!19sChIJ1WGolKFNKocRLDgeVhRhe3Q,,,,,,,Christopher L. Cole,Owner,,,Christopher L. Cole,Christopher L. Cole,https://www.facebook.com/cfrmechanical/,,0,,,,,,,,,,,,,11,3.9,2,9,,https://www.google.com/maps/place/CFR+Mechanical+Queen+Creek+Air+Conditioning+Service/data=!4m7!3m6!1s0x872a4da194a861d5:0x747b6114561e382c!8m2!3d33.2202403!4d-111.640637!16s%2Fg%2F1hc5c7vx3!19sChIJ1WGolKFNKocRLDgeVhRhe3Q?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.93,5.93,40.0,Bryan Robert,phone;named_decision_maker,1,phoenix,Indoor Comfort Supply,indoorsupply@yahoo.com,indoorsupply@yahoo.com,agent_browser_crawl,+1 602-997-1256,,http://www.indoorcomfortsupply.com,"12031 N Cave Creek Rd, Phoenix, AZ 85020, United States",https://www.google.com/maps/place/Indoor+Comfort+Supply/data=!4m7!3m6!1s0x872b6c4e136ab4c9:0xd3c12aebce7fa059!8m2!3d33.596174!4d-112.037917!16s%2Fg%2F1tfvzm4b!19sChIJybRqE05sK4cRWaB_zusqwdM,https://www.facebook.com/Indoor-Comfort-Supply-157366988461/,,,,,,Bryan Robert,Owner,,,Bryan Robert,Bryan Robert,https://www.facebook.com/Indoor-Comfort-Supply-157366988461/,,0,,,,,,,,,,,ok,,94,4.6,63,71,http://www.indoorcomfortsupply.com/,https://www.google.com/maps/place/Indoor+Comfort+Supply/data=!4m7!3m6!1s0x872b6c4e136ab4c9:0xd3c12aebce7fa059!8m2!3d33.596174!4d-112.037917!16s%2Fg%2F1tfvzm4b!19sChIJybRqE05sK4cRWaB_zusqwdM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.88,5.88,40.0,Onaidi Gamez,phone;named_decision_maker,1,phoenix,Brocard Air Conditioning & Heating,onaidi@brocardac.com,onaidi@brocardac.com,agent_browser_crawl,+1 602-892-5559,,https://brocardac.com,,https://www.google.com/maps/place/Brocard+Air+Conditioning+%26+Heating/data=!4m7!3m6!1s0xa247e58f3891fae3:0x5eb36c6017019af6!8m2!3d33.2766146!4d-112.18749!16s%2Fg%2F11q7zgphwv!19sChIJ4_qROI_lR6IR9poBF2Bss14,https://www.facebook.com/Brocardac;https://www.facebook.com/Brocardac/reviews/,https://www.instagram.com/brocardac/,,https://www.yelp.com/biz/brocard-air-conditioning-and-heating-glendale,https://www.tiktok.com/@brocardac,https://www.youtube.com/channel/UCsJ0bxbEhZUJrtT-RYGj-MA,,,,,Onaidi Gamez,Onaidi Gamez,,,0,,,,,,,,,,,ok,,226,4.9,2,10,https://brocardac.com/,https://www.google.com/maps/place/Brocard+Air+Conditioning+%26+Heating/data=!4m7!3m6!1s0xa247e58f3891fae3:0x5eb36c6017019af6!8m2!3d33.2766146!4d-112.18749!16s%2Fg%2F11q7zgphwv!19sChIJ4_qROI_lR6IR9poBF2Bss14?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.8,5.8,40.0,Adam Christian Slucher,phone;named_decision_maker,1,phoenix,FN Air Conditioning & Heating LLC,,,,+1 602-579-5614,,,,https://www.google.com/maps/place/FN+Air+Conditioning+%26+Heating+LLC/data=!4m7!3m6!1s0x872b6d39d6c75409:0xd585ff366acb07c5!8m2!3d33.6236985!4d-112.153569!16s%2Fg%2F11k8j0px9z!19sChIJCVTH1jltK4cRxQfLajb_hdU,,,,,,,Adam Christian Slucher,Owner,,,Adam Christian Slucher,Adam Christian Slucher,,,0,,,,,,,,,,,,,61,4.5,5,11,,https://www.google.com/maps/place/FN+Air+Conditioning+%26+Heating+LLC/data=!4m7!3m6!1s0x872b6d39d6c75409:0xd585ff366acb07c5!8m2!3d33.6236985!4d-112.153569!16s%2Fg%2F11k8j0px9z!19sChIJCVTH1jltK4cRxQfLajb_hdU?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.78,3.78,42.0,Buck Link,phone;named_decision_maker;bonus_channel,1,phoenix,"Link Mechanical, Inc.",buck@linkmechanicalhvac.com,buck@linkmechanicalhvac.com;service@linkmechanicalhvac.com,agent_browser_crawl;agent_browser_crawl,+1 480-389-8034,,http://www.linkmechanicalhvac.com,"8037 E Plymouth, Mesa, AZ 85207, United States","https://www.google.com/maps/place/Link+Mechanical,+Inc./data=!4m7!3m6!1s0x872bbad0e0100001:0xe46cc85ba1d5949d!8m2!3d33.471385!4d-111.6570827!16s%2Fg%2F11hy9p9gsr!19sChIJAQAQ4NC6K4cRnZTVoVvIbOQ",,,,,,,Buck Link,Owner,,,Buck Link,Buck Link,service@linkmechanicalhvac.com,,0,,,,,,,,,,,ok,,7,4.4,1,6,http://www.linkmechanicalhvac.com/,"https://www.google.com/maps/place/Link+Mechanical,+Inc./data=!4m7!3m6!1s0x872bbad0e0100001:0xe46cc85ba1d5949d!8m2!3d33.471385!4d-111.6570827!16s%2Fg%2F11hy9p9gsr!19sChIJAQAQ4NC6K4cRnZTVoVvIbOQ?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.77,5.77,40.0,Christopher Kowalski,phone;named_decision_maker,1,phoenix,Top Notch Collision & Repair,info@tncraz.com,info@tncraz.com,agent_browser_crawl,+1 480-752-2222,,http://www.topnotchcollisionaz.com,"24809 S McQueen Rd, Chandler, AZ 85249, United States",https://www.google.com/maps/place/Top+Notch+Collision+%26+Repair/data=!4m7!3m6!1s0x872a553a929d9c0b:0xf544320dd0ada0ff!8m2!3d33.2220536!4d-111.8235429!16s%2Fg%2F11cmy3hhfv!19sChIJC5ydkjpVKocR_6Ct0A0yRPU,https://www.facebook.com/topnotchcollisionrepair/,,,,,,,,,,Christopher Kowalski,Christopher Kowalski,,,0,,,,,,,,,,,ok,,81,4.6,2,10,http://www.topnotchcollisionaz.com/,https://www.google.com/maps/place/Top+Notch+Collision+%26+Repair/data=!4m7!3m6!1s0x872a553a929d9c0b:0xf544320dd0ada0ff!8m2!3d33.2220536!4d-111.8235429!16s%2Fg%2F11cmy3hhfv!19sChIJC5ydkjpVKocR_6Ct0A0yRPU?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.67,5.67,40.0,Michael C Stinebuck,phone;named_decision_maker,1,phoenix,Cardinal State,cardinal_state@yahoo.com,cardinal_state@yahoo.com,agent_browser_crawl,+1 480-461-8447,,http://www.cardinalstatehvac.com,"1730 N Stapley Dr, Mesa, AZ 85203, United States",https://www.google.com/maps/place/Cardinal+State/data=!4m7!3m6!1s0x872ba603665930cb:0xdbab6cd4b4bcf421!8m2!3d33.4446874!4d-111.8059327!16s%2Fg%2F1tc_940r!19sChIJyzBZZgOmK4cRIfS8tNRsq9s,https://www.facebook.com/Cardinal-State-122597434465037/,,,,,,Michael C Stinebuck,Owner,,,Michael C Stinebuck,Michael C Stinebuck,https://www.facebook.com/CardinalStateHVAC,,0,,,,,,,,,,,ok,,16,4.1,6,12,http://www.cardinalstatehvac.com/,https://www.google.com/maps/place/Cardinal+State/data=!4m7!3m6!1s0x872ba603665930cb:0xdbab6cd4b4bcf421!8m2!3d33.4446874!4d-111.8059327!16s%2Fg%2F1tc_940r!19sChIJyzBZZgOmK4cRIfS8tNRsq9s?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.64,20.64,25.0,,phone,0,phoenix,AC and Plumbing Pro,info@acandplumbingpro.com,info@acandplumbingpro.com,agent_browser_crawl,+1 480-865-5163,,https://www.acandplumbingpro.com,"288 N Ironwood Dr #106, Apache Junction, AZ 85120, United States",https://www.google.com/maps/place/AC+and+Plumbing+Pro/data=!4m7!3m6!1s0x872bb7292a73a5b7:0x554161f838ee627a!8m2!3d33.4178074!4d-111.5641162!16s%2Fg%2F11y1lt3xtc!19sChIJt6VzKim3K4cRemLuOPhhQVU,https://facebook.com/,https://instagram.com/,https://linkedin.com/,,,https://youtube.com/,,,,,,,,booking_friction,3,"This contractor was assigned to our AC claim back in February. It is now May and we have experienced nothing but headaches and frustration with this company. The service claim was left unresolved (3 months later). Sharing my experience:

Our case is assigned to technician Daniel. After his initial service visit on Feb 17, we were told the AC cooling issue should be fixed. Great. A week later, we turn the AC on and the cooling issue is still not resolved.

We call again and get a 2nd service visit scheduled and confirmed for Friday Feb 27. We then receive a call back that the tech cannot make it and will need to reschedule for Sat Feb 28th. We won't be in town, but OK. We request that the tech please give us a call back with a summary report after the service since we won't be present. We never get a call back and we're left in the dark.

I have to call the contractor back to get an update. Eventually, we're told that the entire AC unit needs to be replaced. We're ready to proceed but we're told by our Home Warranty that a report was never submitted by the technician. We have to keep calling back and forth between the Home Warranty and the contractor to make sure a report is received. Weeks go by. Great.

Eventually, we get an installation service scheduled for March 31st. We then get a call back that this date will have to be rescheduled to April 13th. We are not available so this gets pushed back to April 29th. April 29th turns to May 1st. Great.

The week of May 1st, we call to confirm the service one last time. The service is confirmed. Then, the morning of May 1st, we get a message that the appt has been cancelled with no explanation. I call back several times, but it seems my number is not being picked up anymore. No explanation, no dignity, no responsibility.

I gave them a chance to explain and resolve the issue over the phone, but it seems they don't want to talk. At this point, any public response they provide is trying to save face. I have never had such a terrible experience in my life. Our AC issue is still not resolved btw, 3 months later in May, in Arizona. Great.",,,,1,,AssistantDial Appointment Booking + Calendar Sync,assistantdial.ai,booking_friction;calls_unanswered;followup_dropped,,ok,,180,4.9,3,10,https://www.acandplumbingpro.com/,https://www.google.com/maps/place/AC+and+Plumbing+Pro/data=!4m7!3m6!1s0x872bb7292a73a5b7:0x554161f838ee627a!8m2!3d33.4178074!4d-111.5641162!16s%2Fg%2F11y1lt3xtc!19sChIJt6VzKim3K4cRemLuOPhhQVU?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.6,5.6,40.0,Heat Pump,phone;named_decision_maker,1,phoenix,Todd Matthews Air Conditioning & Heating LLC,info@indiantypefoundry.com,info@indiantypefoundry.com;toddmatthewsac@gmail.com,agent_browser_crawl;agent_browser_crawl,+1 480-620-2893,,https://toddmatthewsair.com,,https://www.google.com/maps/place/Todd+Matthews+Air+Conditioning+%26+Heating+LLC/data=!4m7!3m6!1s0x872a37898b1433fb:0x334a68b7ecbb3b52!8m2!3d33.274751!4d-111.891768!16s%2Fg%2F11mvzmyq7_!19sChIJ-zMUi4k3KocRUju77LdoSjM,https://www.facebook.com/105819411552150,https://www.instagram.com/toddmatthewsac,,https://www.yelp.com/biz/YoW5nCukO0FvQ7ETPsBqkw,,,,,,,Heat Pump,Heat Pump,,,0,,,,,,,,,,,ok,,174,5,12,20,https://toddmatthewsair.com/,https://www.google.com/maps/place/Todd+Matthews+Air+Conditioning+%26+Heating+LLC/data=!4m7!3m6!1s0x872a37898b1433fb:0x334a68b7ecbb3b52!8m2!3d33.274751!4d-111.891768!16s%2Fg%2F11mvzmyq7_!19sChIJ-zMUi4k3KocRUju77LdoSjM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.6,5.6,40.0,Jeffrey McCormick,phone;named_decision_maker,1,phoenix,Sonoran Air Solutions LLC,,,,+1 480-617-1455,,,"902 E Beryl Ave, Phoenix, AZ 85020, United States",https://www.google.com/maps/place/Sonoran+Air+Solutions+LLC/data=!4m7!3m6!1s0x872b6d5343cbf3c5:0xd17fe4ad085a0a5b!8m2!3d33.57951!4d-112.0607049!16s%2Fg%2F11jhx9lw05!19sChIJxfPLQ1NtK4cRWwpaCK3kf9E,,,,,,,Jeffrey McCormick,Owner,,,Jeffrey McCormick,Jeffrey McCormick,,,0,,,,,,,,,,,,,11,4,3,9,,https://www.google.com/maps/place/Sonoran+Air+Solutions+LLC/data=!4m7!3m6!1s0x872b6d5343cbf3c5:0xd17fe4ad085a0a5b!8m2!3d33.57951!4d-112.0607049!16s%2Fg%2F11jhx9lw05!19sChIJxfPLQ1NtK4cRWwpaCK3kf9E?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.58,20.58,25.0,,phone,0,phoenix,Genes RV & AC Repair,service@genesrv.com,service@genesrv.com,agent_browser_crawl,+1 480-833-7210,,http://www.genesrv.com,"9624 E Main St, Mesa, AZ 85207, United States",https://www.google.com/maps/place/Genes+RV+%26+AC+Repair/data=!4m7!3m6!1s0x872ba6be3de9384b:0x23d63aa21d1183e1!8m2!3d33.4156794!4d-111.6225153!16s%2Fg%2F1262j06_1!19sChIJSzjpPb6mK4cR4YMRHaI61iM,,,,,,,,,,,,,,calls_unanswered,2,"DO NOT TRUST - It could be the end of your life!!

April 15, 2025 had an appointment at Gene's RV and A/C Repair in Mesa AZ for an oil change and the tires rotated on my 2019 Forest River Sunseeker Class C. When I picked up the RV, I waited a good 20-30 minutes for them to pull my RV from the back of the disheveled lot of numerous RV's to the front where I could access it. I paid for the service ($300) and was given the invoice with no further instructions or suggestions.

I drove back to the RV resort in Mesa and parked the RV until April 25, when I departed and headed back east.

Within the first 75 miles or so, I noticed the RV appeared to have a thumping sound on a tire (or more). I purchased a long reach tire gauge from an Auto Zone and checked the tires. I could not figure out what was causing the thumping sound and kept stopping and checking the air pressure in the tires. I eventually got so anxious and stressed from stopping and checking the tires, that I couldn't travel anymore. Found a tire service and had them check the tires. Well, I could have fallen over with what they pointed out!

The front right (passenger) tire had lost the hubcap and 4 of the 8 lug nuts and studs had sheared off, causing the wobbling that I was experiencing. I was so close to losing that wheel and being in a major accident, with severe consequences. The tire service center stated that this was caused by the failure of the lug nuts being tightened. I advised them that I had the tires rotated and oil changed in AZ, 10 days before I left. The mechanic advised that someone DID NOT torque the wheel completely. As you can see from the photos, it is obvious that the mechanic, J***, did not finish torquing the wheel. Not only that, but I had the tire center check the torque on the other tires and they stated that they were all off about 30 pounds. WOW!

So, as the tire center was working on my RV (waited for parts that were damaged: rotor hub assembly, new bearings and races, studs and lug nuts), I called Gene's RV Repair and spoke with Michelle. Gave her the information on the issue with my wheel and requested to talk to someone about it and what the mechanic, J***, failed to perform. She stated that she would have the service manager contact me. That was on April 28. I have not received any calls back from anyone at Gene's.

I called again, twice, on May 1st, 2025, and left 2 messages; again, with no call back or response. I referred to their 30-day labor guarantee that is on the invoice.

My recommendation is to NOT TRUST Gene's RV and A/C Repair. Obviously, they have too much going on to return calls and moving numerous RV's around in their lot, to bother doing the RIGHT THING and contacting customers and resolving the issues that they caused. They obviously do not want to take responsibility for their negligence. They are an RV service repair. People who travel in their RV's are not going to be in a position or location, to bring the RV back to them for labor guarantees or warranty work within 30 days. Obviously, with the damage that was done by this negligence, I was not able to drive the RV back to Gene's RV & A/C Repair to have them perform any work.",I tried to get ahold of the service manager Mike but he doesn’t return my calls after many attempts. …,,,1,0,AssistantDial 24/7 AI Receptionist — every call answered,assistantdial.ai,calls_unanswered;followup_dropped,,ok,,170,4.4,4,10,http://www.genesrv.com/,https://www.google.com/maps/place/Genes+RV+%26+AC+Repair/data=!4m7!3m6!1s0x872ba6be3de9384b:0x23d63aa21d1183e1!8m2!3d33.4156794!4d-111.6225153!16s%2Fg%2F1262j06_1!19sChIJSzjpPb6mK4cR4YMRHaI61iM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.57,5.57,40.0,Alan Schwandt,phone;named_decision_maker,1,phoenix,Alan's Air,support@alansairplumbingaz.com,support@alansairplumbingaz.com,agent_browser_crawl,+1 602-469-1824,,https://www.alansairplumbingaz.com,"2451 W Birchwood Ave # 113, Mesa, AZ 85202, United States",https://www.google.com/maps/place/Alan%27s+Air/data=!4m7!3m6!1s0x872b0bd35915357f:0x6f918b26ea8e6476!8m2!3d33.4088584!4d-111.8848921!16s%2Fg%2F126413wzf!19sChIJfzUVWdMLK4cRdmSO6iaLkW8,,,,,,,Alan Schwandt,Owner,,,Alan Schwandt,Alan Schwandt,,,0,,,,,,,,,,,ok,,169,4.9,4,10,https://www.alansairplumbingaz.com/,https://www.google.com/maps/place/Alan%27s+Air/data=!4m7!3m6!1s0x872b0bd35915357f:0x6f918b26ea8e6476!8m2!3d33.4088584!4d-111.8848921!16s%2Fg%2F126413wzf!19sChIJfzUVWdMLK4cRdmSO6iaLkW8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.57,3.57,42.0,Javed Hashmi,phone;named_decision_maker;bonus_channel,1,phoenix,Your Phoenix HVAC Contractor,javed.hashmi201@gmail.com,javed.hashmi201@gmail.com,agent_browser_crawl,+1 602-753-4851,,https://www.heatingcoolingphoenix.com,"2740 E Marguerite Ave, Phoenix, AZ 85040, United States",https://www.google.com/maps/place/Your+Phoenix+HVAC+Contractor/data=!4m7!3m6!1s0x872b0f728f896225:0x19b82d6b35540330!8m2!3d33.4053906!4d-112.0219669!16s%2Fg%2F11rqx55j7w!19sChIJJWKJj3IPK4cRMANUNWstuBk,,,,,,,,,,,Javed Hashmi,Javed Hashmi,javed.hashmi201@gmail.com,,0,,,,,,,,,,,ok,,27,5,17,25,https://www.heatingcoolingphoenix.com/?utm_source=google&utm_medium=google-profile&utm_campaign=gmb,https://www.google.com/maps/place/Your+Phoenix+HVAC+Contractor/data=!4m7!3m6!1s0x872b0f728f896225:0x19b82d6b35540330!8m2!3d33.4053906!4d-112.0219669!16s%2Fg%2F11rqx55j7w!19sChIJJWKJj3IPK4cRMANUNWstuBk?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.54,5.54,40.0,Danny Smith,phone;named_decision_maker,1,phoenix,Legends Luxury Auto Repair,kathrinelucas170@gmail.com,kathrinelucas170@gmail.com;legendslar@gmail.com,agent_browser_crawl;agent_browser_crawl,+1 480-947-2848,,https://www.legendsluxuryautorepair.com,"2412 N Scottsdale Rd, Tempe, AZ 85288, United States",https://www.google.com/maps/place/Legends+Luxury+Auto+Repair/data=!4m7!3m6!1s0x872b09698a2c4c85:0x3b245a955cf4bb7!8m2!3d33.4555711!4d-111.92688!16s%2Fg%2F12q4ynm8m!19sChIJhUwsimkJK4cRt0vPValFsgM,https://legendsluxuryautorepair.com/redir?url=http%3A%2F%2Fwww.facebook.com%2Fwheelsforwheels&s=975573e36a9a063f418059d528acfd0194c670524dddb7b5351aeea6ccec8509;https://www.facebook.com/10159189712594936;https://www.facebook.com/10224428585174088;https://www.facebook.com/689415655808318;https://www.facebook.com/LegendsLuxuryAutoRepair;https://www.facebook.com/LegendsLuxuryAutoRepair/;https://www.facebook.com/pfbid0h3Ho5CzwttXdxp8Bo583F4cx3xrX3U1d38uZ43j7EcTM1ciSDN18xMZ2hfvK9ZBFl/posts/689415655808318;https://www.facebook.com/william.kozlowski.7/posts/pfbid0jGoJHuDzbkXJMR6oaJmxWtVBBVMLxSsFRBXUf5Uhawga7dzCwRwwLwLELnyx6Pial,,,https://www.yelp.com/biz/legends-luxury-auto-repair-tempe-2;https://www.yelp.com/biz/legends-luxury-auto-repair-tempe-2?sort_by=date_desc,,,,,,,Danny Smith,Danny Smith,,,0,,,,,,,,,,,ok,,165,5,2,10,https://www.legendsluxuryautorepair.com/,https://www.google.com/maps/place/Legends+Luxury+Auto+Repair/data=!4m7!3m6!1s0x872b09698a2c4c85:0x3b245a955cf4bb7!8m2!3d33.4555711!4d-111.92688!16s%2Fg%2F12q4ynm8m!19sChIJhUwsimkJK4cRt0vPValFsgM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.53,3.53,42.0,Javed Hashmi,phone;named_decision_maker;bonus_channel,1,phoenix,Glendale HVAC Services,javed.hashmi201@gmail.com,javed.hashmi201@gmail.com,agent_browser_crawl,+1 623-260-0444,,https://www.yourglendalehvac.com,"6529 W Glendale Ave, Glendale, AZ 85301, United States",https://www.google.com/maps/place/Glendale+HVAC+Services/data=!4m7!3m6!1s0x872b6b268e537f2b:0x9a22675b772b3c05!8m2!3d33.5360353!4d-112.2007574!16s%2Fg%2F11gxx73fbs!19sChIJK39TjiZrK4cRBTwrd1tnIpo,https://www.facebook.com/Glendale-HVAC-Heating-Cooling-Refrigeration-108035941027167/,,,,,,,,,,Javed Hashmi,Javed Hashmi,javed.hashmi201@gmail.com,,0,,,,,,,,,,,ok,,26,5,17,25,https://www.yourglendalehvac.com/,https://www.google.com/maps/place/Glendale+HVAC+Services/data=!4m7!3m6!1s0x872b6b268e537f2b:0x9a22675b772b3c05!8m2!3d33.5360353!4d-112.2007574!16s%2Fg%2F11gxx73fbs!19sChIJK39TjiZrK4cRBTwrd1tnIpo?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.5,3.5,42.0,Nashwan H Affas,phone;named_decision_maker;bonus_channel,1,phoenix,Nash & Son Refrigeration Inc,nashandson@yahoo.com,nashandson@yahoo.com,agent_browser_crawl,+1 480-748-9313,,http://www.nashandson.com,,https://www.google.com/maps/place/Nash+%26+Son+Refrigeration+Inc/data=!4m7!3m6!1s0x872ba02972668385:0x183b8db6ebf989a6!8m2!3d34.016263!4d-111.6678276!16s%2Fg%2F1tfstbn1!19sChIJhYNmcimgK4cRpon567aNOxg,,,,,,,Nashwan H Affas,Owner,,,Nashwan H Affas,Nashwan H Affas,nashandson@yahoo.com,,0,,,,,,,,,,,ok,,10,4.6,2,10,http://www.nashandson.com/,https://www.google.com/maps/place/Nash+%26+Son+Refrigeration+Inc/data=!4m7!3m6!1s0x872ba02972668385:0x183b8db6ebf989a6!8m2!3d34.016263!4d-111.6678276!16s%2Fg%2F1tfstbn1!19sChIJhYNmcimgK4cRpon567aNOxg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.48,5.48,40.0,Chris Hays,phone;named_decision_maker,1,phoenix,Local Roots AC and Plumbing LLC,service@calllocalroots.com,service@calllocalroots.com,agent_browser_crawl,+1 602-560-8989,,https://calllocalroots.com,"23335 N 18th Dr Bldg A, Suite 122, Phoenix, AZ 85027, United States",https://www.google.com/maps/place/Local+Roots+AC+and+Plumbing+LLC/data=!4m7!3m6!1s0x8d057e5f5977f007:0xa6396b4202353993!8m2!3d33.697783!4d-112.096833!16s%2Fg%2F11yf25yf5h!19sChIJB_B3WV9-BY0Rkzk1AkJrOaY,,,,,,,,,,,Chris Hays,Chris Hays,,,0,,,,,,,,,,,ok,,156,5,2,10,https://calllocalroots.com/,https://www.google.com/maps/place/Local+Roots+AC+and+Plumbing+LLC/data=!4m7!3m6!1s0x8d057e5f5977f007:0xa6396b4202353993!8m2!3d33.697783!4d-112.096833!16s%2Fg%2F11yf25yf5h!19sChIJB_B3WV9-BY0Rkzk1AkJrOaY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.45,5.45,40.0,Michael Baldwin,phone;named_decision_maker,1,phoenix,Comair Service Systems,,,,+1 623-878-9454,,https://gocomair.net,"8450 W Washington St, Peoria, AZ 85345, United States",https://www.google.com/maps/place/Comair+Service+Systems/data=!4m7!3m6!1s0x872b41ffafce7ecf:0xb56ac307a10e03e6!8m2!3d33.5807101!4d-112.2407642!16s%2Fg%2F1tc_fqtm!19sChIJz37Or_9BK4cR5gMOoQfDarU,,,,,,,Michael Baldwin,Owner,,,Michael Baldwin,Michael Baldwin,,,0,,,,,,,,,,,no_email_found,,7,3.9,1,4,https://gocomair.net/,https://www.google.com/maps/place/Comair+Service+Systems/data=!4m7!3m6!1s0x872b41ffafce7ecf:0xb56ac307a10e03e6!8m2!3d33.5807101!4d-112.2407642!16s%2Fg%2F1tc_fqtm!19sChIJz37Or_9BK4cR5gMOoQfDarU?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.45,3.45,42.0,Chris Buchanan,phone;named_decision_maker;bonus_channel,1,phoenix,Perfect Temp AC and Heating,perfecttempac@gmail.com,perfecttempac@gmail.com,agent_browser_crawl,+1 480-861-4353,,http://www.perfecttempac.com,,https://www.google.com/maps/place/Perfect+Temp+AC+and+Heating/data=!4m7!3m6!1s0x6605eb67e0727513:0x65a6f9442e248160!8m2!3d33.274686!4d-111.8913951!16s%2Fg%2F11s408_khy!19sChIJE3Vy4GfrBWYRYIEkLkT5pmU,https://www.facebook.com/perfecttempac/,,,,,,Chris Buchanan,Owner,,,Chris Buchanan,Chris Buchanan,perfecttempac@gmail.com,,0,,,,,,,,,,,ok,,13,4.7,6,13,http://www.perfecttempac.com/,https://www.google.com/maps/place/Perfect+Temp+AC+and+Heating/data=!4m7!3m6!1s0x6605eb67e0727513:0x65a6f9442e248160!8m2!3d33.274686!4d-111.8913951!16s%2Fg%2F11s408_khy!19sChIJE3Vy4GfrBWYRYIEkLkT5pmU?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
C,45.37,5.37,40.0,David L Sena,phone;named_decision_maker,1,phoenix,Am Pm Air Conditioning,service@ampmacaz.com,service@ampmacaz.com,agent_browser_crawl,+1 602-944-0678,,http://ampmacaz.com,"8550 N 91st Ave Suite 92, Peoria, AZ 85345, United States",https://www.google.com/maps/place/Am+Pm+Air+Conditioning/data=!4m7!3m6!1s0x872b412f8d580401:0xaab60066ab4a93ec!8m2!3d33.5572991!4d-112.2567127!16s%2Fg%2F11j8_jphj8!19sChIJAQRYjS9BK4cR7JNKq2YAtqo,https://www.facebook.com/AM-PM-Air-Conditioning-220606224747217/,,,,,,David L Sena,Owner,,,David L Sena,David L Sena,https://www.facebook.com/AM-PM-Air-Conditioning-220606224747217/,,0,,,,,,,,,,,ok,,12,4.1,3,10,http://ampmacaz.com/,https://www.google.com/maps/place/Am+Pm+Air+Conditioning/data=!4m7!3m6!1s0x872b412f8d580401:0xaab60066ab4a93ec!8m2!3d33.5572991!4d-112.2567127!16s%2Fg%2F11j8_jphj8!19sChIJAQRYjS9BK4cR7JNKq2YAtqo?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,
