tier,quality_score,metro,title,best_email,all_emails,email_sources,phone,phone_normalized,website,address,google_maps_link,owner_name,owner_title,owner_linkedin,additional_team,pocs,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,all_pain_categories,all_recommended_services,crawl_status,research_note
C,25.19,phoenix,Dentist in Glendale | AZ Cosmetic & Family Dentistry,,,,+1 623-263-2225,,https://glendaleazdentistry.com/,"9160 N 43rd Ave, Glendale, AZ 85302, United States",https://www.google.com/maps/place/Dentist+in+Glendale+%7C+AZ+Cosmetic+%26+Family+Dentistry/data=!4m7!3m6!1s0x872b6b8fa0895555:0x7b355cc771c3bd57!8m2!3d33.5691898!4d-112.1520334!16s%2Fg%2F11ggr9jlsx!19sChIJVVWJoI9rK4cRV73DccdcNXs?authuser=0&hl=en&rclk=1,,,,,Vasudha Narra;Melissa Jarvis;Vasudha Narra;Erina Sadykov;Melissa Jarvis,appointment_booking_delay,3,"I choose to even give this place some stars is due to how sweet the hygienist who dealt with myself and my 3 year old daughter.

I found this place due to my husband going to their sister location in North Peoria  , So I wanted to give it a shot. When I called to make an appointment I request the sa","The staff are kind and thorough, but since 2 years ago when I was there, there is new staff. Oddly, two years ago my wisdom teeth were not an issue and this visit they were very pushy about the need to have them removed for very small issues. I was told I have cavities on 3 of 4 of them and they'd r",2,2,Voice AI Appointment Booking,silverthreadlabs.com/services/voice-agents/appointment-booking,535,4.9,14,527,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/azcfdentistry,https://www.instagram.com/azcfdentistry/,,,,https://www.youtube.com/channel/UCUGxf1UgW8aO-ltMeuAstRw/featured,appointment_booking_delay;long_wait_in_chair;staff_rude_front_desk,AI Receptionist (consistent tone);Voice AI Appointment Booking;Workflow Automation (Scheduling),no_email_found,
C,24.32,phoenix,Precision Dental,,,,+1 480-900-2742,,https://www.precisiondentalaz.com/,"3885 S Val Vista Dr Suite 106, Gilbert, AZ 85297, United States",https://www.google.com/maps/place/Precision+Dental/data=!4m7!3m6!1s0x872bac84bc617763:0xe2632cacb1d06f9c!8m2!3d33.279648!4d-111.754555!16s%2Fg%2F11d_d6gf5p!19sChIJY3dhvISsK4cRnG_QsawsY-I?authuser=0&hl=en&rclk=1,,,,,,missed_calls_unreachable,2,"My husband and I were patients for years at Precision Dental, and they were great. Dr. Goates never prescribed unnecessary treatment plans and the hygienists were all friendly and professional.

About three weeks ago, I used their website to request an appointment. A full week went by and there was","Randomly got hit with a charge related to a procedure I got done 8months ago. Contacted my insurance and it looks like Precision Dental billed me over the ""Allowed Amount"" that my insurance set, which resulted in an outstanding balance that I was never aware of, and now I am getting threatened with",3,1,Voice AI for Dental (AI Receptionist),silverthreadlabs.com/services/voice-agents/dental,595,4.9,10,591,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/PrecisionDentalAZ/,,,,,,long_wait_in_chair;missed_calls_unreachable,Voice AI for Dental (AI Receptionist);Workflow Automation (Scheduling),no_email_found,
C,24.27,austin,Alta Dental,,example@mysite.com,agent_browser_crawl,+1 512-222-9772,,http://altadentalcare.com/,"6104 S 1st St STE 103, Austin, TX 78745, United States",https://www.google.com/maps/place/Alta+Dental/data=!4m7!3m6!1s0x8644b3276cee2e2b:0x3ca61ac5f22c6cf7!8m2!3d30.2026579!4d-97.7848506!16s%2Fg%2F11fkntgyvx!19sChIJKy7ubCezRIYR92ws8sUapjw?authuser=0&hl=en&rclk=1,,,,,,after_hours_emergency,3,"Front staff is friendly. Hygienist and dentist are not the friendliest in my experience or very personable. I never left feeling good and had a few times where the cleaning was rough or aggressive. I went to a different dentist recently and found that they were much nicer, gentler, and I didn't feel","I do not recommend this practice.

Billing and scheduling issues aside, Dr. Groh recommended almost $1,000 worth of dental work out-of-pocket that I learned was not medically necessary when I sought treatment at another practice. This new practice analyzed the same x-rays and conducted a new exam to",3,1,After-Hours Voice Coverage,silverthreadlabs.com/services/voice-agents/after-hours-coverage,265,4.9,8,265,FALSE,,FALSE,,1,FALSE,FALSE,,https://www.facebook.com/altadentista/,https://www.instagram.com/altadentalaustin/,,,,,after_hours_emergency;appointment_booking_delay;long_wait_in_chair,After-Hours Voice Coverage;Voice AI Appointment Booking;Workflow Automation (Scheduling),ok,
C,24.08,austin,Old Settlers Dental - Round Rock Dentist,,,,+1 512-957-8689,,https://www.oldsettlersdental.com/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,"119 E Old Settlers Blvd, Round Rock, TX 78664, United States",https://www.google.com/maps/place/Old+Settlers+Dental+-+Round+Rock+Dentist/data=!4m7!3m6!1s0x8644d1765ec12e63:0xbcab45f3b4b29001!8m2!3d30.5340138!4d-97.683742!16s%2Fg%2F1tgdjcww!19sChIJYy7BXnbRRIYRAZCytPNFq7w?authuser=0&hl=en&rclk=1,,,,,Annette Davis;Don Johnson;Matthew Krieger;Mikaela Neill;Ivan Petrusic;Francisco Gomez;Justin Polson;Brittney Janda;Scott Carley;Linda Heye;Sam Brenner;luis g;Terry Nielsen;Sandi Cherry;Christina Alaniz;Paul McCartney;Patrick N;Elle Annee;Sandra Soriano;CODY BLANCHARD;Fredrick R. Lewcock;John Zavala,staff_rude_front_desk,2,"Absolutely the worst dental experience I’ve ever had. There is zero transparency in billing—they do not provide an estimate upfront and keep adding services without informing you of the charges. The entire process feels more like a sales pitch than a dental visit. After my appointment, I checked rev",Disappointed in front office staff more so the office manager. Very unprofessional on how they approach you about billing. She could not even show me why they were billing me and blamed it on previous staff. I had my text from 2022 on what they were supposedly billing me for. So sad as my experience,1,1,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,781,4.8,34,739,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/oldsettlersdental/,https://www.instagram.com/oldsettlersdental/,,https://www.yelp.com/biz/old-settlers-dental-round-rock,,https://www.youtube.com/user/settlersdental,staff_rude_front_desk;after_hours_emergency,AI Receptionist (consistent tone);After-Hours Voice Coverage,no_email_found,
C,24.05,phoenix,All Smiles Dental Care - Phoenix,,,,+1 602-960-9130,,https://allsmilesaz.net/,"4726 E Thomas Rd, Phoenix, AZ 85018, United States",https://www.google.com/maps/place/All+Smiles+Dental+Care+-+Phoenix/data=!4m7!3m6!1s0x872b0c3fabb0c1d3:0x55c3fa065e0ae49d!8m2!3d33.4804168!4d-111.9788604!16s%2Fg%2F1tzzvzhb!19sChIJ08Gwqz8MK4cRneQKXgb6w1U?authuser=0&hl=en&rclk=1,,,,,,after_hours_emergency,2,"Hygenist and front desk people were great! Super nice and super friendly. But when it came down to helping me with my tooth pain all the dentist told me was to get invisilyn and theres nothing i could do to make it feel better other than flossing and possibly shaving down my tooth.

I then was in te","Been a patient for several years. Lately customer service has taken an absolute nose dive. Made my scheduled appt several months ago. Like everyone else, I do my due diligence and ensure I attend my scheduled appts. I see it as a mutual agreement. Patients promise to keep their appts with Drs office",2,1,After-Hours Voice Coverage,silverthreadlabs.com/services/voice-agents/after-hours-coverage,484,4.9,16,481,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,after_hours_emergency;long_wait_in_chair,After-Hours Voice Coverage;Workflow Automation (Scheduling),open_error,
C,24.04,phoenix,Chandler Dental Excellence,,fancybox_sprite@2x.png;fancybox_loading@2x.gif;email@email.com,google_maps,+1 480-786-1734,,http://chandlerdentalexcellence.com/,"855 E Warner Rd #104, Chandler, AZ 85225, United States",https://www.google.com/maps/place/Chandler+Dental+Excellence/data=!4m7!3m6!1s0x872ba99154ea5bb1:0xef4fd278bb5891b3!8m2!3d33.3346025!4d-111.8268766!16s%2Fg%2F1tdj4p9y!19sChIJsVvqVJGpK4cRs5FYu3jST-8?authuser=0&hl=en&rclk=1,,,,,,missed_calls_unreachable,3,I am surprised at all the 5 star reviews. Talking about all the nice staff. Maybe I had back luck dealing with a new staff member? I am not sure but I have had a terrible experience and I never even got in to see the dentist. Sadly because of COVID attempting to make my and my sons first appt with t,"Don't come here if you are looking for a professional treatment. Doctor is good but very difficult to make an appointment. I had an appointment with a Dental hygienist here in January 2021, they called me to reschedule to be August 2021 instead. I have to wait for 8 months just for cleaning my teeth",1,1,Voice AI for Dental (AI Receptionist),silverthreadlabs.com/services/voice-agents/dental,479,4.9,8,479,FALSE,,FALSE,,3,FALSE,FALSE,,,,,,,,staff_rude_front_desk;missed_calls_unreachable;appointment_booking_delay,AI Receptionist (consistent tone);Voice AI Appointment Booking;Voice AI for Dental (AI Receptionist),,
C,23.92,tampa,Tomlinson Dental,,,,+1 813-209-0338,,https://www.tomlinsondentalcare.com/,"3907 N Blvd, Tampa, FL 33603, United States",https://www.google.com/maps/place/Tomlinson+Dental/data=!4m7!3m6!1s0x88c2c40c49aef343:0xde3059f06bc33e2e!8m2!3d27.980208!4d-82.467364!16s%2Fg%2F1v_w33yw!19sChIJQ_OuSQzEwogRLj7Da_BZMN4?authuser=0&hl=en&rclk=1,,,,,Gail McDonald-Chang;Angella Tomlinson;Lorraine C. Tomlinson;Janice T.;Patricia S.;Ernest B.;Meet Dr,missed_calls_unreachable,3,I had nothing but bad experiences with this office. The first time I came in all they did was take X rays and look in my mouth. They didn’t even clean my teeth. They had me make another appointment to get my teeth cleaned. That’s when they did everything for my missing crown as well. So then I had t,I brought my young daughter in for an exam and knew she had some cavities.  During the review process while my little girl and I were asking questions the Dr kept interrupting and wouldn't listen.  Then she got just rude.  I have no idea why but believe it was our Trump masks.  I don't recommend wea,1,1,Voice AI for Dental (AI Receptionist),silverthreadlabs.com/services/voice-agents/dental,940,4.9,29,915,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/TomlinsonDentalTampa,https://www.instagram.com/tomlinsondentaltampa/,,https://www.yelp.com/biz/diablo-creek-dentistry-walnut-creek,,,missed_calls_unreachable;staff_rude_front_desk;long_wait_in_chair,AI Receptionist (consistent tone);Voice AI for Dental (AI Receptionist);Workflow Automation (Scheduling),no_email_found,
C,23.82,phoenix,Premier Family Dental Care,,,,+1 480-637-2886,,http://premierfamilydentalaz.com/?utm_source=gmb&utm_medium=organic&utm_campaign=listing,"3050 E Chandler Heights Rd #105, Gilbert, AZ 85298, United States",https://www.google.com/maps/place/Premier+Family+Dental+Care/data=!4m7!3m6!1s0x872a5323172ffa11:0x74e85a8cb4ea018f!8m2!3d33.2341582!4d-111.7238069!16s%2Fg%2F1yg4fj79p!19sChIJEfovFyNTKocRjwHqtIxa6HQ?authuser=0&hl=en&rclk=1,,,,,Judi Davis;Elizabeth Van Horn;Theresa Nally;Bob Mirata;Robert Rolschau;Susan Plote;Anthony G,insurance_verification_missing,3,Seems like every visit results in a surprise bill.. the billing department shows no lack of negligence.,"Crooks!

I went in for a 6 month cleaning and check up.  None of my teeth bothered me.

Turns out this must be the absolute best dentist ever, because he has to re-do everything any other dentist has ever done to my teeth because they did it wrong.  $8,000...  Keep in mind none of my teeth are even",2,1,Insurance Eligibility Verification Workflow,silverthreadlabs.com/services/workflow-automation,873,4.9,23,805,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/PremierFamilyDentalCare/,,https://www.linkedin.com/company/premier-family-dental-care/,,,,staff_rude_front_desk;insurance_verification_missing;recall_followup_missing,AI Receptionist (consistent tone);Insurance Eligibility Verification Workflow;Outbound Recall Campaigns,no_email_found,
C,23.39,phoenix,Tempe Dental,hello@tempe-dental.com,hello@tempe-dental.com,google_maps,+1 602-832-7670,,https://www.tempe-dental.com/book-an-appointment/,"2139 E Southern Ave, Tempe, AZ 85282, United States",https://www.google.com/maps/place/Tempe+Dental/data=!4m7!3m6!1s0x872b07e89897ca0f:0x82c4f1ba8c704a30!8m2!3d33.3926586!4d-111.8949086!16s%2Fg%2F11l3q1jj0v!19sChIJD8qXmOgHK4cRMEpwjLrxxII?authuser=0&hl=en&rclk=1,,,,,,missed_calls_unreachable,3,"Worse dentist I’ve been to, I went in for cavity  that ended up being way more than I expected. I wanted 1 tooth fixed and she decided to do things I didn’t even need, want or ask for i.e. old silver fillings with white ones, then I had 2 crowns she decided to take out and redo also, along with root","I was disappointed that up sales is part of a routine maintenance, I scheduled a prevent annual cleaning,  asked before I came in that my insurance company covered that and they verified that they did includes x-rays. So I came in filled out paperwork asked again and was informed that it was,  and h",1,1,Voice AI for Dental (AI Receptionist),silverthreadlabs.com/services/voice-agents/dental,291,4.9,10,291,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk;intake_paperwork_duplication;missed_calls_unreachable,AI Receptionist (consistent tone);Patient Intake Automation;Voice AI for Dental (AI Receptionist),,
C,23.38,austin,"Austin Cosmetic Dentistry by Tejas Patel, DDS",downtown@austincosmetic.com,downtown@austincosmetic.com,agent_browser_crawl,+1 512-476-2336,,https://austincosmetic.com/?utm_source=Google&utm_medium=organic&utm_campaign=business+profile&utm_content=website+click,"221 W 6th St #940, Austin, TX 78701, United States","https://www.google.com/maps/place/Austin+Cosmetic+Dentistry+by+Tejas+Patel,+DDS/data=!4m7!3m6!1s0x8644b5090ee8623d:0xf5ffff98c0b3e38f!8m2!3d30.2679492!4d-97.7451503!16s%2Fg%2F119v_yrys!19sChIJPWLoDgm1RIYRj-OzwJj___U?authuser=0&hl=en&rclk=1",,,,,MEET DR;Dr Patel’s,missed_calls_unreachable,3,This office had my spouse work with no pay this morning.  She is 19 years old meets every criteria that needs to be met in order to be a receptionist and is bilingual.  They told her they wanted her to come in at 8:00-10:30 am 'to see how she works' she ended up leaving at noon with no answers regar,"I called this office as a potential new patient, referred from a periodontist and could not have had a more unprofessional experience talking with the coordinator on the phone. I informed her I was looking to have 10-20 cosmetic veneers, and that I was looking to have a DDS work along side my period",1,1,Voice AI for Dental (AI Receptionist),silverthreadlabs.com/services/voice-agents/dental,289,4.9,6,288,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/AustinCosmetic/,https://www.instagram.com/austincosmeticdentist,https://www.linkedin.com/in/austincosmeticdentistry/,,https://www.tiktok.com/@austincosmeticdentistry;https://www.tiktok.com/@drtejaspatel?lang=en,https://www.youtube.com/@austincosmeticdentist;https://www.youtube.com/channel/UCbpGCCU9hHJr_svswrp0wUQ,staff_rude_front_desk;missed_calls_unreachable;language_barrier_spanish,AI Receptionist (consistent tone);Multilingual (Spanish) Voice Agent;Voice AI for Dental (AI Receptionist),ok,
C,23.37,phoenix,19th Ave Dental Care,jake81581@yahoo.com,jake81581@yahoo.com,agent_browser_crawl,+1 602-433-0313,,https://www.19avedentalcare.com/,"5225 N 19th Ave ste c, Phoenix, AZ 85015, United States",https://www.google.com/maps/place/19th+Ave+Dental+Care/data=!4m7!3m6!1s0x872b132897786aff:0xf633732f74354534!8m2!3d33.5142595!4d-112.0995263!16s%2Fg%2F1tfm73fd!19sChIJ_2p4lygTK4cRNEU1dC9zM_Y?authuser=0&hl=en&rclk=1,,,,,Logan Miller;Logan Miller,missed_calls_unreachable,3,"For my first appointment I scheduled and confirmed it through Zocdoc. However, when I arrived they had canceled my appointment without notifying me and I had to wait around for an hour for an available time to open up. No one apologized of appeared sympathetic for the confusion or delay. At the end","This dentist is overpriced, the front desk is rude, there are much better dentist in Phoenix.  I booked w/this dentist for two reasons: 1. I'm new to Phoenix and 2. They're open on Sundays.  When I booked my initial appointment for August 4th through Zocdoc.  They called me and reschedule me for Aug",2,1,Voice AI for Dental (AI Receptionist),silverthreadlabs.com/services/voice-agents/dental,452,4.8,21,452,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/pg/NorthAustinDentistry/posts/,https://www.instagram.com/northaustindentistry/,,https://www.yelp.com/biz/north-austin-dentistry-austin?osq=north+austin+dentistry,,https://www.youtube.com/@northaustindentistry,missed_calls_unreachable;staff_rude_front_desk;long_wait_in_chair,AI Receptionist (consistent tone);Voice AI for Dental (AI Receptionist);Workflow Automation (Scheduling),ok,
C,23.2,austin,High Point Dentistry,,,,+1 512-473-8444,,https://highpointsmilestx.com/dentist-in-east-austin/,"2719 E 7th St, Austin, TX 78702, United States",https://www.google.com/maps/place/High+Point+Dentistry/data=!4m7!3m6!1s0x8644b5cdd7c35955:0xc162d97ed68ca840!8m2!3d30.25971!4d-97.7106901!16s%2Fg%2F1tksj5mf!19sChIJVVnD1821RIYRQKiM1n7ZYsE?authuser=0&hl=en&rclk=1,,,,,Jerry Chiu;Kimberly Kaiser;Aanchal Chandra;Victoria DeLeon;Steven L. Yarbrough;Massiel Parra;Vu Kong,after_hours_emergency,2,"This practice used to be really nice. After the acquisition, I've ran into issues. I am no longer a patient now.

Overcharged
I was overcharged for a fluoride treatment. My EOB clearly states I owe a lower amount for the treatment than I was charged.

Billing No Help
Billing claimed they didn't get","This place is terrible. Avoid at all costs. They force you into high pressure ‘emergency’ situations to get excessive treatment plans for non-needed services. They are also claiming patients owe back expenses on charges over a year old from a previous provider them which they bought their firm, afte",1,1,After-Hours Voice Coverage,silverthreadlabs.com/services/voice-agents/after-hours-coverage,542,4.9,13,542,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/highpointsmiles,https://www.instagram.com/highpointdentistry/,,,,https://www.youtube.com/@highpointdentistry791,after_hours_emergency;staff_rude_front_desk,AI Receptionist (consistent tone);After-Hours Voice Coverage,no_email_found,
C,23.04,austin,TRU Dentistry Austin,info@www.trudentistryaustin.com,info@www.trudentistryaustin.com,agent_browser_crawl,+1 737-250-8538,,https://www.trudentistryaustin.com/,"9901 Brodie Ln suite 130, Austin, TX 78748, United States",https://www.google.com/maps/place/TRU+Dentistry+Austin/data=!4m7!3m6!1s0x8644b5f17d76ac45:0x967c20f0707c25d0!8m2!3d30.1849489!4d-97.8472924!16s%2Fg%2F11h0yt3bx_!19sChIJRax2ffG1RIYR0CV8cPAgfJY?authuser=0&hl=en&rclk=1,,,,,Evan John,appointment_booking_delay,2,"Great staff, Dr. K not so much. After several deep cleanings by capable techs, was informed of cavities by Dr. K., who never even  introduced herself after acquiring the practice. Went in for my first filling ever- and she didn’t bother to explain what she was going to do/explain anything about the","My appointment was after the ice storms cleared up and everything was back to business. I had to cancel my appointment, and tried calling and emailing multiple times that day. Checked their socials and website to see if they were having any issues and nothing was posted. Luckily I didn’t show up. Tu",1,1,Voice AI Appointment Booking,silverthreadlabs.com/services/voice-agents/appointment-booking,479,4.9,14,479,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/TRUDentistryAustin/,https://www.instagram.com/trudentistryaustin/,,https://www.yelp.com/biz/tru-dentistry-austin-austin,,https://www.youtube.com/@dentistaustin5850,appointment_booking_delay;staff_rude_front_desk,AI Receptionist (consistent tone);Voice AI Appointment Booking,ok,
C,23.04,tampa,Pearl Dental Dr. Rebecca Downie,,,,+1 813-803-5767,,http://pearldentaltampa.com/,"3607 W Azeele St, Tampa, FL 33609, United States",https://www.google.com/maps/place/Pearl+Dental+Dr.+Rebecca+Downie/data=!4m7!3m6!1s0x88c2c36c87de2dc9:0xa2d9c557bd0e9594!8m2!3d27.9414424!4d-82.5023358!16s%2Fg%2F11bw46hhyl!19sChIJyS3eh2zDwogRlJUOvVfF2aI?authuser=0&hl=en&rclk=1,,,,,ABOUT DR,after_hours_emergency,2,"I was a new patient for Dr Downie and needed a partial. Dr Downie did the prep. The technician did the work after the temporary was done. First time it lasted 4 hours and broke. Returned to office to have another temporary made. (if you have an emergency, they refer you to another dentist and you pa","I've been visiting Pearl Dental for several years. Unfortunately, I had a dental emergency and Pearl Dental could not assist me for three weeks.  Since, Pearl Dental could not accommodate an emergency appointment in an appropriate time frame, I made an appointment at a dental office near my work. Th",1,1,After-Hours Voice Coverage,silverthreadlabs.com/services/voice-agents/after-hours-coverage,479,4.9,8,475,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,after_hours_emergency;staff_rude_front_desk,AI Receptionist (consistent tone);After-Hours Voice Coverage,no_email_found,
C,22.92,austin,North Austin Dentistry,,,,+1 512-489-9933,,https://northaustindentist.com/,"6850 Austin Center Blvd #310, Austin, TX 78731, United States",https://www.google.com/maps/place/North+Austin+Dentistry/data=!4m7!3m6!1s0x8644cb02d907f651:0xc60d3afe2ceaaff5!8m2!3d30.3517638!4d-97.7526933!16s%2Fg%2F1td33flx!19sChIJUfYH2QLLRIYR9a_qLP46DcY?authuser=0&hl=en&rclk=1,,,,,Logan Miller;Logan Miller;Jaleesa Dandridge;Jaleesa B. Dandridge;Shea Vogelsong;Athina Karatzea,staff_rude_front_desk,2,"I recently got fillings done here and now I cannot eat with the right side of my mouth, drink or eat anything cold. I had NO Pain in the area of cavities before hand. When I went back to get rechecked Lindsey was incredibly rude. She should definitely not be in healthcare. As someone who's been in h","This doctor needs his license revoked !!  I came in for an Emergency cracked tooth and he told me that he is ""the Bus Driver and I have to trust him"" and all that.  He said the process needs to be the way it needed to - and that I needed a debridement and total scalar/deplanings before he would do a",1,1,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,692,4.8,25,690,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/BLVD5thStreet/;https://www.facebook.com/pg/NorthAustinDentistry/posts/,https://www.instagram.com/northaustindentistry/,,https://www.yelp.com/biz/north-austin-dentistry-austin?osq=north+austin+dentistry,,https://www.youtube.com/@northaustindentistry;https://www.youtube.com/@northaustindentistry3483,staff_rude_front_desk;after_hours_emergency,AI Receptionist (consistent tone);After-Hours Voice Coverage,no_email_found,
C,21.25,tampa,Oakfield Dental,,,,+1 813-705-9958,,http://oakfielddentalfl.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,"1457 Oakfield Dr, Brandon, FL 33511, United States",https://www.google.com/maps/place/Oakfield+Dental/data=!4m7!3m6!1s0x88c2ce79bed1f6dd:0xb409115f5934f69c!8m2!3d27.933614!4d-82.30637!16s%2Fg%2F1tzgkf7r!19sChIJ3fbRvnnOwogRnPY0WV8RCbQ?authuser=0&hl=en&rclk=1,,,,,Melanie S Leung;Amir Boules,after_hours_emergency,2,Is constantly helping me winth cppays and emergency treatment,I went in because I was having some pain in my tooth. They said it’s a cavity but doesn’t look too bad. They gave me a filling and sent me on my way. Next day I was in excruciating pain. They told me to come back in that the filling may be to high. So I go in and they say nope it’s fine give it a fe,1,1,After-Hours Voice Coverage,silverthreadlabs.com/services/voice-agents/after-hours-coverage,564,4.9,10,561,FALSE,,FALSE,,0,FALSE,FALSE,,https://facebook.com/719732261223603,,,,,,appointment_booking_delay;after_hours_emergency,After-Hours Voice Coverage;Voice AI Appointment Booking,no_email_found,
C,21.01,tampa,Dental Arts Ninth Street - St. Petersburg,,,,+1 727-522-2222,,https://dentalarts.dental/?utm_source=google+business&utm_medium=organic&utm_campaign=main+website&utm_term=ninthstreet,"6201 12th St N, St. Petersburg, FL 33702, United States",https://www.google.com/maps/place/Dental+Arts+Ninth+Street+-+St.+Petersburg/data=!4m7!3m6!1s0x88c2e6a0cceacbad:0xf33ede46f3b2dd48!8m2!3d27.8284923!4d-82.6508182!16s%2Fg%2F1tdwl915!19sChIJrcvqzKDmwogRSN2y80bePvM?authuser=0&hl=en&rclk=1,,,,,,staff_rude_front_desk,2,"DON’T GO THERE!!
This is the worst dental office I have ever seen in my 57 years experience.
They gave me a plan and told me it’s a $10 dollar out of pocket for my procedure, other than that my insurance will cover it. Then they made me pay upfront for my bridge and crown that wasn’t even scheduled.","My Experience at Dental Art Ninth Street (St. Petersburg) wasn’t bad overall, but I was really disappointed with the front desk. Before making my appointment for a regular cleaning, I called the office twice to confirm they were in my insurance network. Four days later, they called me back and confi",1,2,AI Receptionist (consistent tone),silverthreadlabs.com/services/voice-agents/ai-receptionist,1011,4.9,32,998,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,staff_rude_front_desk;appointment_booking_delay,AI Receptionist (consistent tone);Voice AI Appointment Booking,no_email_found,
C,20.81,tampa,Nuvia Dental Implant Center,,,,+1 813-212-7653,,https://www.nuviasmiles.com/locations/dental-implants-tampa-florida?o_source=Organic&o_medium=Website&o_campaign=GMB&o_term=Tampa,"10008 N Dale Mabry Hwy ste 250, Tampa, FL 33618, United States",https://www.google.com/maps/place/Nuvia+Dental+Implant+Center/data=!4m7!3m6!1s0x88c2c1f16b33a33b:0xca9db646574b23f7!8m2!3d28.0409117!4d-82.5072973!16s%2Fg%2F11stl5rsrs!19sChIJO6Mza_HBwogR9yNLV0a2nco?authuser=0&hl=en&rclk=1,,,,,,missed_calls_unreachable,2,"They took $48,000 and then told my mother she wasn’t medically cleared for the surgery. Paid July 19 2024. Still haven’t gotten refund as of December 3rd  2024. I call every week with no response. They finally told me the money would be back in the account November 25th 2024 but it was never receive","4 month old practice with 182 only 5 star reviews. Many people with the same picture and different names.
Called to see if they may in fact offer a quality smile restoration as I’m shopping for one.
Super rude lady that said very loudly and condescendingly, “we don’t give ANY pricing information ove",1,1,Voice AI for Dental (AI Receptionist),silverthreadlabs.com/services/voice-agents/dental,1861,4.9,30,1000,FALSE,,FALSE,,0,FALSE,FALSE,,,,,,,,missed_calls_unreachable;staff_rude_front_desk,AI Receptionist (consistent tone);Voice AI for Dental (AI Receptionist),no_email_found,
C,20.67,austin,BLVD Dentistry & Orthodontics of 5th Street,,,,+1 737-990-4135,,https://www.blvddentistry.com/austin-5th-street/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,"1011 W 5th St #120, Austin, TX 78703, United States",https://www.google.com/maps/place/BLVD+Dentistry+%26+Orthodontics+of+5th+Street/data=!4m7!3m6!1s0x8644b5186215fc5d:0x502c6a65618b738!8m2!3d30.2703696!4d-97.7555944!16s%2Fg%2F11gnsbwfh1!19sChIJXfwVYhi1RIYROLcYVqbGAgU?authuser=0&hl=en&rclk=1,,,,,Jaleesa Dandridge;Jaleesa B. Dandridge;Shea Vogelsong;Athina Karatzea,missed_calls_unreachable,2,"I had a really bad experience here today. Seems like this isn't the norm, the front desk told me they were having a ""bad day"". The dentist couldn't identify which tooth was bothering me, went to see another patient while we were mid conversation, the tech had me sitting for over 20 min without expla","Nice enough people but unprofessional with scheduling. Schedule an initial consult and I’m waiting in lobby for 30 minutes until I’m seen. Schedule follow up standard cleaning, get text day before “can you reschedule to later in the day?”. Tell them no. Show up at scheduled time of 8:30am and I’m to",1,1,Voice AI for Dental (AI Receptionist),silverthreadlabs.com/services/voice-agents/dental,571,4.8,29,557,FALSE,,FALSE,,0,FALSE,FALSE,,https://www.facebook.com/BLVD5thStreet/,,,,,,staff_rude_front_desk;missed_calls_unreachable,AI Receptionist (consistent tone);Voice AI for Dental (AI Receptionist),no_email_found,
